TF,gene,Confidence
ZFP62,ZNF667,High
ZFP62,ZNF682,High
ZFP62,ZNF70,High
ZFP62,ZNF767P,High
ZFP62,ZNF786,High
ZFP62,ZNF808,High
ZFP62,ZNF835,High
ZFP62,ZNF836,High
ZFP62,ZNF839,High
ZFP62,ZNF879,High
ZFP62,ZNF93,High
ZFP62,ZSCAN12,High
ZFP62,ZSCAN2,High
ZFP62,ZSCAN26,High
ZFP64,ATXN7L3B,Low
ZFP64,BCAR3,Low
ZFP64,CBX5,Low
ZFP64,RNF26,Low
ZFP64,NABP2,Low
ZFP64,UBE4B,Low
ZFP64,DET1,Low
ZFP64,HDDC3,Low
ZFP64,ASB8,Low
ZFP64,CCDC71,Low
ZFP64,CLCN3,Low
ZFP64,MKKS,Low
ZFP64,PIK3C2B,Low
ZFP64,RNF20,Low
ZFP64,SLC48A1,Low
ZFP64,TMEM218,Low
ZFP64,BRF2,Low
ZFP82,CNKSR1,High
ZFP82,FAM231C,High
ZFP82,ZNF667,High
ZFP82,ZNF667-AS1,High
ZFP92,CDH20,High
ZFP92,VWA5B2,High
ZFP92,BCL6B,High
ZFP92,CYP19A1,High
ZFP92,DNAJC6,High
ZFP92,KCTD17,High
ZFP92,NETO2,High
ZFP92,PDZD2,High
ZFP92,PMEPA1,High
ZFP92,RD3,High
ZFP92,SLC34A2,High
ZFP92,SLC41A1,High
ZFP92,TPBGL,High
ZFX,ACVR1,Low
ZFX,ACVR2A,Low
ZFX,ATF7IP,Low
ZFX,ATP7A,Low
ZFX,BDNF,Low
ZFX,C17orf102,Low
ZFX,CAND1,Low
ZFX,CDH10,Low
ZFX,CEPT1,Low
ZFX,CLINT1,Low
ZFX,CPNE9,Low
ZFX,CSMD2,Low
ZFX,CUX2,Low
ZFX,DPP6,Low
ZFX,DSCR3,Low
ZFX,EGFEM1P,Low
ZFX,EPB41,Low
ZFX,EPC1,Low
ZFX,EPC2,Low
ZFX,FAM117B,Low
ZFX,FBXW7,Low
ZFX,FEZF2,Low
ZFX,FST,Low
ZFX,GREM1,Low
ZFX,HELZ,Low
ZFX,HIST1H1T,Low
ZFX,ISM1,Low
ZFX,JARID2,Low
ZFX,JMJD1C,Low
ZFX,KANSL1,Low
ZFX,KAT6B,Low
ZFX,KCNH5,Low
ZFX,KCNT2,Low
ZFX,KDM6A,Low
ZFX,KLHL13,Low
ZFX,KMT2E,Low
ZFX,LINC01159,Low
ZFX,LRCH1,Low
ZFX,MAGI1,Low
ZFX,MED13,Low
ZFX,MET,Low
ZFX,MMP16,Low
ZFX,NEUROG2,Low
ZFX,NFAT5,Low
ZFX,NR3C1,Low
ZFX,PHC3,Low
ZFX,PHIP,Low
ZFX,PPFIBP1,Low
ZFX,PTPN21,Low
ZFX,RICTOR,Low
ZFX,SAMD5,Low
ZFX,SETD5,Low
ZFX,SLTM,Low
ZFX,SMG1,Low
ZFX,SMG1P2,Low
ZFX,SMG1P3,Low
ZFX,SMG1P5,Low
ZFX,SOBP,Low
ZFX,SSBP2,Low
ZFX,THSD7A,Low
ZFX,TRIM33,Low
ZFX,TRPM7,Low
ZFX,UHRF2,Low
ZFX,WWC2,Low
ZFX,XPO1,Low
ZFX,ZNF644,Low
ZFY,CDH15,High
ZFY,FAM19A5,High
ZFY,ZFX,High
ZFY,ZFY,High
ZFY,SLC7A10,High
ZFY,TBL1Y,Low
ZFY,XIST,Low
ZIC2,ATP1A3,High
ZIC2,C1orf61,High
ZIC2,CACNA1A,High
ZIC2,CDK5R2,High
ZIC2,CELF3,High
ZIC2,CTNNA2,High
ZIC2,ELAVL2,High
ZIC2,GABRA1,High
ZIC2,GPR25,High
ZIC2,HPCAL4,High
ZIC2,KCNA1,High
ZIC2,LINC00461,High
ZIC2,RASGRF1,High
ZIC2,SLC8A2,High
ZIC2,TAGLN3,High
ZIC2,TCEAL6,High
ZIC2,XKR7,High
ZIC2,ZIC5,High
ZIC2,AMER3,High
ZIC2,BARHL2,High
ZIC2,DNER,High
ZIC2,ELAVL3,High
ZIC2,FAIM2,High
ZIC2,GAP43,High
ZIC2,LHX1,High
ZIC2,LINC00634,High
ZIC2,NPFFR1,High
ZIC2,NPTX1,High
ZIC2,OLFM3,High
ZIC2,PCDH8,High
ZIC2,RBFOX3,High
ZIC2,REEP2,High
ZIC2,RIMS1,High
ZIC2,SLC12A5,High
ZIC2,SPHKAP,High
ZIC2,SRRM4,High
ZIC2,STXBP5L,High
ZIC2,TMEM151B,High
ZIC2,TTC9B,High
ZIC2,VGF,High
ZIC2,CACNG2,High
ZIC2,CPLX3,High
ZIC2,DLX6,High
ZIC2,GLRA2,High
ZIC2,GRIN2A,High
ZIC2,HMP19,High
ZIC2,HTR1F,High
ZIC2,KCNIP4,High
ZIC2,KCNN1,High
ZIC2,PCDH10,High
ZIC2,PHOX2B,High
ZIC2,PRRX1,High
ZIC2,UNC80,High
ZIC2,CA10,High
ZIC2,GABRG2,High
ZIC2,NRIP3,High
ZIC2,PTPRN,High
ZIC3,CACNG2,High
ZIC3,CDH10,High
ZIC3,GABRA1,High
ZIC3,GLRA2,High
ZIC3,GPR151,High
ZIC3,GRM4,High
ZIC3,LHX1,High
ZIC3,LINC00461,High
ZIC3,MIR124-2HG,High
ZIC3,OLFM3,High
ZIC3,TMEM151B,High
ZIC3,KCNJ9,High
ZIC3,NPTX1,High
ZIC3,OTX2,High
ZIC3,RNY4,High
ZIC3,TAGLN3,High
ZIC3,XKR7,High
ZIC3,TTC9B,Low
ZIC3,BARHL1,Low
ZIC3,GNG13,Low
ZIC3,GRIN1,Low
ZIC3,KCNA1,Low
ZIC3,KCNQ2,Low
ZIC3,PAX6,Low
ZIC3,SNAP91,Low
ZIC3,SNORD71,Low
ZIC3,SPINK9,Low
ZIC3,SYNPR,Low
ZIC3,SYT4,Low
ZIC3,SRRM4,Low
ZIC3,BANF2,High
ZIC3,C17orf50,High
ZIC3,SLC1A6,High
ZIC3,SPHKAP,High
ZIC3,STXBP5L,High
ZIC3,SYT14,High
ZIC3,TMEM211,High
ZIC3,VWC2,High
ZIC3,CELF3,Low
ZIM3,CNTNAP5,High
ZIM3,OR10K2,High
ZIM3,OR2T2,High
ZIM3,HTR1A,High
ZIM3,OR10G9,High
ZIM3,OR12D2,High
ZIM3,OR2T4,High
ZIM3,OR4D5,High
ZIM3,SLC9A4,High
ZIM3,VPREB1,High
ZKSCAN1,A1CF,High
ZKSCAN1,ARID4A,High
ZKSCAN1,BAHCC1,High
ZKSCAN1,CALB1,High
ZKSCAN1,CBLN4,High
ZKSCAN1,CCDC162P,High
ZKSCAN1,CXXC4,High
ZKSCAN1,DSG2-AS1,High
ZKSCAN1,FIGN,High
ZKSCAN1,GRB10,High
ZKSCAN1,HTR2A,High
ZKSCAN1,KLF12,High
ZKSCAN1,KRT16P1,High
ZKSCAN1,KRT16P3,High
ZKSCAN1,LINC01239,High
ZKSCAN1,LINC01372,High
ZKSCAN1,LINC01558,High
ZKSCAN1,LRRN3,High
ZKSCAN1,LRRTM4,High
ZKSCAN1,MOGAT1,High
ZKSCAN1,SCN2A,High
ZKSCAN1,SEMA6D,High
ZKSCAN1,SLC45A2,High
ZKSCAN1,SMIM2-AS1,High
ZKSCAN1,ST3GAL3,High
ZKSCAN1,STX1B,High
ZKSCAN1,PRLR,High
ZKSCAN1,SCN8A,High
ZKSCAN1,SMG1,High
ZKSCAN1,AMER1,High
ZKSCAN1,BSN,High
ZKSCAN1,C1orf168,High
ZKSCAN1,C6orf201,High
ZKSCAN1,CCDC73,High
ZKSCAN1,CGN,High
ZKSCAN1,COLQ,High
ZKSCAN1,COQ10A,High
ZKSCAN1,ERICH3,High
ZKSCAN1,FAM19A1,High
ZKSCAN1,FBXL21,High
ZKSCAN1,GPR18,High
ZKSCAN1,GPR45,High
ZKSCAN1,LINC00310,High
ZKSCAN1,LINC00314,High
ZKSCAN1,LINC00488,High
ZKSCAN1,LINC00671,High
ZKSCAN1,LINC01127,High
ZKSCAN1,LINC01361,High
ZKSCAN1,LRAT,High
ZKSCAN1,MBTD1,High
ZKSCAN1,MIR4725,High
ZKSCAN1,MYOM3,High
ZKSCAN1,NAPEPLD,High
ZKSCAN1,NFATC2,High
ZKSCAN1,ONECUT2,High
ZKSCAN1,PMS2CL,High
ZKSCAN1,PRPSAP1,High
ZKSCAN1,RALGPS2,High
ZKSCAN1,RGPD3,High
ZKSCAN1,WSPAR,High
ZMIZ1,CASZ1,Low
ZMIZ1,GOLGA2P7,Low
ZMIZ1,MEIS2,Low
ZMIZ1,SEMA4C,Low
ZMIZ1,SEMA7A,Low
ZMIZ1,ZMIZ1,Low
ZMIZ1,ZMIZ1-AS1,Low
ZMIZ1,GPRIN1,Low
ZMIZ1,PCM1,Low
ZMIZ1,TRIM8,Low
ZMIZ1,WASF2,Low
ZMIZ1,H1F0,Low
ZMIZ1,NUAK1,Low
ZMIZ1,RAP1GAP,Low
ZMIZ1,CYB561,Low
ZMIZ1,PDZD2,Low
ZMIZ1,ADAMTS17,Low
ZMIZ1,ATG2B,Low
ZMIZ1,BCL2L11,Low
ZMIZ1,HRH2,Low
ZMIZ1,IER5L,Low
ZMIZ1,JPH1,Low
ZMIZ1,KIFC3,Low
ZMIZ1,KLHL29,Low
ZMIZ1,LINC01503,Low
ZMIZ1,MAPK7,Low
ZMIZ1,NCOR2,Low
ZMIZ1,NF2,Low
ZMIZ1,NRP1,Low
ZMIZ1,PNKD,Low
ZMIZ1,SRCAP,Low
ZMIZ1,SUSD4,Low
ZMIZ1,SYN1,Low
ZMIZ1,UVSSA,Low
ZMIZ1,AACS,Low
ZMIZ1,ABCA1,Low
ZMIZ1,ABCG1,Low
ZMIZ1,ABHD1,Low
ZMIZ1,ABLIM2,Low
ZMIZ1,ABLIM3,Low
ZMIZ1,ACADSB,Low
ZMIZ1,ACER2,Low
ZMIZ1,ACER3,Low
ZMIZ1,ACSS1,Low
ZMIZ1,ACVRL1,Low
ZMIZ1,ADAM15,Low
ZMIZ1,ADAMTS3,Low
ZMIZ1,ADGRF5,Low
ZMIZ1,ADRA1D,Low
ZMIZ1,AGTPBP1,Low
ZMIZ1,AHNAK2,Low
ZMIZ1,AK7,Low
ZMIZ1,AKNA,Low
ZMIZ1,ALDH16A1,Low
ZMIZ1,ALG2,Low
ZMIZ1,ANKRD27,Low
ZMIZ1,AP3D1,Low
ZMIZ1,AP5B1,Low
ZMIZ1,APH1B,Low
ZMIZ1,ARCN1,Low
ZMIZ1,ARF1,Low
ZMIZ1,ARFGAP3,Low
ZMIZ1,ARFGEF2,Low
ZMIZ1,ARHGAP23,Low
ZMIZ1,ARHGAP39,Low
ZMIZ1,ARHGEF19,Low
ZMIZ1,ARID3A,Low
ZMIZ1,ARL13B,Low
ZMIZ1,ARRDC2,Low
ZMIZ1,ATG2A,Low
ZMIZ1,ATP13A1,Low
ZMIZ1,ATP13A2,Low
ZMIZ1,ATP1A1,Low
ZMIZ1,ATP2A2,Low
ZMIZ1,ATP6V1G1,Low
ZMIZ1,ATP8B3,Low
ZMIZ1,ATR,Low
ZMIZ1,ATXN2L,Low
ZMIZ1,AZIN1,Low
ZMIZ1,B3GNT4,Low
ZMIZ1,B4GALT1,Low
ZMIZ1,B4GALT5,Low
ZMIZ1,BAG3,Low
ZMIZ1,BCAM,Low
ZMIZ1,BCL2L2,Low
ZMIZ1,BCL3,Low
ZMIZ1,BCL6B,Low
ZMIZ1,BEX5,Low
ZMIZ1,BMF,Low
ZMIZ1,BRPF1,Low
ZMIZ1,BTBD11,Low
ZMIZ1,C11orf84,Low
ZMIZ1,C15orf39,Low
ZMIZ1,C20orf194,Low
ZMIZ1,C2CD2,Low
ZMIZ1,C7orf43,Low
ZMIZ1,CACUL1,Low
ZMIZ1,CAMKK1,Low
ZMIZ1,CAPN1,Low
ZMIZ1,CARM1,Low
ZMIZ1,CBL,Low
ZMIZ1,CCDC107,Low
ZMIZ1,CCDC71L,Low
ZMIZ1,CCND3,Low
ZMIZ1,CD99L2,Low
ZMIZ1,CDC27,Low
ZMIZ1,CDH23,Low
ZMIZ1,CDK2,Low
ZMIZ1,CDKN2B,Low
ZMIZ1,CDR2L,Low
ZMIZ1,CFAP206,Low
ZMIZ1,CFAP221,Low
ZMIZ1,CHPF,Low
ZMIZ1,CIC,Low
ZMIZ1,CKMT1A,Low
ZMIZ1,CNOT11,Low
ZMIZ1,CNOT8,Low
ZMIZ1,COG3,Low
ZMIZ1,COPB2,Low
ZMIZ1,CPNE6,Low
ZMIZ1,CRIP3,Low
ZMIZ1,CRNDE,Low
ZMIZ1,CSGALNACT2,Low
ZMIZ1,CSK,Low
ZMIZ1,CSNK1D,Low
ZMIZ1,CYB561D2,Low
ZMIZ1,CYLD,Low
ZMIZ1,DAZAP1,Low
ZMIZ1,DDX52,Low
ZMIZ1,DEGS1,Low
ZMIZ1,DIO3,Low
ZMIZ1,DMWD,Low
ZMIZ1,DNAJB3,Low
ZMIZ1,DNAJB5,Low
ZMIZ1,DNAJC1,Low
ZMIZ1,DNAJC3,Low
ZMIZ1,DNAJC9,Low
ZMIZ1,DPF3,Low
ZMIZ1,DPY19L3,Low
ZMIZ1,DPYSL2,Low
ZMIZ1,DUSP23,Low
ZMIZ1,DUSP4,Low
ZMIZ1,DUSP9,Low
ZMIZ1,E2F3,Low
ZMIZ1,EDEM1,Low
ZMIZ1,EDEM3,Low
ZMIZ1,EEF1E1,Low
ZMIZ1,EFR3B,Low
ZMIZ1,EIF3J,Low
ZMIZ1,EIF3M,Low
ZMIZ1,EMP2,Low
ZMIZ1,EPHA7,Low
ZMIZ1,EPHX2,Low
ZMIZ1,ERO1B,Low
ZMIZ1,EVI5L,Low
ZMIZ1,EXOSC5,Low
ZMIZ1,EXT1,Low
ZMIZ1,F2RL1,Low
ZMIZ1,FAM118A,Low
ZMIZ1,FAM129B,Low
ZMIZ1,FAM135A,Low
ZMIZ1,FAM189B,Low
ZMIZ1,FAM213B,Low
ZMIZ1,FAM219A,Low
ZMIZ1,FAM222B,Low
ZMIZ1,FAM84A,Low
ZMIZ1,FAM86DP,Low
ZMIZ1,FAM86EP,Low
ZMIZ1,FAM98A,Low
ZMIZ1,FBXL19-AS1,Low
ZMIZ1,FBXO18,Low
ZMIZ1,FCHO1,Low
ZMIZ1,FICD,Low
ZMIZ1,FKBP11,Low
ZMIZ1,FKBP1B,Low
ZMIZ1,FKBP5,Low
ZMIZ1,FLOT1,Low
ZMIZ1,FLT1,Low
ZMIZ1,FLT4,Low
ZMIZ1,FMN1,Low
ZMIZ1,FMNL2,Low
ZMIZ1,FOSL1,Low
ZMIZ1,FOXJ1,Low
ZMIZ1,FRMD6-AS1,Low
ZMIZ1,FRMD8,Low
ZMIZ1,FXYD1,Low
ZMIZ1,GATA4,Low
ZMIZ1,GATAD2A,Low
ZMIZ1,GBGT1,Low
ZMIZ1,GDPGP1,Low
ZMIZ1,GFPT1,Low
ZMIZ1,GIPC1,Low
ZMIZ1,GJA4,Low
ZMIZ1,GK,Low
ZMIZ1,GLCE,Low
ZMIZ1,GLTP,Low
ZMIZ1,GMDS,Low
ZMIZ1,GMIP,Low
ZMIZ1,GMPPB,Low
ZMIZ1,GNA11,Low
ZMIZ1,GNB2,Low
ZMIZ1,GOLGA3,Low
ZMIZ1,GOLGA5,Low
ZMIZ1,GOLGA6B,Low
ZMIZ1,GOLGA6D,Low
ZMIZ1,GPBAR1,Low
ZMIZ1,GPR3,Low
ZMIZ1,GREB1L,Low
ZMIZ1,GRIA3,Low
ZMIZ1,HAUS7,Low
ZMIZ1,HDAC4,Low
ZMIZ1,HES3,Low
ZMIZ1,HEY1,Low
ZMIZ1,HID1,Low
ZMIZ1,HIP1R,Low
ZMIZ1,HMGCS2,Low
ZMIZ1,HN1,Low
ZMIZ1,HNRNPR,Low
ZMIZ1,HSPA13,Low
ZMIZ1,HYOU1,Low
ZMIZ1,ICAM5,Low
ZMIZ1,ICE1,Low
ZMIZ1,IDH2,Low
ZMIZ1,IFFO2,Low
ZMIZ1,IFNL1,Low
ZMIZ1,IGSF3,Low
ZMIZ1,IL13RA1,Low
ZMIZ1,IL6ST,Low
ZMIZ1,IMPA2,Low
ZMIZ1,IMPAD1,Low
ZMIZ1,IMPDH1,Low
ZMIZ1,INO80,Low
ZMIZ1,INSIG1,Low
ZMIZ1,IRAK4,Low
ZMIZ1,IRF2BPL,Low
ZMIZ1,ITGB1,Low
ZMIZ1,ITGB5,Low
ZMIZ1,ITSN1,Low
ZMIZ1,IVNS1ABP,Low
ZMIZ1,KANK3,Low
ZMIZ1,KATNB1,Low
ZMIZ1,KCNJ11,Low
ZMIZ1,KCNJ2-AS1,Low
ZMIZ1,KCNQ1,Low
ZMIZ1,KCTD17,Low
ZMIZ1,KCTD8,Low
ZMIZ1,KDM6A,Low
ZMIZ1,KIAA0930,Low
ZMIZ1,KIAA1522,Low
ZMIZ1,KIF13B,Low
ZMIZ1,KLC2,Low
ZMIZ1,KLF4,Low
ZMIZ1,KLHL25,Low
ZMIZ1,KLHL5,Low
ZMIZ1,KPNA4,Low
ZMIZ1,KRBA1,Low
ZMIZ1,LDLRAD3,Low
ZMIZ1,LFNG,Low
ZMIZ1,LHFPL5,Low
ZMIZ1,LIMK1,Low
ZMIZ1,LIMK2,Low
ZMIZ1,LMTK2,Low
ZMIZ1,LRP10,Low
ZMIZ1,LRP2,Low
ZMIZ1,LRRC36,Low
ZMIZ1,LRRC71,Low
ZMIZ1,LUZP1,Low
ZMIZ1,LYSMD4,Low
ZMIZ1,MAK,Low
ZMIZ1,MAP1S,Low
ZMIZ1,MAP3K3,Low
ZMIZ1,MAP3K5,Low
ZMIZ1,MAP3K9,Low
ZMIZ1,MAPK3,Low
ZMIZ1,MAPK6,Low
ZMIZ1,MAPKAP1,Low
ZMIZ1,MAPKAPK3,Low
ZMIZ1,MARCKSL1,Low
ZMIZ1,MATN1,Low
ZMIZ1,MEF2D,Low
ZMIZ1,MFN1,Low
ZMIZ1,MFNG,Low
ZMIZ1,MGAT1,Low
ZMIZ1,MID1IP1-AS1,Low
ZMIZ1,MIER2,Low
ZMIZ1,MIR22HG,Low
ZMIZ1,MIR3180-3,Low
ZMIZ1,MLXIP,Low
ZMIZ1,MMD,Low
ZMIZ1,MMP14,Low
ZMIZ1,MNT,Low
ZMIZ1,MOB3A,Low
ZMIZ1,MOSPD1,Low
ZMIZ1,MRPL49,Low
ZMIZ1,MRPS5,Low
ZMIZ1,MSL3,Low
ZMIZ1,MSTO1,Low
ZMIZ1,MTA2,Low
ZMIZ1,MTDH,Low
ZMIZ1,MTPN,Low
ZMIZ1,MUC5B,Low
ZMIZ1,NABP1,Low
ZMIZ1,NAMPT,Low
ZMIZ1,NANOS1,Low
ZMIZ1,NARF,Low
ZMIZ1,NBEAL2,Low
ZMIZ1,NDST2,Low
ZMIZ1,NEK8,Low
ZMIZ1,NELL1,Low
ZMIZ1,NLGN2,Low
ZMIZ1,NOC2L,Low
ZMIZ1,NOS3,Low
ZMIZ1,NRXN2,Low
ZMIZ1,NTN1,Low
ZMIZ1,NUAK2,Low
ZMIZ1,NUP62,Low
ZMIZ1,NUS1,Low
ZMIZ1,NXPH4,Low
ZMIZ1,ODF2,Low
ZMIZ1,OLA1,Low
ZMIZ1,ORAI1,Low
ZMIZ1,OSBPL1A,Low
ZMIZ1,OSGIN2,Low
ZMIZ1,PABPN1L,Low
ZMIZ1,PACRG,Low
ZMIZ1,PCNX3,Low
ZMIZ1,PDE2A,Low
ZMIZ1,PDIA4,Low
ZMIZ1,PDPK1,Low
ZMIZ1,PDXK,Low
ZMIZ1,PDZD3,Low
ZMIZ1,PELI1,Low
ZMIZ1,PEX11G,Low
ZMIZ1,PFKFB2,Low
ZMIZ1,PFKFB4,Low
ZMIZ1,PGM2L1,Low
ZMIZ1,PHKA2,Low
ZMIZ1,PI4KA,Low
ZMIZ1,PIAS3,Low
ZMIZ1,PIKFYVE,Low
ZMIZ1,PIM2,Low
ZMIZ1,PIP5K1C,Low
ZMIZ1,PKD1,Low
ZMIZ1,PLBD2,Low
ZMIZ1,PLCH2,Low
ZMIZ1,PLEKHF1,Low
ZMIZ1,PLEKHM1,Low
ZMIZ1,PLEKHO2,Low
ZMIZ1,PLIN3,Low
ZMIZ1,PLOD3,Low
ZMIZ1,PLP2,Low
ZMIZ1,POLD1,Low
ZMIZ1,POLR3H,Low
ZMIZ1,PPFIA1,Low
ZMIZ1,PPP1R18,Low
ZMIZ1,PPP2R1B,Low
ZMIZ1,PPY,Low
ZMIZ1,PRKCE,Low
ZMIZ1,PROSER3,Low
ZMIZ1,PRRC2A,Low
ZMIZ1,PSMB9,Low
ZMIZ1,PTBP1,Low
ZMIZ1,PTPN1,Low
ZMIZ1,PTPN2,Low
ZMIZ1,PTPRH,Low
ZMIZ1,PTRH1,Low
ZMIZ1,PYY,Low
ZMIZ1,QRICH1,Low
ZMIZ1,QSOX2,Low
ZMIZ1,RAB11FIP5,Low
ZMIZ1,RAB20,Low
ZMIZ1,RAB22A,Low
ZMIZ1,RAB26,Low
ZMIZ1,RAB35,Low
ZMIZ1,RAB3B,Low
ZMIZ1,RAB3C,Low
ZMIZ1,RAB3D,Low
ZMIZ1,RAB43,Low
ZMIZ1,RAB5C,Low
ZMIZ1,RAB6A,Low
ZMIZ1,RABEP2,Low
ZMIZ1,RAF1,Low
ZMIZ1,RALGAPA2,Low
ZMIZ1,RAP1B,Low
ZMIZ1,RASAL2,Low
ZMIZ1,RCN1,Low
ZMIZ1,RET,Low
ZMIZ1,RFC2,Low
ZMIZ1,RGS19,Low
ZMIZ1,RHOBTB2,Low
ZMIZ1,RHPN2,Low
ZMIZ1,RNF34,Low
ZMIZ1,RNF4,Low
ZMIZ1,RNGTT,Low
ZMIZ1,RP2,Low
ZMIZ1,RPL39,Low
ZMIZ1,RPL39L,Low
ZMIZ1,RRBP1,Low
ZMIZ1,SACS,Low
ZMIZ1,SAP30,Low
ZMIZ1,SBNO2,Low
ZMIZ1,SCAMP4,Low
ZMIZ1,SDAD1,Low
ZMIZ1,SEC14L1,Low
ZMIZ1,SEC16A,Low
ZMIZ1,SEC24D,Low
ZMIZ1,SEC61B,Low
ZMIZ1,SEMA4B,Low
ZMIZ1,9-Sep,Low
ZMIZ1,SERINC2,Low
ZMIZ1,SETX,Low
ZMIZ1,SFN,Low
ZMIZ1,SGK1,Low
ZMIZ1,SHC1,Low
ZMIZ1,SKAP2,Low
ZMIZ1,SLC10A3,Low
ZMIZ1,SLC11A2,Low
ZMIZ1,SLC12A4,Low
ZMIZ1,SLC16A3,Low
ZMIZ1,SLC30A3,Low
ZMIZ1,SLC30A7,Low
ZMIZ1,SLC35F6,Low
ZMIZ1,SLC39A1,Low
ZMIZ1,SLC39A14,Low
ZMIZ1,SLC39A5,Low
ZMIZ1,SLC41A1,Low
ZMIZ1,SLC4A11,Low
ZMIZ1,SLC4A2,Low
ZMIZ1,SLC6A6,Low
ZMIZ1,SLC6A9,Low
ZMIZ1,SLC7A7,Low
ZMIZ1,SLC8B1,Low
ZMIZ1,SMOX,Low
ZMIZ1,SMPD2,Low
ZMIZ1,SMPD3,Low
ZMIZ1,SND1,Low
ZMIZ1,SNTB2,Low
ZMIZ1,SNX8,Low
ZMIZ1,SOCS1,Low
ZMIZ1,SOD2,Low
ZMIZ1,SP1,Low
ZMIZ1,SP6,Low
ZMIZ1,SPA17,Low
ZMIZ1,SPCS3,Low
ZMIZ1,SPINT1,Low
ZMIZ1,SPSB1,Low
ZMIZ1,SRM,Low
ZMIZ1,ST3GAL2,Low
ZMIZ1,ST6GALNAC4,Low
ZMIZ1,ST6GALNAC6,Low
ZMIZ1,STAT3,Low
ZMIZ1,STEAP1,Low
ZMIZ1,STOM,Low
ZMIZ1,STXBP1,Low
ZMIZ1,SWAP70,Low
ZMIZ1,SYNGR2,Low
ZMIZ1,SYS1,Low
ZMIZ1,TAGLN2,Low
ZMIZ1,TBC1D10A,Low
ZMIZ1,TBC1D8,Low
ZMIZ1,TBCB,Low
ZMIZ1,TCF20,Low
ZMIZ1,TCIRG1,Low
ZMIZ1,TEAD2,Low
ZMIZ1,THEMIS2,Low
ZMIZ1,TKFC,Low
ZMIZ1,TLR5,Low
ZMIZ1,TMEM163,Low
ZMIZ1,TMEM185B,Low
ZMIZ1,TMEM45A,Low
ZMIZ1,TMEM52,Low
ZMIZ1,TMEM74,Low
ZMIZ1,TMEM87B,Low
ZMIZ1,TMEM8A,Low
ZMIZ1,TMSB10,Low
ZMIZ1,TNFAIP8L2,Low
ZMIZ1,TNKS1BP1,Low
ZMIZ1,TP53BP1,Low
ZMIZ1,TPBGL,Low
ZMIZ1,TRAM2,Low
ZMIZ1,TRIM39,Low
ZMIZ1,TRIP10,Low
ZMIZ1,TRPM4,Low
ZMIZ1,TSPO,Low
ZMIZ1,TSTA3,Low
ZMIZ1,TTYH3,Low
ZMIZ1,TUBA1C,Low
ZMIZ1,TUBA4A,Low
ZMIZ1,TXNDC11,Low
ZMIZ1,UBASH3B,Low
ZMIZ1,UBE2L6,Low
ZMIZ1,UBE2O,Low
ZMIZ1,UBE2Q1,Low
ZMIZ1,UBR5,Low
ZMIZ1,UFM1,Low
ZMIZ1,UNC119,Low
ZMIZ1,UNC119B,Low
ZMIZ1,UNC5B,Low
ZMIZ1,URB1,Low
ZMIZ1,USB1,Low
ZMIZ1,USO1,Low
ZMIZ1,USP27X-AS1,Low
ZMIZ1,VAC14,Low
ZMIZ1,VASN,Low
ZMIZ1,VDR,Low
ZMIZ1,WBP1L,Low
ZMIZ1,WBP2,Low
ZMIZ1,WDFY2,Low
ZMIZ1,WFS1,Low
ZMIZ1,WIPI1,Low
ZMIZ1,WNT9B,Low
ZMIZ1,WSB2,Low
ZMIZ1,XPNPEP1,Low
ZMIZ1,XPO6,Low
ZMIZ1,XYLT1,Low
ZMIZ1,YIPF1,Low
ZMIZ1,YWHAB,Low
ZMIZ1,ZBED4,Low
ZMIZ1,ZBTB21,Low
ZMIZ1,ZDHHC13,Low
ZMIZ1,ZNF384,Low
ZMIZ1,ZNFX1,Low
ZNF101,FBXL19-AS1,High
ZNF101,LINC01519,High
ZNF101,MIATNB,High
ZNF112,CTSK,High
ZNF124,BEST3,High
ZNF124,HORMAD1,High
ZNF124,MIR6758,High
ZNF124,PCDHB1,High
ZNF124,TMEM26-AS1,High
ZNF124,XKR7,High
ZNF134,ZNF350,High
ZNF134,ZNF649,High
ZNF134,ZNF582,High
ZNF136,ATRNL1,High
ZNF136,LRRC37B,High
ZNF136,MAML2,High
ZNF136,MBD5,High
ZNF143,FAM174B,Low
ZNF143,FAM25C,Low
ZNF143,GSDMD,Low
ZNF143,LINC00520,Low
ZNF143,SERPINH1,Low
ZNF143,YIPF6,Low
ZNF143,ALKBH1,Low
ZNF143,ANAPC13,Low
ZNF143,ARHGEF2,Low
ZNF143,BCL10,Low
ZNF143,BCL6B,Low
ZNF143,C12orf57,Low
ZNF143,C15orf39,Low
ZNF143,C15orf41,Low
ZNF143,CAB39,Low
ZNF143,CDC27,Low
ZNF143,CHIC2,Low
ZNF143,CHORDC1,Low
ZNF143,COA6,Low
ZNF143,DCLRE1C,Low
ZNF143,DENND4B,Low
ZNF143,DISP3,Low
ZNF143,DNAJC24,Low
ZNF143,EAF1,Low
ZNF143,EFHD2,Low
ZNF143,EIF2B1,Low
ZNF143,FAM114A2,Low
ZNF143,FTSJ3,Low
ZNF143,GOLGB1,Low
ZNF143,GON4L,Low
ZNF143,GPN2,Low
ZNF143,GPRC5D,Low
ZNF143,IQCK,Low
ZNF143,KCNK1,Low
ZNF143,KDM5B,Low
ZNF143,KIDINS220,Low
ZNF143,KMT5A,Low
ZNF143,KNOP1,Low
ZNF143,LSG1,Low
