GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
Grin2A,-0.4298674,-0.15847625,-0.28003925,-0.6469183,-0.07061521,0.18806846,-0.9852387,-0.40488243,-0.76723343,-0.04218073
Grin2B,-0.6565145,-0.19971523,0.2673705,-0.21212457,-0.40760502,-0.32932073,0.3247788,0.7147908,0.7403616,-0.40629378
Grina,0.30398512,-0.21040912,0.6927994,-0.29394072,0.27245712,0.09504752,0.6451607,0.409311,0.39972803,0.30232015
Grip2,-0.036758192,-0.6448943,-0.09907373,0.35823357,-0.11740982,0.34150296,-0.33493787,0.37730414,0.17826046,-0.48398632
Gripap1,0.6991204,-0.098667994,0.34064946,-0.02441619,0.20777664,-0.42304423,0.1319938,-0.22549407,-0.3748758,-0.19785772
Grk2,-0.04401756,-0.44377404,0.61096525,-0.5239816,0.59668344,-0.18204796,0.60581654,-0.5611979,0.6504285,0.13541585
Grk3,-0.22654915,-0.03377124,-0.13552281,-0.24842821,-0.26412278,-0.4242349,0.3291514,0.48110223,-0.046322905,-0.08382478
Grk5,0.6503827,0.6810329,0.030792616,0.3571071,-0.19392169,0.42061374,0.09272625,0.38710365,-1.1531454,-0.19759081
Grk6,0.24950647,-0.08045027,0.9392171,-0.32427347,1.1370453,0.1506251,0.94161093,-0.6417306,1.0091991,0.29912195
Grm3,-0.32424322,0.15195455,-0.22801736,0.19398461,-0.17925754,0.15569295,-1.0280333,-0.41888443,-0.25099444,-0.31660515
Grm4,0.03956529,0.39506233,-0.012167461,-0.033788454,-0.20000648,-0.12559383,-0.29654416,0.056359258,-0.10803836,0.3714172
Grm5,0.05379285,-0.3032632,0.29402936,-0.34490037,0.0120765045,0.3140354,-0.19454873,-0.13829416,-0.21030462,-0.4424644
Grn,0.15875089,0.5499708,-0.0026629716,0.4213995,0.058260698,0.65838903,0.72458535,1.1083322,0.117857516,0.8044851
Grpel1,0.0623125,0.24426998,1.0218288,0.34730226,0.56734556,-0.09386942,0.99656665,0.18071476,1.1970918,1.0981604
Grpel2,0.7051404,-0.08016609,0.8870345,-0.16408087,0.5791108,-0.7682489,0.9095925,0.1406778,0.5620153,-0.17291833
Grpr,0.24173719,0.37461388,-0.29012734,0.4954831,0.12959272,0.28070527,-0.2876672,-0.06915659,0.60214496,0.027208824
Grtp1,0.30426013,0.35740876,-0.40967256,0.48789874,0.25508282,1.1331619,-0.3946449,-0.10630359,0.3577776,-0.24337472
Grwd1,0.6014075,-0.07616642,0.53184354,-0.6060352,0.6506405,-0.47342622,0.72791755,-0.28443336,0.5005482,-0.41252458
Gs1-279B7.1,-0.5457401,0.038920224,-0.30461442,0.03955279,-0.28690886,-0.16836418,-0.22078198,-0.32902497,0.06945692,-0.08604175
Gsap,0.11678676,-0.40709627,0.11409454,-0.23700322,0.13837932,-0.073326215,-0.36630827,-0.11287929,-0.19604069,-0.026089001
Gsdmb,-0.11437412,0.19060186,0.055595852,0.123939335,-0.0996244,-0.17334026,0.5318005,0.6432522,0.90194345,0.004447218
Gsdmc,-0.15082857,0.018622104,-0.46565914,0.40089172,-0.44493437,0.6049095,0.4291192,0.4767005,-0.3384077,0.49392378
Gsdmd,0.2885046,-0.110566944,0.546297,-0.41438097,0.644028,0.10583082,0.79077154,-0.33121926,0.80707085,-0.057336185
Gse1,0.51788586,-0.15979633,0.6014486,-0.21399154,0.38735563,-0.46761596,0.6317535,-0.29289728,-0.48543525,-0.37185785
Gsg1,-0.24217975,0.40151235,-0.5818991,0.3260122,-0.28659475,0.1858861,-0.5605254,0.06849702,-0.49584723,-0.029294815
Gsg1L,-0.6481165,-0.3168279,-0.27016035,-0.22347687,0.057416044,0.12218477,-0.6481165,-0.3168279,-0.87583333,-0.3559554
Gsk3A,0.4729623,0.19613287,1.1510171,0.0067493543,1.1297529,0.043939162,1.0279943,-0.06170622,0.81683594,0.51693135
Gsk3B,0.12974207,-1.0155622,-0.05427833,0.41323203,-0.07414084,-0.5390907,-0.09760871,-0.2448142,-0.3023585,-0.46408802
Gsn,0.03876994,0.46860942,-0.41356188,-0.44997424,-0.12139664,0.289598,0.08306102,0.08773488,0.52072114,0.5762681
Gspt1,0.3951237,0.47930038,1.2025352,0.11104497,0.94190276,0.33230808,1.0961193,0.27053902,0.990902,0.87536186
Gsr,0.47578913,-0.08566029,0.703867,0.22957031,0.71495795,-0.059542846,0.6726898,0.30926317,0.54663944,0.08591215
Gss,0.9267103,0.41732362,0.9267103,0.41732362,0.085442446,0.5795952,-0.027405553,0.76617086,-0.2015416,0.5716208
Gsta3,-0.44814694,-0.0824908,-0.19691,0.09777714,-0.030230813,-0.11314747,0.48295262,0.06774333,-0.19691,0.09777714
Gsta4,0.32511827,0.0926806,-0.29399264,0.42298838,-0.3991369,0.26859438,-0.40633383,0.5232602,-0.36727545,-0.9904529
Gstcd,0.25767395,0.1739778,0.38006267,0.48403522,0.19590169,0.08958067,0.4473723,0.5405865,0.3722158,0.4805882
Gstm1,0.12853238,0.45313674,0.079214714,-0.1729874,0.39166313,0.37168196,0.079214714,-0.1729874,0.18428634,0.24231835
Gstm2,-0.03986717,-0.15271983,-0.12819725,-0.051938932,0.032043807,-0.38398865,0.06493708,-0.344626,-1.0613548,-0.67049706
Gstm4,-0.39777976,0.21975763,-0.5053842,-0.40088674,-0.3011146,0.460077,-0.4212876,-0.44492012,-0.43822658,-0.13943969
Gsto1,-0.34103876,-0.1254179,-0.3810485,-0.10991968,-0.3234085,0.14710419,-0.3810485,-0.10991968,-0.5756499,-0.69802
Gsto2,-0.28847268,0.18322836,-0.43566918,-0.26527104,-0.13987997,0.4577921,-0.1558676,-0.34957865,-0.3650478,-0.07181449
Gstz1,0.1955747,-0.22448678,0.20300308,0.65844417,0.21562529,0.27293766,0.22634047,0.593346,0.20656323,0.6218475
Gtdc1,0.35942608,0.16440451,0.70160353,0.22450277,0.32739675,0.0881466,0.7445269,0.62925184,0.3594626,0.25256807
Gtf2A1,0.8326002,0.587075,0.731079,0.5825909,0.104363166,0.24144751,0.59499526,0.35715154,0.09859323,-1.0231615
Gtf2A2,0.42877495,-0.016220387,0.8789011,0.22306883,0.20292279,-0.6085861,0.76697415,0.34936038,0.30037633,0.4167888
Gtf2B,-0.6083443,0.20810165,0.11683117,0.73654425,-0.4867382,0.16490464,0.43090928,1.1960297,0.61902666,0.04772603
Gtf2E1,0.30693597,0.28047976,0.33032787,0.15559454,0.2983141,0.28640357,0.78297865,1.0083383,0.23886701,0.53874147
Gtf2E2,0.48971978,-0.19008867,-0.10996314,-1.572507,0.3844873,-0.69704896,0.3850628,-1.3305769,0.6062759,-0.21057574
Gtf2F2,0.5847916,0.20441559,0.26391014,-0.35997728,0.28016004,-0.10115358,0.6530453,0.028437864,0.34850037,0.43006402
Gtf2H1,0.5186384,0.34550205,0.9698505,-0.15714152,0.6174963,-0.11796042,0.8346283,-0.21108527,0.95420265,0.03746376
Gtf2H2B,0.7425838,-0.33387646,0.77405095,0.3670603,-0.09241446,-0.62226397,0.4920998,-0.05582008,-0.5756412,-0.3923797
Gtf2H3,0.57328993,0.35696703,1.0261286,0.7413753,0.05865547,-0.19560385,0.71378416,0.38350135,0.2876125,-0.23945741
Gtf2H4,0.12938628,-1.0898069,0.12289728,0.60897076,-0.17151457,0.6307721,0.29883215,0.4067772,-0.4054455,-0.7202953
Gtf2I,0.057946444,0.13922071,-0.47357893,-0.20319168,0.15114683,-0.37697577,-0.06420227,-0.473301,-0.08335658,0.46492565
Gtf2Ip7,0.6866414,0.22267199,0.57639277,0.71871334,-0.17957696,0.4084338,0.092937745,0.76904655,-0.28121173,0.5136835
Gtf2Ird2,-0.48101914,-0.2005231,-0.89586926,0.17646585,-0.69610476,0.40403068,-0.8907945,-0.4123118,0.19263256,-0.276561
Gtf3C1,0.681574,0.079676375,0.70505184,-0.043750305,0.30908564,-0.19359522,0.5444243,-0.6931,0.32635435,-1.0320643
Gtf3C2,0.8723809,-0.14337794,0.18355796,0.33203465,0.19441706,-0.37761623,0.18898195,-0.09799795,-0.49041128,-0.19382371
Gtf3C2-As1,-0.039825164,-0.5766682,-0.11897319,-1.1818087,0.37669107,0.20402601,-0.014481455,-0.83203304,-0.3503387,-0.049322132
Gtf3C3,0.7462448,0.25378928,0.7844808,0.21588606,0.2790534,-0.34108612,0.83127785,0.4334239,0.24292353,0.18966474
Gtf3C5,0.23096484,0.02006587,0.45487678,-0.16344403,-0.12944216,-0.3534491,0.4848312,-0.012850743,-0.15127665,-0.27947128
Gtpbp2,0.11172233,0.75023216,0.9316589,0.16705473,0.9707782,0.27593336,0.69372255,-0.04706404,1.1048726,1.285367
Gtpbp3,0.13787839,-0.0147149,-0.25367194,0.50785816,0.13787839,-0.0147149,-0.3963208,-0.36572057,0.103761636,-0.37587214
Gtpbp4,-0.16707426,0.45744222,0.38379768,0.5277476,0.36911154,0.43430537,0.31269056,0.5419067,0.5934001,1.1122316
Gtpbp8,0.26841334,0.3337012,0.5888102,0.34283608,0.72535247,0.36827135,0.5596401,0.15047735,0.6812108,0.63775843
Gtse1,0.14103389,0.94713634,0.08489506,1.063403,0.21119595,1.0757757,0.030233972,0.9871696,-0.025347292,0.8745417
Gtsf1,0.22176126,0.08402683,-0.02747269,0.493408,-0.06615778,0.28784457,0.26489016,0.6990855,0.4372933,0.69707876
Gtsf1L,-0.16029549,-0.64206994,0.123018906,0.7391721,0.40114903,0.3614341,-0.15349981,-0.034824062,0.32202786,0.30549672
Gucd1,0.42037544,-0.38581306,0.3290961,-0.1427375,0.16052072,-0.3470038,0.5335909,0.08988345,0.38426942,-0.09138776
Gucy1A2,0.5118675,0.08002591,0.47782663,-0.15311736,-0.4691705,-0.39725497,0.43308443,-0.0985273,-0.14580837,0.3702543
Gucy1B2,0.22289908,0.032712597,-0.54646045,0.5050132,0.5720434,0.51910955,0.17437941,0.012176495,-0.8381506,0.21203749
Gucy2C,0.25752667,-0.41817182,-0.049961977,-0.87330616,-0.18699747,0.18131234,-0.049961977,-0.87330616,0.224859,0.4437599
Gucy2D,-0.17856851,-0.02019732,-0.15998277,0.03471775,-0.6286226,0.5812336,-1.0790868,-0.22096623,-0.43703938,-1.0806218
Guf1,-0.59305763,-0.65512496,-0.21377084,-0.30683935,-0.59305763,-0.65512496,0.18179989,0.020446587,-0.4325273,-0.24338754
Guk1,0.45908767,0.56608236,-0.4133454,-1.3285874,0.3871569,0.41685748,-0.08919423,-1.5938431,-0.052490547,0.38029903
Gulp1,-0.30287814,0.24385606,-0.9148289,-0.7398944,-0.6444396,-0.00903805,-0.5276412,-0.672958,-0.34359574,-0.17330337
Gusb,0.19783407,-0.26476818,0.19514182,-0.09467514,0.2194266,0.06900187,0.19514182,-0.09467514,0.15043621,-0.2096357
Gusbp4,0.42199272,-0.02956875,-0.27560872,-0.2647426,-0.13910148,-0.33432114,-0.19975579,-0.2280045,-0.81358004,-0.06025276
Gusbp5,0.007429309,-0.23021387,0.036183693,-0.38138005,0.111228116,-0.14005397,0.0076929107,-0.18000922,-0.051771797,-0.3264158
Gxylt1,0.26616198,0.08565231,0.25312912,0.42248523,0.25812218,0.19887142,0.41762912,0.032982755,-0.14372653,-0.29502013
Gxylt2,-0.49556112,-0.5614829,-0.7044804,-0.5288975,-0.42555368,-0.5141273,-0.79577297,-0.27770695,-0.1826593,-0.45106387
Gyg2,-0.70323646,-0.023805548,-0.47490138,0.5800895,-0.26589182,0.70711553,-0.47199792,0.19123976,0.117423326,-0.47705406
Gypb,-0.27608895,-0.04722834,-0.10595275,-0.2421449,-0.2979501,-0.4827003,-0.15991542,0.086327545,-0.13304883,0.16115092
Gypc,-0.045010656,0.0051124804,-0.2978344,-0.41692418,-0.039196722,0.21746375,0.10667855,-0.1003599,0.37580523,0.8584468
Gys1,-0.088477306,-0.121895954,-0.71883106,0.71540964,-0.07428611,-0.70622385,-0.6690416,0.61947477,-0.60436344,0.521683
Gzf1,0.5283072,0.5870937,0.38580525,-0.54057896,-0.09402431,-0.9583787,0.35634854,-0.58575416,0.21309707,0.0131138675
Gzma,-0.36252344,-0.27873492,-0.49918032,-0.032519307,0.021402761,0.6411554,0.16500533,0.2186315,-0.33228973,-0.0024515353
Haao,0.29717293,-0.6801665,-0.121423446,0.66466564,-0.121423446,0.66466564,-0.121423446,0.66466564,0.5972811,-0.6025311
Habp2,-0.012578435,0.1157691,-0.22398359,-0.43817842,0.18467167,0.592111,-0.11769911,-0.33006668,0.063041486,0.40260714
Habp4,0.23826665,0.7283468,0.2777262,-0.3461153,0.8527849,0.54114544,0.61121166,-0.7315874,0.7919926,0.811074
Hacd1,0.24758148,0.7054471,-0.18457368,0.46126258,0.34811598,0.8646796,0.12523276,1.0060873,0.0485518,0.90281385
Hacd2,-0.072659425,0.11320828,0.37733024,0.44043016,-0.5299337,-0.15831245,-0.00019731373,-0.27511787,0.21173179,-0.8804487
Hacd3,-0.2932279,-0.99198246,0.085442446,0.5795952,0.085442446,0.5795952,-0.027405553,0.76617086,-0.2015416,0.5716208
Hace1,0.42506078,-0.15200138,0.36374143,-0.1954255,0.59224296,-0.15831478,0.33633485,-0.019558143,-0.32629806,0.002932202
Hadh,-0.12547693,-0.79661953,-0.08509449,0.6989349,-0.1330308,0.86948586,-0.14505276,0.391097,0.36458597,-0.2553508
Hagh,-0.15812874,0.44182694,-0.20443824,0.29071528,-0.15812874,0.44182694,-0.20443824,0.29071528,-0.39806968,-0.3145969
Haghl,-0.3626397,0.19976683,-0.4581365,0.17143904,-0.722082,-0.2121725,-0.28486854,-0.04479793,-1.1469791,-0.15456839
Haglr,-0.1956616,0.16492385,-0.059384845,-0.10489488,-0.2074661,0.29905233,0.22793928,0.63745713,0.32516956,0.46820477
Hal,-0.02063454,0.12734433,-0.87685287,-1.3292468,-0.11195972,-0.55419207,-0.14600849,-1.1509985,0.5676251,0.30205193
Hamp,0.16785836,0.25164363,-0.116155855,0.75660586,0.31551385,0.17055398,0.3823708,0.65655816,0.27404514,0.36375386
Hand2,-0.7498598,-0.20047398,-0.91568667,1.3036575,0.05309719,-0.7119213,-0.9723166,0.6662191,-0.9708264,0.17646842
Hao2,0.12669891,-0.03437371,-0.5900858,-0.61568516,0.06179499,0.52905005,-0.26096392,-0.48893005,0.5680421,0.5638991
Hap1,-0.1730189,0.54025406,-0.88695157,0.67074406,-0.1730189,0.54025406,-1.2358029,-1.0388201,-0.48338044,-1.1758913
Hapln3,-0.06568018,0.08637904,0.038564064,-0.657395,0.016074501,0.17745613,-0.044987887,-0.45524457,0.23540133,0.5560544
Hars2,0.7293937,0.25747293,0.3667432,0.764549,0.20297691,0.08663401,0.20092535,0.17995425,-0.24196857,-0.09581068
Has1,0.22057521,0.7427075,-0.35805324,-0.69763356,0.34108174,0.6619538,-0.11844691,-0.80307424,0.52009267,1.132731
Has2,-0.30664313,0.4326478,-0.44545412,-0.5456644,-0.010424465,0.6016764,0.37093797,0.11809762,0.67393637,1.3129689
Has3,0.66355556,0.5015884,-0.2080855,-0.20172001,0.3502423,0.34411162,0.08066303,-0.71906084,0.01050055,-0.06082328
Hat1,0.33112332,0.29865682,0.7764811,0.3754147,0.69827145,0.19274718,1.0848634,1.014235,0.36343166,0.55007577
Haus1,-0.17780954,0.39230025,0.06397172,0.82510877,0.052408837,0.5735181,0.5960381,1.0601842,0.24101368,0.80171275
Haus3,0.4206229,0.19377922,0.2430464,0.33871147,-0.3906098,-0.27746966,0.1524854,0.22718398,-0.44898623,0.11990872
Haus4,0.2015903,-0.5350325,-0.54735523,0.6959174,-0.32056624,0.05831599,-0.5267291,0.73234314,-0.32505912,0.25221267
Haus5,-0.021599814,-0.6389766,-0.28022015,1.1362959,0.18373576,0.62673104,-0.45564514,0.3623422,-0.19426745,-0.74993557
Haus6,0.785021,0.41583008,0.770741,-0.16611668,0.18559784,-0.18363751,0.70317394,-0.062363196,-0.040987,-0.14650609
Haus7,-0.13414356,0.071832895,0.017878838,-0.41348153,0.07217488,-0.080957055,0.2552688,-0.6102959,0.11522378,0.0497345
Haus8,0.63639843,0.2787614,0.6062738,0.6649199,0.47078162,0.3058732,0.56893045,0.57052255,-0.050448492,0.037428316
Hax1,0.012661934,0.36079577,-0.006911151,-0.22452433,0.25265148,-1.0624533,-0.07248651,-0.09863502,0.34546882,0.5448334
Hba2,-0.29795256,0.5590732,-0.29795256,0.5590732,-0.3101457,0.56745076,-0.3101457,0.56745076,-0.3198323,0.17992046
Hbb,-0.11944585,-0.40067172,-0.5262701,-0.0044353046,-0.15732118,-0.1494272,-0.5027138,-0.02835365,-0.23039109,-0.18922989
Hbd,-0.21172962,-0.16072737,-0.6828612,-0.313954,-0.40393445,-0.29918376,-0.6540108,-0.34324786,-0.17466772,-0.094113424
Hbe1,-0.18261933,-0.39851442,-0.17268237,-0.30699587,0.105801284,-0.1073475,-0.18076149,-0.21398291,0.25632074,0.16439359
Hbegf,-0.024718143,1.1316911,-0.89426726,-0.48390085,0.17024639,0.54098475,-0.1469791,-0.7668999,0.62570846,1.0655959
Hbg2,-0.4471978,-0.19417453,-0.65611714,-0.16158913,-0.14172217,-0.113371745,-0.3917985,-0.15743583,-0.41013592,-0.1275606
Hbp1,-0.76416934,-0.08668713,-0.5266465,0.06759195,-0.80009615,-0.18111111,0.3241673,0.8521382,0.19983292,-0.16073433
Hbq1,-0.3737118,-0.0018629469,-0.3737118,-0.0018629469,-0.3686894,0.11979473,0.2393027,0.2813059,0.14120185,0.18300653
Hbs1L,-0.77742934,0.5203174,-0.77742934,0.5203174,-0.77742934,0.5203174,-0.37756503,1.0613697,-0.88902485,0.5199256
Hcar3,-0.28322977,0.34930065,-0.79532665,0.09605582,-0.27422678,0.20837821,-0.009750456,-0.6252692,0.22867751,-0.6300045
Hccs,0.46242696,0.44373167,0.94363904,0.7652397,0.95256424,0.49264544,0.96014106,0.71920836,0.87625474,1.0863786
Hcfc1R1,0.21991733,-0.21535459,0.1298887,0.410129,-0.26630914,0.1912963,0.19182234,0.44012552,-0.88864845,-0.8081955
Hcfc2,-0.019973077,0.482913,-0.019230597,0.31878126,-0.019973077,0.482913,0.40022767,0.40880895,0.23009565,0.19389862
Hcg18,0.2725616,-0.17185168,0.2574198,-0.87606466,0.4577812,-1.467348,0.040963165,-0.14514382,0.13934276,0.08353791
Hcg9,0.08990422,0.91802526,-0.044986144,1.0754623,-0.012881182,-0.21922483,-0.1635021,0.65495944,-0.09882399,0.5571676
Hck,-0.016480945,0.43473953,0.18453771,-0.02761304,0.111627564,0.610901,0.24899778,0.31938535,0.4325007,0.6876749
Hcls1,0.048528027,0.8298435,-0.052368358,-0.3496555,-0.054533146,0.90281034,-0.59232783,0.032494333,0.11113553,0.006212171
Hcn2,-0.07141193,-0.2916536,0.08149968,0.02761009,0.13769376,-0.017495487,0.21206743,0.32959378,0.03150136,-0.12681584
Hcn4,-0.43430108,0.12096287,-0.4140503,0.015167274,-0.12919751,0.30035084,-0.13084498,0.6585084,0.09623259,0.45467037
Hcrt,-0.7949883,0.07307479,-0.6769399,-0.21140276,-1.046259,0.2361238,-0.47262752,-0.0044134595,-0.65497905,0.094640374
Hcst,-0.2518236,-0.116683096,-0.39733946,0.017694395,0.00966635,0.44338664,0.08856731,0.46120623,-0.1152521,0.03545989
Hdac10,-0.1712152,-0.37751353,-0.6369832,0.9626646,-0.17367059,1.0180957,-0.69104517,0.1006214,0.20975882,-0.8493868
Hdac11,0.5516775,0.42213485,0.26720953,-0.30108216,0.7188555,-0.15075833,0.37758082,-0.49008727,0.46880496,-0.16456927
Hdac2,0.14753206,0.8609024,-0.2932279,-0.99198246,-0.2932279,-0.99198246,-0.047861777,0.43543363,-0.22199783,0.24088359
Hdac3,0.45066535,-0.4318235,0.49921274,0.0005870871,0.1472409,-0.7403391,0.36675662,-0.043223966,0.48320454,-1.7395716
Hdac4,0.22497022,0.28046256,0.40730557,-0.27815264,0.67452526,0.31208605,0.80427694,0.116366625,1.2917211,-0.084003076
Hdac5,-0.26514274,0.055824764,-0.66236454,0.54459876,-0.56590784,0.51109564,-0.8438264,0.17271473,-0.54092014,-0.72463167
Hdac6,0.28764787,-0.35530597,0.17946607,-0.23187508,0.13838786,-0.299878,0.17867371,-0.2516688,-0.31387734,-0.46506715
Hdac7,-0.45934278,-0.2332821,-0.29784164,-0.20579253,-0.32361093,0.020451289,0.012989122,0.6343116,0.23584408,0.565699
Hdac8,0.32499957,0.092382446,0.5043619,0.24764898,0.06222628,-0.17479987,0.2668531,0.38263336,0.19768137,-0.32006016
Hdac9,-0.27726376,0.31681314,-0.5365499,0.3079101,0.026071116,0.5027581,0.0999339,0.71974236,0.1027437,0.3156367
Hddc2,-0.030762188,-0.7954885,0.31335092,-0.37295848,0.13152489,-0.52041364,0.19134033,-0.39626184,-0.3113044,-0.62711614
Hdgf,-0.22478747,-0.116585165,-0.005155757,0.101171836,-0.25123376,-0.009584326,-0.11488404,0.0035899729,-0.42053905,-0.6796082
Hdhd3,-0.08912576,-0.16985853,-0.18246675,0.7224035,0.23401931,0.9467279,-0.2860294,-0.48139668,0.27734494,-0.60397995
Hdlbp,0.10815246,0.13938609,0.4562729,-0.14838968,0.3764485,0.03388146,1.0926144,0.15270889,0.023390576,0.4214576
Heatr1,0.097938955,-0.033852983,-0.13493177,0.20699206,0.09287419,0.037471935,-0.11973772,0.24256612,-0.07353196,-0.08318277
Heatr3,-0.20818561,0.44985008,-0.25329542,0.20466594,-0.20818561,0.44985008,-0.21214879,0.46135348,0.11714195,-0.255891
Heatr5A,0.29865542,0.48206705,1.084933,0.4323689,0.6561304,0.37020427,1.4607066,0.5088862,0.8624572,0.42269847
Heatr6,0.6533522,0.13403253,0.7506192,0.20478828,0.34398633,-0.35155955,0.7008009,0.3620035,-0.14989936,-0.124431
Hebp1,-0.18681628,0.27324864,-0.40403485,-0.15899952,-0.02461452,0.6916967,-0.107991524,0.34572324,-0.26468492,0.09594329
Hebp2,-0.19445908,0.12302768,0.2279813,0.88235325,-0.12266054,-0.22962634,0.34671277,0.6559553,-0.067245044,0.15270284
Heca,-0.07084141,0.8529485,-0.6023576,-0.89076567,-0.02071689,0.98081875,-0.47616577,-0.63580406,-0.00520093,-0.21799256
Hectd1,0.7809496,0.22624673,0.5626595,0.04673765,0.07770186,-0.13678418,0.5341687,0.24810846,0.048595037,0.26158378
Hecw2,-0.18375123,0.3083356,-0.26320642,0.17691286,-0.31317014,0.4671206,0.6009749,0.95842624,0.32292467,0.84259987
Heg1,0.41127327,0.16652817,0.09130589,-0.2803485,0.24464226,0.28569654,0.38657847,0.27219075,-0.13273889,0.12379262
Heih,0.36103815,0.07943763,-0.25227952,0.1967897,0.16634446,0.56408316,0.02190832,0.035390776,0.39708245,-0.8560668
Helb,0.042839214,0.12032348,0.09970257,-0.19047858,0.15720543,0.12532967,0.648209,0.23819584,0.22054413,-0.07819156
Hells,0.1257075,0.6166831,0.2612223,0.64754134,0.19085509,0.723941,0.5680908,1.1256133,0.016464084,0.7554734
Helq,0.18558502,-0.08473161,-0.47373474,0.35814053,0.18558502,-0.08473161,-0.54740393,-0.39865887,0.09820553,-0.32531372
Helz,0.4147468,-0.33192348,0.20537132,0.7184622,0.63092184,0.59292424,-0.23537892,0.1850285,-0.2171953,-0.9202105
Helz2,0.002415873,-0.21569815,0.083598584,-0.43940902,0.2086139,0.25093314,0.91092443,-0.22208954,0.009950064,0.09271026
Hemk1,-0.011084609,-0.38184005,-0.30421248,0.9953267,-0.7323142,0.40241885,-0.30421248,0.9953267,0.2043176,-0.25242212
Hepacam,-0.13173416,-0.45412922,-0.13442639,-0.2840362,-0.11014161,-0.12035917,-0.06993652,-0.13214661,-0.17913201,-0.39899677
Hepacam2,-0.4471978,-0.19417453,-0.65611714,-0.16158913,-0.14172217,-0.113371745,-0.6272667,-0.190883,-0.41013592,-0.1275606
Herc1,0.57169944,0.24145427,0.5873632,0.70100415,0.36664927,0.26819137,0.48118225,0.48861143,-0.24543756,0.5638941
Herc2,0.58268005,-0.17111713,0.7652335,0.13329306,0.7091232,-0.17572434,0.81499577,0.14891027,0.73071873,0.0039042346
Herc2P7,-0.064005576,-0.4137656,-0.5052174,-0.35635528,-0.3072034,-0.028883308,-0.79333377,-0.31245112,-0.5052174,-0.35635528
Herc4,0.4425066,-0.3908087,0.33576638,-0.45439288,-0.05978962,-0.5671077,0.3656677,-0.27610952,-0.43681675,-0.23746891
Herpud1,0.2534953,0.43888766,0.6310534,-0.6390967,-0.2525769,-1.2827382,0.2961217,-0.25842482,0.48632804,0.19025722
Herpud2,0.6016975,0.116739124,0.8376547,-0.11808616,-0.20499957,-0.44805107,0.47031558,-0.06261277,0.062330857,-1.0533943
Hes4,0.24945313,0.15995434,-0.32943842,-0.8718239,0.1712012,-0.109662846,-0.040344007,-1.1360837,0.095454715,0.5867961
Hes5,-0.27055937,-0.26358455,-0.25927448,-0.47482163,-0.14722738,0.090902925,-0.34017798,-0.3870688,-0.4167459,-0.3836627
Hes6,0.16124377,-0.557711,0.17015901,-0.4730932,-0.22019678,-0.86544997,0.4015194,-0.2181743,-0.2217947,-0.98407555
Hesx1,-0.05272062,-0.4801281,0.131374,-0.2106438,0.131374,-0.2106438,-0.060779475,-0.25966716,0.30812886,-0.1264132
Hexim1,0.16429394,-0.27208441,-0.6068246,0.25161338,0.123700485,-0.07918747,0.33964837,-0.108952165,-0.536906,-0.8342408
Hexim2,-0.36129963,0.4834652,-0.61794096,-0.07427418,-0.20720899,0.4941175,-0.20906344,-0.5891926,-0.6344308,-0.20834817
Hey1,0.2615004,0.38847542,-0.6136767,-0.7808099,-0.04925,0.18636267,-0.1853255,-0.4981858,0.16452706,0.6571505
Heyl,-0.60490876,-0.073106915,-0.18314508,-0.11425392,-0.46216595,-0.16204338,-0.49230832,0.29950857,-0.05853694,0.081711665
Hgd,-0.38170117,-0.44463867,-0.006061487,0.14013061,-0.15245044,-0.5590467,-0.0081866905,0.00038697943,0.087739296,-0.5926924
Hgfac,0.097259045,-0.6300731,-0.06319728,0.16803403,-0.18993407,-0.074693754,0.16997725,0.4782589,0.9270789,-0.7820677
Hgh1,0.5485135,-0.055755783,0.39400938,-0.016047746,-0.17778713,-0.4098578,0.641264,0.14530292,-0.45375723,-0.083372205
Hgs,0.17624281,0.5166969,0.33243364,0.2546042,0.85888946,0.56217074,0.48790327,0.0205797,0.82592326,1.1238487
Hhatl,-1.2754132,0.036037628,-0.49190795,-0.18924151,-0.42955002,-0.3231378,-1.2754132,0.036037628,-1.2754132,0.036037628
Hhex,0.012188233,0.31326622,-0.019513935,0.41738835,0.012188233,0.31326622,-0.05217929,0.11029832,-0.44342363,-0.8805366
Hhip-As1,-0.34646633,0.17983125,-0.051833943,0.46863824,0.47098905,0.566738,-0.51799124,-0.060367707,-0.108463965,-0.16880019
Hhipl1,0.4138357,-0.2972079,0.4469169,-0.47382224,0.4138357,-0.2972079,0.41414323,-0.23863585,-0.001240395,0.44253626
Hhipl2,0.41311726,-0.05708507,0.39763772,-0.15207583,0.18794101,0.16553044,0.437281,-0.11426735,-0.0695091,-0.2537174
Hhla1,-0.43040913,-0.6397931,-0.041824244,0.8683255,0.07489752,0.026632722,-0.183043,0.00026623532,-0.14593744,0.41741484
Hhla3,0.2456871,0.61106443,-0.15629223,0.4377942,0.23349395,0.619442,0.12533581,0.5644332,0.0033169314,0.5699569
Hibadh,-0.020416066,0.12657066,0.22638905,0.5708815,0.2295264,0.5673511,0.048968777,0.54032594,0.014700957,-0.074487224
Hibch,0.22988507,-0.26424128,0.22719285,-0.09414823,0.25147763,0.06952877,-0.039382793,0.43086332,0.18248722,-0.2091088
Hid1,-0.107788764,0.33905578,0.40636635,0.18459593,0.4260356,0.08768718,0.12602426,0.07840982,0.39873376,0.6768079
