GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
U2Surp,-0.31280565,-0.74854845,0.12200802,0.22566143,0.3452133,0.34981865,0.02444955,-0.48104358,-0.036204137,-0.8243555
Uaca,-0.57459867,0.5194202,-0.32862175,-0.3676951,-0.57459867,0.5194202,-0.66384983,-0.28429422,-0.32862175,-0.3676951
Uap1,-0.5062071,-0.01432674,0.16922003,-0.009495083,0.45681158,-0.13055722,0.47752994,-0.021299172,0.34058776,0.41653597
Uba1,0.36612862,0.1501257,0.94111204,0.29237437,0.7676173,0.045372795,0.88811445,0.25399956,0.5879289,0.62039196
Uba2,0.7181551,-0.12956394,0.6509416,-0.31015933,0.6300291,-0.59028286,0.826718,-0.23459794,0.58576095,0.22779866
Uba3,0.90174687,0.25452572,0.84526587,0.12301016,-0.24559486,-0.70214456,0.70143074,0.5310221,-0.18949044,0.09120414
Uba5,0.49960643,0.10260138,0.6413872,0.08250849,0.25511345,-0.4643938,0.7063257,0.38435414,0.29978395,-0.020471659
Uba52,0.40655747,-0.36529207,0.83696663,-0.07772647,0.8449496,-0.3215422,0.7748324,-0.01981287,0.77324706,0.3681875
Uba6,0.68834215,0.28691956,0.1308752,-1.0269532,0.7024286,0.041340493,0.4152646,-1.1090384,0.031799003,0.4486822
Uba7,-0.014394715,-0.53399336,-0.363889,0.32861936,-0.30675513,0.7754779,-0.007881917,0.44434452,-0.012133718,-0.18505648
Ubac1,0.8235723,0.37761736,0.5670782,0.21349695,0.24126115,-0.70291835,0.41941687,0.13673835,0.09663122,-0.036258142
Ubac2,0.573088,0.5295155,0.86816454,0.59283817,0.049528137,0.078865126,0.4286659,0.4998962,0.2140851,-0.24138542
Ubald1,-0.24002954,0.7766628,-1.050197,-1.3705288,-0.09911252,0.09116845,-0.40952522,-1.5969694,0.24728683,0.41520646
Ubald2,0.06394354,0.6209085,-0.5754605,-0.7451228,0.21188256,0.4585908,-0.16551137,-0.47769934,0.6117894,-0.07336809
Ubap1,-0.0016261488,0.94788796,-0.59463596,-0.12975658,0.28627416,0.9649266,-0.043617085,-0.36816674,0.19244996,0.7673878
Ubap2,0.9501555,0.2780896,0.97256106,0.54424447,0.0039717183,-0.13820168,0.499806,0.33070588,-0.6805922,0.15895793
Ubap2L,1.0002449,-0.10040507,1.0470309,0.009188857,0.52232105,-0.5802388,0.8937037,0.13541989,-0.1558257,-0.14991377
Ubash3B,0.059087828,0.25913697,0.078160994,-0.2736642,0.39411727,0.28891584,0.7784426,0.42302173,0.99962205,1.1988368
Ubb,0.028479714,0.3713128,0.121145085,0.4788919,0.18170542,0.60047543,0.33727366,0.7686707,-0.12427548,0.3188128
Ubc,0.37205896,0.551308,-0.2622835,-0.2014572,-0.43868953,-0.6221818,0.044163756,-0.51333004,-0.033430226,0.18721382
Ube2A,0.8748322,0.3909193,1.0630456,0.55299205,1.048579,0.40528294,0.9735834,0.9521601,0.4798277,0.77336615
Ube2B,-0.19558412,0.6786862,-0.5031537,-1.0563303,-0.2023018,0.6340999,-0.056095295,-0.63900065,-0.14526424,-0.4853708
Ube2C,0.14607415,0.758031,0.08330901,0.8880211,0.2245177,0.9018543,0.09283161,0.9675122,0.02445655,0.725345
Ube2D1,0.3165927,0.39409265,0.40664804,-0.46242285,-0.06940403,-0.35874075,0.3485525,-0.2969237,0.32877827,-0.15327068
Ube2D2,-0.015896037,-0.14239049,0.38504344,-0.20292208,0.62351483,0.028235164,1.4857064,0.60416436,0.79486835,0.4151888
Ube2D3,0.95433635,0.47919887,0.83894324,-0.3139526,0.096333966,-0.43321645,0.8720029,-0.52440363,0.27239633,-0.24826671
Ube2E1,0.18578476,0.05921882,0.4992448,-0.0661802,0.3300408,-0.25214773,0.8824334,0.32465896,0.15491322,-0.06841521
Ube2E2,-0.17931262,-0.5621978,-0.29414105,0.27902004,-0.4205718,-0.7134738,-0.20554423,0.23880728,-0.46104294,-0.37705344
Ube2E3,0.6769304,-0.015975941,0.82580525,0.02219376,0.22917819,-0.32272577,0.75184387,0.16849956,0.28452635,-0.5517585
Ube2F,0.69942063,0.09360744,1.0095712,0.06618215,0.01967702,-0.82598853,0.9632133,0.55514365,0.12424446,0.21037365
Ube2G1,0.8658214,0.5515699,0.86875886,0.33333668,0.050670803,-0.055534754,0.8335744,0.5964485,0.06364557,-0.36129075
Ube2G2,0.584359,0.22420491,0.9307282,-0.67313486,0.6453555,-0.2881383,1.0862217,-0.36264557,0.8387344,0.3624431
Ube2H,0.035215132,0.04298837,-0.005257182,0.538303,-0.6396544,-0.51462615,-0.27339965,0.34627628,-0.4259555,-0.5759319
Ube2I,0.57698596,-0.5028379,0.87816024,-0.5675412,0.6788563,-0.40677488,0.8381588,-0.14311518,0.670967,0.016219012
Ube2J1,-0.10219904,0.33449894,0.48502928,-0.06356011,-0.10311719,-0.19154476,0.40277463,0.25327715,0.7054362,-0.4282472
Ube2J2,0.6929811,0.4535743,0.57437986,-0.19031689,0.12452197,-0.18118042,0.65921336,0.13757166,-0.014358915,-0.3000229
Ube2K,0.7910962,0.581898,0.7983344,0.16069548,0.18477342,0.09346098,1.0113904,0.637748,0.3402417,-0.30405518
Ube2L3,-0.1694301,-0.51212597,-0.47897065,-1.1688511,-0.06602446,0.56545436,0.869747,-0.25002524,-0.27918652,0.32597345
Ube2L6,0.01702258,0.31806937,0.31592557,-0.14895715,0.5970669,0.94219524,0.77120155,0.05839966,0.2039327,0.8609876
Ube2N,-0.2932279,-0.99198246,-0.2932279,-0.99198246,-0.2932279,-0.99198246,-0.047861777,0.43543363,-0.2015416,0.5716208
Ube2Nl,0.06799524,-0.3770312,0.24642342,-0.41985694,0.5970558,0.3274042,0.0012954026,-0.40175414,0.23859781,-0.44819194
Ube2O,0.116196364,0.5981035,0.09327829,-0.63438797,0.23356491,0.57791626,0.20511371,-0.45607352,-0.10449874,-0.033066712
Ube2Q1,0.9215602,0.2516055,0.9832948,0.1948738,0.60299754,-0.22075684,0.99714786,0.2724502,0.35071892,0.03424597
Ube2Q2,-0.37466925,-0.0009948052,1.0899682,0.5569165,-0.4179353,0.03995346,1.7187426,1.0107586,-0.21760356,0.0074458607
Ube2Ql1,0.30010536,0.3628592,0.4103753,-0.40857404,0.4243664,-0.71469116,0.35370478,-0.011836406,0.4290506,0.49412888
Ube2R2,0.36598533,-0.17511065,0.8350174,-0.21708177,0.10321205,-0.442293,0.74736845,0.18671261,0.73283327,-0.3948599
Ube2S,0.006869249,-0.16109897,0.6407213,0.24611267,0.43138194,0.43354535,0.23864979,-0.09388524,0.39402312,0.19995932
Ube2T,0.40174088,0.7624053,0.5817702,0.83800954,0.6767619,0.9538276,0.4721564,0.86495,0.49963072,0.9234987
Ube2V2,0.68725735,0.39693546,0.7296371,-0.0711426,-0.055814542,-0.6057876,0.7813563,-0.012782205,0.36284703,-0.4197448
Ube2W,0.64529496,0.117798924,0.725786,0.03072777,0.3496201,-0.23974656,0.6705005,0.051801693,0.019604683,-0.12792009
Ube2Z,0.16469738,0.2916551,0.42536288,-0.026981931,0.4307776,0.5254997,0.41291064,-0.09633206,0.49856913,0.84020317
Ube3A,0.8214083,0.18500334,0.8423027,0.41575798,-0.27403867,-0.5861618,0.680537,0.4642548,-0.267645,-0.26589704
Ube3B,0.8317796,-0.008769173,0.76373154,0.38886106,0.26035857,-0.3562006,0.50818443,0.14597644,-0.67869604,-0.48307067
Ube4A,-0.21714932,0.7043319,-0.21714932,0.7043319,-0.21714932,0.7043319,-0.21714932,0.7043319,-0.25531387,0.7305707
Ube4B,0.85702556,0.23517506,0.8150047,0.148314,0.7768752,0.44814277,0.7510766,0.2533956,-0.40053242,-0.38585252
Ubfd1,0.7496089,0.51395047,1.0728815,0.15936486,0.5760462,-0.06728871,1.0123923,0.61806506,0.45680788,0.015937056
Ubiad1,0.62812173,0.1633081,0.5905061,0.22094631,0.24758929,0.09117679,0.51379603,0.05994112,0.4169724,0.21017292
Ubl3,0.89505374,-0.21988876,1.1451372,0.39104846,-0.84239113,-0.89549536,0.32200006,0.25321752,-0.35851067,-0.72518784
Ubl4A,0.5791336,0.10716988,0.45444214,0.17418936,0.005233627,0.0205062,0.5064143,0.47917634,-0.10105949,0.1413754
Ubl4B,0.22211272,0.27322406,0.5451926,-0.23207311,0.18569034,0.44797078,0.05331526,-0.4927305,0.17515928,-0.23405154
Ubl7,0.4755492,0.27643815,0.82221043,0.41629288,0.6023447,0.114384845,0.93726116,0.65893346,0.27047265,0.1988793
Ublcp1,0.45323846,0.054276537,0.98210794,0.35511294,1.0313054,0.15506814,0.88414145,0.44430593,0.6765857,0.64227563
Ubn1,0.59073305,-0.35056746,0.9382444,0.16198675,0.51391566,-0.48571855,0.971134,0.26875284,0.44222027,-0.1690585
Ubn2,0.4870265,0.12915552,-0.3038001,0.48584157,0.45374876,-0.07683769,-0.45210087,-0.34810105,0.16395524,-0.6721575
Ubp1,0.6515787,0.69200444,0.71528774,0.67845666,-0.095388,0.06594843,0.60659206,0.7585048,-0.13463119,-0.33356863
Ubqln2,0.92378044,-0.02829821,0.6519742,-0.30822194,-0.24042165,-1.0546018,0.5113244,-0.14276658,-0.5271764,-0.2473564
Ubqln4,0.5283707,0.18828933,0.3616854,0.18169904,0.54505646,-0.29819646,0.5299331,0.2374507,0.15974161,0.00065517053
Ubr1,0.7596092,0.48424065,1.0619619,0.013383862,0.20449203,-0.37049365,0.9715786,0.32646412,0.3001624,0.3205232
Ubr3,0.10958787,0.7036421,0.05476346,-0.3664692,0.10958787,0.7036421,-0.12140217,0.62614274,-0.29553822,0.4315927
Ubr5,0.8602636,0.022698326,1.0467868,0.024024047,0.71438456,-0.019219622,0.98976606,0.3922099,-0.16205865,0.0195858
Ubr7,0.5875315,-0.07158676,1.0846785,0.14978988,0.671887,-0.14011788,1.2652673,0.64672065,0.48203316,0.038207766
Ubtd1,0.25756603,-0.06776518,0.14571911,-0.40276867,0.08147703,-0.6498885,-0.3807122,-0.018378746,0.097900584,-0.09250671
Ubtd2,0.28707793,0.59496427,0.5479186,0.52691877,-0.14180452,0.2287131,0.5431616,0.5632787,0.26683766,-0.3952495
Ubxn1,0.6348005,-0.20306298,0.8254463,-0.27964598,1.1330639,-0.0771095,0.79603964,-0.5411142,0.99104154,0.47713292
Ubxn10,0.320071,0.5138195,-0.18867144,-0.52614844,0.47163993,-0.4660411,0.18442675,-0.95745146,0.6046913,0.68236274
Ubxn11,0.21468836,-0.3042226,-0.10223403,0.39687678,0.21468836,-0.3042226,-0.10223403,0.39687678,0.20655763,-0.0016939677
Ubxn2A,0.49353462,0.31509495,0.40748549,0.19848889,-0.030025184,-0.13555546,0.45740965,0.4602542,0.04883509,-0.43819696
Ubxn2B,0.19288379,0.32343355,0.18623051,0.5436521,0.18874842,0.3816701,0.19863638,0.5726982,-0.17956376,-0.0030870996
Ubxn4,0.30021137,0.14525318,0.545272,-0.04966883,0.5357372,-0.35033038,1.0001684,0.7806048,0.46913317,0.3259684
Ubxn6,0.11633304,0.3646043,0.03327875,0.16031817,0.108293235,0.4778234,0.2517944,0.23347408,-0.4597066,-0.14946075
Ubxn7,0.7267104,-0.10737006,0.5865173,0.06273241,0.53748894,0.3139146,0.593452,0.010398705,-0.5192576,-0.2597018
Ubxn8,0.4459323,-0.18527691,1.0387856,0.28428978,0.43973854,-0.38738695,0.67644167,-0.26634368,0.46950552,-0.09603539
Uchl1,0.14995146,0.24057649,0.25906155,0.63515794,0.4161334,0.71732867,-0.021252953,0.47422573,0.15452246,0.6575789
Uck1,0.07370356,-0.500998,-0.015777878,0.5471449,-0.18446654,0.55393,0.2037088,0.6534895,-0.72430193,-0.3983349
Uck2,-0.1413576,0.22037433,-0.36691743,-0.29103133,0.02267851,-0.17025934,0.76251614,0.46976507,1.4096555,0.3930087
Uckl1,0.24070543,-0.32792103,0.107654735,0.09720802,-0.18048185,-0.3215858,0.33407038,0.2015525,-0.3910511,0.15532438
Ucma,0.219242,-0.030282859,-0.67745674,0.10243948,-0.063844,0.32520437,-0.026689894,0.21761921,0.6445211,-0.2993191
Ucn3,-0.5750521,-0.06832218,-0.33350992,-0.22547953,0.29545736,0.73982906,-0.117983826,-0.26851356,-0.66942894,-0.045044873
Ucp2,-0.12505776,0.3377561,0.13654643,0.8747503,0.16432388,0.84103596,0.5308817,1.2276869,0.28176427,1.0953488
Uevld,0.31876644,0.27436945,0.9402678,0.48655105,-0.0019813552,-0.13943371,0.6673751,0.26797035,0.34042132,-0.42316464
Ufc1,0.008190442,0.030815896,1.0679373,0.34242955,0.57415223,0.08729668,1.0869921,0.28927708,1.0023752,0.8033215
Ufl1,0.37694514,0.27786878,0.6185634,-0.2008249,0.18758133,-0.26545614,0.5624257,0.7004326,0.2546259,-0.06973821
Ufm1,0.48105383,0.4246291,1.1009039,-0.06975232,0.5419462,-0.32576454,1.1206827,0.56238484,0.8927178,-0.023347814
Ufsp1,0.64252406,0.07879519,0.60740924,0.010315392,0.34776825,-0.045180943,0.7805869,0.13139658,0.19986057,0.026650157
Ugcg,0.030028872,0.42449945,-0.5052356,-0.8988646,-0.18224081,0.07668613,-0.40176624,-0.713306,0.4157956,0.6884147
Ugdh,0.4891877,0.62908167,0.71393126,0.34749016,0.12251166,-0.30931014,0.8335059,0.8026478,0.44538003,0.19629057
Uggt1,0.7038261,0.5280284,1.1690495,0.53846353,0.43274465,0.17830084,0.9372262,0.71067476,0.3843137,0.05023465
Ugp2,-0.2394653,0.44622403,-0.09692494,0.6044345,-0.45553613,0.317623,0.16898683,0.8974059,-0.39668614,-0.96169984
Ugt1A1,-0.25989273,0.14015672,0.062389515,0.3104133,0.1991741,0.82512474,-0.112756036,0.12760553,-0.06930373,0.3670926
Ugt1A6,-0.08695883,0.23787864,-0.23207417,-0.06961021,0.070949696,0.8403865,0.24792528,0.30116773,-0.12235304,0.44264
Ugt2A3,-0.18430674,-0.3884877,0.099418074,0.2741589,0.4580146,0.32643884,-0.16956592,-0.2347518,-0.23661199,-0.20442931
Ugt2B15,-0.32228786,-0.86529934,0.30027792,-0.3142572,0.6472517,-0.14621133,0.23474199,-0.27579686,0.44019908,0.033595722
Ugt8,-0.30530724,-0.46068814,-0.1344451,0.3399432,-0.30530724,-0.46068814,-0.1344451,0.3399432,-0.31343797,-0.15815948
Uhmk1,0.32247636,0.19940095,0.80473495,0.4471006,0.07029223,0.10850893,0.51801115,0.33232376,0.015498348,-0.43970048
Uhrf1,0.2226038,0.3819408,0.068350725,0.8605488,0.44813466,0.96242046,0.18265545,1.1661493,0.40475956,1.1662846
Uhrf2,0.63048226,-0.25138924,0.65439624,0.18214259,-0.4476359,-0.9127016,0.33603668,-0.41915506,-0.33844876,-0.02102976
Uimc1,0.085445575,0.11988939,0.00959266,0.08315128,-0.47564864,-0.184863,0.085445575,0.11988939,-0.6748049,-0.3693275
Ulbp1,-0.24503338,-0.8815729,0.33958754,0.07969339,0.28087777,0.28857476,0.23261926,-0.5219992,0.23538792,0.09491359
Ulk1,-0.19838178,0.3266204,-0.46248633,-0.049781147,-0.21681044,-0.2118725,-0.26616243,-0.20755167,-0.23286825,-0.07326445
Ulk3,0.35807222,0.13262504,-0.3103884,0.34919778,-0.037426196,-0.1394415,-0.20208603,-0.3185529,-0.32940775,-0.31196022
Ulk4,0.30513325,-1.4724016,-0.49220234,1.1414349,0.32539034,-0.988706,-0.49220234,1.1414349,-0.49220234,1.1414349
Umad1,0.74660105,0.6324506,0.97335905,0.43771082,0.37291282,0.40215856,0.81597596,0.67349917,0.088646166,-0.41227883
Umps,0.5906346,0.30791053,-0.044614412,-1.1026945,0.7950064,0.38141546,0.3051708,-1.1554012,0.7082021,-0.62721086
Unc119,0.48853537,0.46118614,0.8053908,0.4095196,0.763798,0.32513222,0.722838,0.46600622,0.088698275,0.4570077
Unc119B,0.36640894,0.006765928,0.76678354,-0.16245873,0.15329543,0.15437694,0.5166757,-0.20474143,0.2158528,-0.43609935
Unc13A,-0.22716713,-0.036837686,-0.09099942,-0.32385257,-0.12769157,0.029004265,-0.26368493,0.29436553,-0.028692976,-0.3463254
Unc13B,0.6544807,0.61805224,0.66852176,0.5609729,0.21662164,0.30213812,0.61459875,0.5093456,0.34188148,-0.08959606
Unc13D,0.57144856,0.6335648,-0.5876415,0.78659105,0.48363265,0.7390238,-0.43976307,0.11731848,0.5992348,-0.10039234
Unc45A,-0.12016883,-0.30093116,-0.122861065,-0.13083811,-0.098576285,0.032838892,-0.36630827,-0.11287929,-0.16756669,-0.24579869
Unc50,0.12345293,0.2073969,0.40071815,0.7455284,0.31994292,0.28221914,0.4321789,0.7214221,0.17667374,0.4685887
Unc5B,-0.42514324,-0.05331492,-0.19036436,0.0137066785,-0.16922978,0.29827955,0.051465604,0.58085036,0.31232038,0.7423603
Unc5Cl,-0.35804516,0.01239218,-0.10388511,-0.119463935,0.17219612,-0.014441635,0.5381023,0.13624023,0.5902997,0.4048932
Unc93A,-0.38156384,-0.40670833,-0.3644252,-0.115689784,-0.37454998,0.1782433,-0.17098588,-0.19059916,-0.25640512,-0.6205985
Unc93B1,0.2853963,-0.25715345,0.30660626,-0.24334069,0.43270338,0.62033814,0.6892095,0.026139325,-0.066622026,-0.14867365
Ung,0.014169984,0.122767225,0.08294972,0.034813832,-0.048615508,0.22848837,0.09391322,0.4676457,-0.23557109,-0.48212945
Unk,0.16942528,0.34842888,-0.17491025,-0.25037804,-0.097195365,0.18512513,-0.23093238,-0.71505237,-0.43453783,-0.7706823
Unkl,0.6492964,-0.010255616,0.5503816,-0.12745522,0.49480838,0.20403208,0.6212273,0.120385766,0.24791005,-0.25429663
Upf1,0.08852222,-0.111788616,0.30332038,0.17261197,-0.6159389,-1.1329008,1.4623439,0.42942232,0.8858368,0.40232384
Upf2,0.44488376,0.2780911,0.7186382,0.5461487,-0.259948,-0.4471747,0.46045232,0.33235678,0.0060399733,-0.24964298
Upf3A,0.070755504,0.33152193,0.109505124,-0.12327452,0.060908794,0.47018644,0.4118139,-0.13319917,0.0060710236,0.057856064
Upf3B,0.610201,0.44352296,0.21409309,-0.41913027,0.09897924,-0.13804086,0.5431568,-0.57603955,-0.14276525,-0.34307045
Upk1A,-0.475918,-0.23227029,0.27941757,0.088209465,0.41551057,-0.08400974,0.35907537,-0.016273092,0.12156942,0.38100883
Upk1B,-0.37104595,0.011448249,-0.4106503,-0.35562396,-0.1701988,0.55906487,-0.10772083,-0.044084992,-0.54816735,-0.6753509
Upk3A,0.0059745684,0.47912875,-0.3831047,0.12479606,-0.027072117,0.37851042,-0.028147109,0.18300211,-0.36651644,0.1663218
Upp1,0.20425707,0.08908492,-0.14434555,0.28580734,-0.36378437,0.17952731,0.40766263,0.24931851,0.72290003,0.41739696
Uqcc1,0.40841818,-0.011539634,0.78347075,-0.19077902,-0.17602742,-0.022207968,0.7574118,-0.45217523,-0.25840563,-0.41788083
Uqcc2,0.27603072,0.6519915,0.2132656,0.7819816,0.24874151,0.44638717,0.15649104,0.9025587,0.076914534,0.69395566
Uqcr10,0.05318693,-0.29536295,-0.047534578,-0.16494362,0.31660646,0.46280515,0.0755033,0.2351121,-0.26670808,-0.13199508
Uqcr11,-0.18830925,0.022165503,-0.11953565,-1.5005507,0.2591347,0.0710268,1.1004026,-0.09124477,0.93984085,0.6319741
Uqcrc1,0.11519457,-1.3922919,0.24003479,0.044850014,0.49816126,-1.0798746,0.47833282,-1.2135164,0.6129639,-0.3029716
Uqcrc2,-0.18641663,0.003860291,0.2611167,0.24853265,-0.21698374,0.0748681,0.66879684,0.98432994,-0.15199462,0.3476504
Uqcrh,-0.08366608,-0.6313739,0.47198972,-0.26012832,0.72187877,-0.045430604,0.4910446,-0.31328082,0.5968491,0.43626934
Urb1,0.5096995,-0.29347926,0.7000189,0.03787121,0.7103249,-0.27689356,0.71907383,-0.01528126,0.5084499,-0.12317306
Urb2,0.61259943,0.1415516,0.61259943,0.1415516,0.18425274,-1.5148152,0.61259943,0.1415516,0.61259943,0.1415516
Urgcp,-0.10644532,0.35703075,-0.41533735,0.5450183,-0.16084239,0.09294358,-0.4343108,-0.5341424,-0.35509667,-0.6539124
Urm1,0.6318471,0.054199558,0.98490393,-0.16980727,0.6146681,-0.17589958,0.8122963,-0.2747258,0.59538007,-0.09351508
Uroc1,0.39415088,-0.7525244,-0.48922288,0.14842273,0.20757648,0.5213894,-0.11768364,0.6302496,0.62277764,-0.5521984
Urod,-0.1793159,-0.16156688,-0.032681122,0.0066224,-0.030723192,0.11299686,0.25791645,0.39347392,-0.3833985,0.22627783
Uros,0.22690389,0.18226539,0.16497025,0.15226884,0.023289137,-0.08067757,0.19427013,0.624673,-0.5481086,0.28214377
Usb1,0.3882756,0.19823651,0.56167644,-0.27075756,0.6453595,-0.587749,0.86198044,0.24014468,0.49051908,0.5071766
Use1,0.7658103,-0.058227997,0.89311016,0.086732626,-0.1954607,-0.9890586,0.7804545,0.2881181,-0.06049996,0.084814146
Usf1,0.3756973,0.11945236,0.28671354,0.005740609,-0.45905507,-0.43571782,0.10066109,-0.42892766,-0.36446226,-0.4813764
Usf2,0.5518741,0.25944808,0.4320741,0.37209293,0.39981112,0.20291479,0.4931102,0.4126138,0.35140395,-0.7053085
Ush1C,-0.39692396,0.20120053,-0.054528646,0.23027931,-0.25459325,0.025353964,-0.7685477,0.27785274,-0.37641364,-0.40895358
Ush1G,-0.4707334,-0.09377144,-0.35833776,0.059205316,0.008800719,0.39350638,-0.7181317,-0.6264541,-0.57416147,-0.4895391
Ushbp1,-0.20520926,-0.31185287,-0.25971615,0.22939825,-0.23420832,-0.02345163,0.08638813,0.5023712,0.056671895,0.3258927
Uso1,0.43618903,0.37963113,0.59101033,-0.09493096,0.24322599,-0.37642235,0.9146565,0.62686515,0.2947165,0.2248547
Usp1,0.53568876,0.2309121,0.73983634,0.3529262,-0.07644101,-0.15674375,0.6871218,0.75100034,-0.02007249,-0.1657751
Usp10,1.1543027,-0.021712016,1.1503727,-0.018037144,0.48728824,-0.45756894,0.83105737,0.34544304,0.21893671,-0.009192336
Usp11,0.6829918,0.6042646,-0.13796407,-0.6429335,0.6568679,0.61213815,0.35777265,-0.832187,0.13720867,0.41667497
Usp12,-0.12216016,-0.034889888,-0.35577208,-0.39705718,-0.14136752,-0.37324813,-0.4985292,-0.47768152,-0.27588454,0.21872143
Usp13,0.8090826,-0.1557211,0.7713813,0.73663294,0.71461856,-0.2007529,0.7488641,0.71030295,-0.251543,0.451269
Usp14,0.30860326,0.59140503,0.06126926,-0.48622727,0.7890185,0.5345471,-0.010218374,-0.46101496,-0.104333885,-0.25613385
Usp15,0.37340447,-0.5176238,0.29106155,0.45048672,-0.2577008,-0.083141804,0.21263343,0.35390103,-0.79507065,-0.6868032
Usp16,0.47877198,0.2774865,0.6978567,0.24528822,0.3891215,-0.26484188,1.0681479,0.43381837,0.3629152,0.2415178
Usp18,-0.4144231,0.38782477,-0.4340942,-0.07814479,-0.22681794,0.79054356,0.324334,0.65028834,-0.60593694,0.10314566
Usp19,0.5999415,0.25279772,0.94326705,0.6554815,0.43172777,0.09621075,0.8312422,0.5581611,-0.15694788,0.17122862
Usp2,-0.23520508,0.1796656,-0.9725369,-1.0935959,0.07669741,0.4070829,-0.46435618,-1.2122486,0.3323945,0.0799817
Usp20,0.017433897,-0.087158665,0.12392038,0.16609538,0.026584722,0.037641995,0.15333001,0.25514516,-0.15403703,-0.13648845
Usp21,0.71824604,0.5050971,0.20770887,0.37902552,0.36337894,0.3123548,0.18820226,-0.28590637,-0.8933705,-0.7886812
Usp22,0.2539838,-0.18369882,-0.05189141,-1.5008311,0.0016106591,-0.404872,0.15027544,-1.284341,0.11889402,-1.1506149
Usp24,0.8458801,0.3014384,0.8564877,0.44911036,0.18194589,-0.034462254,0.6935495,0.41929033,-0.18454969,-0.29364625
Usp27X,0.27441496,-0.43111482,0.17837575,-0.5686389,0.24981764,-0.34997755,0.4756466,-0.3091989,0.31645745,-0.3578129
Usp28,0.2806491,0.5942352,0.15531638,0.5279639,0.27442148,0.6819343,0.28819895,0.7661071,-0.36978978,0.15557046
Usp3,0.62462527,0.25921735,0.097262256,0.12644565,0.009934746,-0.20277254,0.029871859,-0.4351296,-0.12444056,-0.6555613
Usp31,0.52908176,0.34623003,0.005573094,-0.4381017,0.22576505,0.44134903,0.22710145,-0.16745062,-0.15990275,-0.03967533
Usp32,0.1591458,0.4588481,0.71118087,0.33510923,0.627641,0.3293758,0.82114065,0.5108685,0.45441714,0.81161094
Usp32P2,0.3537853,-0.20454572,0.39763772,-0.15207583,0.18794101,0.16553044,0.37794906,-0.26172802,-0.0695091,-0.2537174
Usp33,0.47146463,-0.20586623,0.69412524,0.25851396,-0.45196795,-0.5794897,0.44490862,-0.28545198,-0.16600496,-0.52286464
Usp34,0.34343877,0.38472134,0.5263772,0.6116253,0.13788226,0.2555935,1.1062722,0.33145383,-0.34661335,-0.038185697
Usp35,-0.083402194,0.51051164,0.0831239,-0.01565205,-0.13779926,0.24642448,0.049040146,-0.20370793,0.1282543,-0.32347798
Usp37,0.018308915,-0.041532513,0.6605174,0.31681442,0.3297076,-0.11212979,0.6063807,0.13576762,0.06509852,-0.5793025
Usp38,-0.12513724,0.17355667,0.46112132,0.423708,-0.35014302,-0.23742764,0.91656625,0.7891687,0.8802533,-0.5991586
Usp39,0.60622394,0.25381532,1.0113767,0.40460587,0.6341248,-0.13434061,0.96388525,0.73430103,0.39565578,0.2825587
