GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
Ngdn,0.051799897,-0.34055233,0.10631409,-0.30530939,0.02342086,-0.15634313,-0.080596104,0.28864768,0.079483345,-0.35501134,0.13807563,-0.23167083,-0.080596104,0.28864768,-0.080596104,0.28864768,0.011916194,-0.32851312,0.011916194,-0.32851312
Ngef,0.5087471,0.63005626,0.27540448,0.8966185,0.5707523,0.5581094,-0.05396452,0.69963765,-0.20035045,0.4354143,-0.0636079,0.56094277,0.047714774,0.25460142,0.575645,0.1719295,0.40700507,0.24539213,0.3150189,0.27111787
Ngly1,0.09705517,0.4265826,0.09705517,0.4265826,0.37661844,-0.14517976,0.064292565,0.23780107,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826
Nhp2,-0.54302496,0.25192463,-0.8295325,0.05010315,-0.23789017,-0.22068082,-0.72387296,0.2515096,-0.3164575,0.05239559,-0.63143104,0.21271758,-0.32751235,0.14720638,-0.1723335,-0.024172012,-0.4825371,0.11724947,-0.88534397,0.18574287
Nhp2l1,-0.83400065,0.39150614,-0.8934642,0.10750988,-0.6511534,-0.103654355,-0.8831522,0.17233455,-0.88948953,0.30593744,-0.87080634,0.09672385,-0.7803049,0.15242545,-0.58873445,-0.051469658,-0.87103134,0.2921242,-0.88735664,0.31158817
Nicn1,-0.088638306,-0.054420978,0.07828021,-0.09853474,-0.2562185,0.49177536,-0.20779246,0.010303781,-0.1021968,-0.12755592,-0.107808396,-0.1431291,-0.107808396,-0.1431291,-0.0759591,-0.13848189,0.0023658462,-0.17399924,0.10638584,-0.22872286
Nid1,0.0909705,0.0657759,-0.027492147,-0.5174644,0.0290392,0.6425319,-0.26421848,0.21199884,0.08673772,1.4118766,0.1117754,-0.5904049,0.06425704,-0.4433302,0.09023093,-0.4961423,0.14770074,-0.5850496,0.0909705,0.0657759
Nid2,0.09638135,-0.24669938,0.09638135,-0.24669938,0.096546486,0.58721983,0.040131006,0.19007961,0.31126174,1.2320143,0.09076308,-0.22313213,0.09076308,-0.22313213,0.18000197,0.06605932,0.09076308,-0.22313213,0.09638135,-0.24669938
Ninj1,-0.27105835,0.65551674,0.27416947,0.41444245,0.11256398,0.046669036,0.4218593,-0.05868966,-0.29553056,0.30857036,0.2473242,-0.10870229,-0.13004039,-0.035585996,-0.1890903,0.16465737,0.03829395,-0.43627265,-0.27027422,0.28361976
Nip7,-0.8118755,0.18662883,-0.6700921,-0.21739662,-0.28868186,-0.5001149,-0.17021725,-0.017989108,-0.25318643,0.20643674,-0.59442556,0.20612635,-0.28710002,0.081687294,0.039964993,-0.11420333,-0.7077002,0.22747849,-0.7778484,0.12745003
Nipal1,0.3353732,-0.30136824,0.3353732,-0.30136824,-0.05024812,-0.0065373266,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.63073635,-0.06839563,0.63073635,-0.06839563,0.3353732,-0.30136824,0.9703237,0.9257785
Nipbl,-0.94649285,-0.3044191,-0.075667724,-0.6110033,-0.5712508,-0.26515943,0.27253032,-0.24241005,0.48143968,-0.5114637,-0.42547372,-0.21502967,0.345065,-0.85848105,0.33348215,-0.83902687,0.4983449,-0.41760415,0.45048404,-0.36286142
Nipsnap1,-0.5616341,0.8286254,-0.1975499,0.031325072,0.09741667,-0.05481266,-0.20027718,0.17018317,-0.6761742,0.28032798,0.34703362,-0.005608837,0.28360212,-0.32046223,0.04697444,-0.07842339,-0.58360136,0.1525884,-0.3697878,0.70878613
Nisch,-0.6703565,-0.66414946,-0.00738794,-0.2954786,-0.24539672,-0.24118505,0.15249759,-0.14165545,0.2049915,-0.28621635,-0.29461417,-0.074873604,0.12608585,-0.16427398,0.10863502,-0.15669581,0.13811727,-0.29800692,0.2679093,-0.30951515
Nit1,0.045341205,0.06169885,0.74751365,-0.015400513,0.49231294,0.010624147,0.30912054,0.13010342,0.16606955,0.20345378,0.6350324,0.0674822,-0.09197186,0.4011635,0.2618186,0.29832765,0.045341205,0.06169885,-0.045446824,0.18706605
Nit2,0.5074297,0.41402918,0.089423746,-0.1556968,-0.035666514,-0.2308223,-0.080441356,-0.2266216,0.41979527,0.20163794,0.91473734,-0.24880056,0.58590627,-0.060727745,0.36897242,-0.15189637,0.24573676,0.3447308,-0.18824692,0.5711385
Nkiras1,0.18375675,-0.19902812,-0.07885595,-0.1059833,-0.3299415,0.58255005,-0.2915094,0.40452346,-0.11042668,-0.12242741,-0.09481938,0.3261557,-0.12862942,-0.03895255,0.0024321936,-0.04045386,0.02849764,0.18008448,0.18452685,-0.35159925
Nkiras2,0.09705517,0.4265826,0.13306242,0.64702505,0.13306242,0.64702505,0.3353732,-0.30136824,0.09705517,0.4265826,0.13306242,0.64702505,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826,0.09705517,0.4265826
Nktr,-0.645355,-0.14096822,-0.47656113,-0.4233702,-0.35251027,-0.39937052,0.18836871,-0.43354878,0.33499947,-0.4341515,-0.30133027,-0.38347942,0.17981645,-0.5204205,0.32331565,-0.5762136,0.1984525,-0.34057269,0.38739598,-0.25841588
Nlk,-0.6385402,-0.27858534,-0.37182587,0.022955058,-0.101838976,0.23984687,0.053791303,-0.38975793,-0.082149565,0.10393055,-0.3973577,-0.13040768,0.3257034,-0.28631318,0.45858097,-0.33355892,0.4597361,-0.17472272,-0.009589262,-0.03871169
Nln,0.28389728,0.114584915,-0.10654509,0.095194995,0.23458417,-0.64264464,0.25120854,-0.5538608,0.12238547,-0.39332822,-0.15048037,-0.286554,0.19884232,-0.16991982,0.19884232,-0.16991982,0.239962,-0.26716408,0.28389728,0.114584915
Nlrp12,0.0054079127,0.035565063,0.6359595,-0.38009557,-0.21527936,0.07673948,0.38897043,0.11546466,0.5019925,0.7120519,0.35985798,-0.36820322,0.090910435,0.3539281,0.20780589,-0.08737573,-0.25504154,0.44958892,0.1808712,-0.26974598
Nlrp6,-0.5357302,0.065467335,0.9569287,0.028772341,0.3866416,0.65723747,-0.036070015,0.32661116,0.60498047,0.22433953,1.334841,0.051821906,0.35274014,0.4096943,0.49730277,0.39818338,-0.5635388,0.12921226,-0.6212837,0.41499677
Nmd3,-0.3562332,-0.30941245,-0.16819492,-0.43388018,-0.13240303,-0.08354918,0.105510265,-0.3719847,0.17351829,-0.058178168,-0.08215447,-0.16702549,0.013139825,-0.29040515,0.25015956,-0.4508744,0.2592726,-0.41876718,0.0016620047,-0.1485962
Nme1,-0.6005469,0.24509208,-0.75723624,0.23961942,-0.47205967,0.33754402,0.26295656,-0.24816795,-0.41117942,0.39740437,-0.25056067,-0.12585935,-0.33881852,0.39599192,-0.38063705,0.42138833,-0.014230635,-0.19321677,-0.16438437,-0.2817924
Nme6,0.7602097,0.13867697,-0.96432924,0.34259397,0.14254567,0.32171735,-0.39929956,0.26235905,0.88296837,0.17419815,0.821589,0.15643756,0.88296837,0.17419815,0.88296837,0.17419815,0.821589,0.15643756,-0.39929956,0.26235905
Nme7,-0.74033284,-0.15755512,-0.6499264,0.084127024,-0.12852776,-0.27929497,-0.31236356,-0.043676645,0.1043836,0.074915856,-0.6712127,0.14235847,-0.3136218,-0.06785288,0.035349835,-0.12650217,-0.023568373,-0.08558419,-0.12798354,-0.11090674
Nmi,-0.1021418,-0.11735017,0.017212547,0.12879194,-0.40545738,0.4917504,-0.2121194,0.067157894,-0.3736952,-0.111638196,-0.6845195,0.11584859,-1.0237117,0.33777153,-0.67444885,0.13159846,-0.091702774,-0.25622123,-0.007406719,-0.1875901
Nmnat1,0.18538459,0.4275294,0.1541015,0.53062546,0.18538459,0.4275294,0.4754768,-0.55863065,0.1541015,0.53062546,0.18538459,0.4275294,0.1541015,0.53062546,0.1541015,0.53062546,0.1541015,0.53062546,0.1541015,0.53062546
Nmral1,-0.80876,0.3866078,-0.7848428,-0.03166928,-0.46123573,-0.16819401,-0.22582252,-0.071800925,-0.32433164,0.0783579,-0.78762424,0.47762862,-0.3286074,0.3608381,0.2337469,-0.15519102,-0.6324847,0.17215101,-0.70300806,0.2810829
Nmt2,-0.09370707,-0.24513891,0.1100187,-0.32794783,0.09341906,-0.18416636,-0.12142187,0.0128120845,-0.21224901,0.025906688,-0.19074672,0.040321708,-0.18936814,0.055643357,-0.22836842,0.049237378,-0.15347691,-0.021502497,-0.13669744,-0.029339837
Noa1,-0.4623261,0.049877346,-0.21831365,-0.37367448,-0.13292854,-0.46535614,0.049244523,-0.41164973,-0.0008248277,-0.31897414,-0.028016794,-0.38604423,0.0062652417,-0.39786774,0.029620314,-0.37290165,-0.544955,0.23085208,-0.544955,0.23085208
Nob1,-0.88921005,0.27818385,-0.7255875,-0.038195595,-0.5091223,-0.17404753,-0.4223173,-0.017827764,-0.58407634,-0.14432591,-0.6736451,0.015787518,-0.57504946,0.14971785,-0.34858924,-0.15116715,-0.70011103,0.07411014,-0.8117378,0.19235617
Noc3l,-0.7525501,0.024551088,-0.71224046,-0.02655545,-0.3562925,-0.25819066,-0.32955438,-0.01152897,-0.4585864,-0.04635814,-0.65925056,0.017826842,-0.24141176,-0.13612148,-0.2540705,-0.12565774,-0.68745935,-0.08330394,-0.7506057,0.1222982
Noc4l,-0.3517197,0.2994054,-0.54579544,0.16635989,-0.33260548,0.2140526,-0.41788298,0.12080923,-0.23782112,0.06264941,-0.3560973,0.30464682,-0.25443467,0.30172193,-0.00073445216,-0.013705091,-0.39381498,-0.04302275,-1.0126393,0.2700089
Nod1,0.045942117,-0.31714475,0.16861168,0.056451894,0.2747714,0.21475825,0.42839915,-0.34718257,0.19261004,-0.11792553,0.1907478,-0.12368915,-0.058342505,0.14317301,0.1907478,-0.12368915,0.21130644,-0.095373906,0.21130644,-0.095373906
Nol10,0.07629959,-0.23137873,0.07629959,-0.23137873,0.19944367,0.04010413,0.11020477,-0.24908732,0.11020477,-0.24908732,0.11020477,-0.24908732,0.11020477,-0.24908732,0.11020477,-0.24908732,0.07629959,-0.23137873,0.07629959,-0.23137873
Nol11,-0.8973706,-0.06645469,-0.8794836,-0.2525291,-0.40133312,-0.51799864,-0.07577221,-0.3231667,-0.34003615,-0.24190274,-0.77485454,-0.031588975,0.07563039,-0.47558168,0.01970565,-0.33458245,-0.5743916,0.026484048,-0.62533283,0.25248408
Nol6,-0.050831925,0.16611437,-0.45750773,0.1391639,-0.23134898,0.14782457,0.0076796133,0.3233262,0.08298011,0.24436702,-0.27141804,0.34078062,0.2546927,0.12443978,0.24184784,0.2398475,0.07737619,0.47458127,0.069771156,0.4799578
Nol8,-0.36727414,-0.46501565,-0.23481546,0.17477563,0.17372341,-0.27479655,0.16925246,-0.4020013,0.27112404,-0.27622437,-0.3845057,-0.20453866,-0.23151816,-0.36107382,-0.1649589,-0.26873717,-0.16429694,-0.019894985,-0.002469357,-0.15870938
Nol9,-0.5842394,0.3064983,-0.39388907,-0.055325653,-0.2703627,-0.025638396,0.0072041564,0.007334753,-0.2680161,-0.20511292,-0.46083266,-0.067172326,0.09479974,-0.19763461,-0.1559273,-0.11484435,-0.53160924,0.14598715,-0.53563607,0.23942584
Nomo1,0.08597925,-0.36737046,0.08597925,-0.36737046,0.2828013,0.33409116,0.32620373,-0.34320006,0.20903867,0.7730982,-0.2656438,0.38893166,0.32620373,-0.34320006,0.08139195,-0.34812787,0.08139195,-0.34812787,0.08597925,-0.36737046
Nop14,-0.7839786,0.09151051,-0.63608474,0.4431126,-0.1710587,-0.5434206,-0.14625393,-0.40149942,-0.27725518,-0.033145532,-0.2647114,-0.1522638,-0.2660131,-0.33486134,-0.12081912,-0.2877049,-0.6765098,-0.11337464,-0.818042,-0.23581463
Nop16,0.3518787,-0.31422195,-0.27873147,-0.36145532,0.05516345,-0.5151395,0.20462833,-0.34417498,0.63049155,-0.22826286,0.22310774,0.07515669,0.111632675,-0.013974124,0.22367875,-0.1445161,0.12662794,-0.019532593,-0.118886575,-0.12440198
Nop2,-0.33224934,0.07966325,-0.32820028,-0.18146063,-0.27312586,-0.13844365,-0.2666806,-0.04400519,-0.27598983,-0.06872304,-0.37049195,-0.06003025,-0.33894214,0.0118411025,-0.24298961,-0.13568498,-0.4023403,0.14668478,-0.4023403,0.14668478
Nop56,-1.2684957,0.4569415,-1.122599,0.09425123,-0.75079966,-0.3187382,-0.5720077,-0.15635364,-0.92223907,-0.08510057,-0.8713461,0.02629996,-0.60741144,0.14462815,-0.48859602,-0.21712115,-1.1527,-0.06929544,-1.2932079,0.113362215
Nop58,-0.9688816,0.19270577,-0.7159432,0.050264426,-0.7499788,-0.19044028,-0.4955982,-0.049473185,-0.7062344,0.047823027,-0.82423866,0.097647585,-0.3152277,-0.26045862,-0.20938481,-0.33490452,-0.78679895,0.10492175,-0.95844996,0.18200156
Nosip,-0.55459684,0.011589854,-0.44739026,-0.3319139,0.095884785,-0.4225083,-0.10656895,-0.5411762,-0.44607386,-0.21902318,-0.3817117,-0.31547436,0.069061264,-0.6387412,0.034546264,-0.6005807,-0.17530535,-0.4850721,-0.61434144,-0.23278311
Notch2,0.106729865,0.042294957,-0.1556048,-0.5334312,0.10044144,0.16831611,-0.48707455,-0.12856814,-0.5797714,0.24310045,-0.22200014,-0.2056779,-0.2892012,0.0023171667,-0.2524686,-0.07237043,-0.2524686,-0.07237043,-0.07942249,0.38768938
Nox4,0.111925036,0.3478858,0.111925036,0.3478858,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.24153987,0.35512957,0.111925036,0.3478858,0.111925036,0.3478858
Npat,-0.63512456,-0.099985875,-0.52287304,-0.21317361,-0.4560136,-0.56214136,0.119863644,-0.5365835,0.2053531,-0.6884296,-0.26032156,-0.49115276,-0.039441507,-0.3267189,0.15804502,-0.5440098,0.09787373,-0.3299552,0.14980215,-0.038455766
Npc1,0.13143572,-0.11275331,-0.07172498,0.0776886,-0.13990149,0.06565373,0.20634118,-0.09618863,0.31680128,-0.20576562,-0.6394627,0.4023503,0.09354167,-0.06747077,-0.35728276,0.15110202,-0.514458,0.27926743,-0.6673202,0.36275837
Npc2,-0.0005025752,-0.008203574,0.19399874,-0.20778045,-0.060569156,-0.07017259,0.24707666,-0.28047657,0.20767835,-0.18382433,-0.6110844,0.2427252,0.052575342,-0.08089972,0.0131770335,0.015752545,-0.42693365,0.2036093,-0.12578529,0.079339184
Npepl1,0.43556595,0.56173015,0.34031639,0.42514583,0.31301934,0.16382422,0.09945929,-0.18770464,-0.07627872,-0.36388642,0.1497182,-0.2446473,0.11133282,-0.16206275,0.103781775,-0.19104762,-0.070801124,-0.3409918,-0.003436111,-0.2281209
Npepps,-0.12165636,0.09418842,0.101613596,-0.24102907,-0.22561808,-0.02041475,-0.27142957,0.34728417,-0.14016326,0.37921953,-0.015360858,0.20068884,-0.27142957,0.34728417,-0.14016326,0.37921953,-0.077518746,0.49189356,-0.077518746,0.49189356
Nphp1,-0.41684812,0.254082,-0.4539689,0.32608715,-0.3440159,-0.2662739,0.010316689,0.23994555,-0.15589939,0.23486815,-0.019656412,0.44182327,-0.09734079,0.44299445,-0.022291016,0.4587209,0.022430649,0.08355584,-0.41684812,0.254082
Nploc4,0.2062851,0.098239936,-0.33390614,0.35855654,-0.2557901,0.37195823,-0.4582907,0.5185156,-0.33390614,0.35855654,-0.33390614,0.35855654,-0.22000311,0.43413806,-0.33390614,0.35855654,-0.33390614,0.35855654,-0.33390614,0.35855654
Npr1,0.38541663,-0.46014914,-0.5577411,0.2315545,-0.5747517,0.17030063,-0.42556295,0.41451028,-0.54806817,0.24849401,-0.6537786,0.42742315,0.062824294,0.11645793,0.18675198,-0.4810749,-0.40285254,0.04375424,-0.40285254,0.04375424
Npr2,0.1694524,-0.48152697,0.2920377,-0.5290052,-0.53223497,0.63072705,0.09000951,-0.11715287,-0.33003828,0.13265987,0.084277466,-0.43634975,0.25036907,-0.15415181,0.34812456,-0.28267387,0.21201341,-0.69279313,0.17461511,-0.5112973
Nptn,0.15843745,0.078545354,-0.16606283,0.33750433,-0.023938995,0.28787532,0.15843745,0.078545354,0.15843745,0.078545354,0.24756618,-0.32740775,0.20639342,-0.16018783,-0.0769341,-0.068448775,0.15843745,0.078545354,0.04080604,0.21977396
Nqo2,0.35882837,-0.28357896,0.36524194,-0.106359914,-0.02379949,-0.29633224,0.28377527,-0.0003258225,0.20682068,-0.11542811,0.08712003,-0.41126606,0.27847102,0.0036782164,-0.03130823,0.25524035,-0.54316306,0.45869288,-0.28600946,0.26860297
Nrbp1,-0.3136451,-0.29688752,-0.21733604,-0.53368175,-0.009448189,-0.3152741,0.12818612,-0.4232715,-0.10769403,-0.5976884,0.05513475,-0.5899853,0.2527254,-0.6738338,0.25244552,-0.74102885,0.1471641,-0.76078504,-0.31947806,-0.33072445
Nrbp2,0.09450905,-0.21941815,0.13286397,-0.3631048,-0.43953088,0.37768355,-0.42774716,0.6892259,-0.70762515,0.7187158,-0.0059073605,-0.26003087,0.047955636,0.255452,0.24307272,0.32718512,-0.2404278,-0.0039770454,-0.26099968,0.009993911
Nrip1,0.087604076,-0.009976857,-0.118891075,-0.09758391,-0.20032887,-0.1550367,0.30743578,0.0064045405,0.12032229,-0.121408515,0.29391378,-0.27727547,0.30262494,-0.27801493,0.12204637,-0.1452762,0.33335027,-0.24220075,0.33335027,-0.24220075
Nrp1,-0.24137346,0.06047762,0.03171278,0.055178545,0.11990513,0.28693247,-0.09834178,0.40306732,-0.058715243,0.5517188,0.23729502,-0.4338881,0.23729502,-0.4338881,0.090024516,-0.49542135,0.090024516,-0.49542135,-0.24137346,0.06047762
Nsa2,-0.2455204,0.25551358,-0.42958397,0.24940561,-0.09863567,0.26571503,-0.18529302,0.11142943,-0.09863567,0.26571503,-0.26713482,0.07856804,-0.13572416,0.22429535,-0.15743597,0.08086421,-0.2455204,0.25551358,-0.2455204,0.25551358
Nsd1,-0.38421398,-0.29615188,0.041146223,-0.36471725,-0.5824228,-0.3361145,0.32456434,-0.22950897,0.32606506,-0.23368415,-0.017843239,-0.24598943,0.27561867,-0.32815218,0.2975491,-0.37358472,0.24360436,-0.06977524,0.29064506,-0.07082211
Nsmaf,0.0937219,-0.6078934,0.15258959,-0.17177089,-0.059043672,0.5579336,0.34673345,-0.27196288,0.39247018,-0.33137283,-0.44897544,0.15872902,0.3194664,-0.14040732,0.26123258,-0.17103122,0.3324849,-0.26577532,0.35764718,-0.20465474
Nsmce1,-0.078755796,-0.04584118,-0.099282965,-0.025393749,-0.087260276,-0.093755014,-0.20957254,0.063684225,-0.27107006,0.16121416,-0.30929643,0.09261485,-0.20675649,0.09468526,-0.28733522,0.17849505,-0.20705259,0.19199647,-0.09999494,-0.008903989
Nsmce2,-0.827083,-0.04718166,-0.57338446,-0.08839295,-0.40542537,-0.18391664,-0.4244489,0.10097363,-0.53187346,0.18075179,-0.65442616,0.2555559,-0.7253865,0.2771804,-0.3657552,0.11387997,-0.690119,0.15277997,-0.7984689,0.11713587
Nsun2,-0.44954774,-0.18119396,-0.372253,-0.20918705,-0.15545176,0.47536066,-0.016019497,0.38726696,-0.2257457,-0.22564512,-0.3137802,0.48930153,-0.118295446,-0.13539849,-0.01942344,-0.31742203,-0.2562269,-0.41165867,-0.46868896,-0.05955691
Nsun5,0.8124739,0.18781696,-0.42248398,0.40195227,0.14254567,0.32171735,-0.42248398,0.40195227,0.87385327,0.20557755,0.87385327,0.20557755,0.87385327,0.20557755,0.87385327,0.20557755,0.8124739,0.18781696,-0.42248398,0.40195227
Nt5c2,0.3425656,-0.2204565,0.06217018,-0.20191969,-0.08649211,-0.13924979,0.3425656,-0.2204565,0.06217018,-0.20191969,0.33297557,0.1409537,0.33297557,0.1409537,0.05258015,0.15949051,0.33297557,0.1409537,0.3425656,-0.2204565
Nt5c3,-0.38332206,0.20928343,-0.39278358,0.21213944,0.03319927,0.5470399,-0.5029021,0.49344033,0.069387645,0.2843666,-0.46241567,0.44562194,-0.07387765,-0.20877592,0.009569831,0.06524795,0.34845376,-0.18634243,0.32166952,-0.010818691
Nt5dc1,-0.2916605,0.09302094,0.113507986,-0.24773218,0.030135844,-0.38880047,-0.024251636,-0.058659077,-0.1914781,-0.16895024,-0.21737222,0.04438112,-0.21737222,0.04438112,-0.20868607,-0.05540125,0.031881057,-0.28736117,-0.092408255,-0.15755977
Nt5dc3,0.32316878,-0.3297806,-0.051239964,-0.43163195,-0.047669213,0.51473534,-0.062454667,0.5425619,0.10687898,-0.31935778,0.32344505,-0.32254994,0.3503747,-0.22540629,0.3503747,-0.22540629,0.27461076,0.025693016,0.27461076,0.025693016
Nt5m,-0.0836958,0.029802991,0.08486783,-0.43822393,-0.24698822,0.026747948,-0.25134668,0.11101406,-0.0139497,0.014562569,0.24538645,-0.036798783,0.026854567,-0.026489431,-0.0139497,0.014562569,0.16132024,-0.17624746,0.02176813,-0.020722905
Ntn4,0.16690452,-0.51071584,-0.32247147,0.19019948,-0.6968295,0.0770011,-0.15279771,0.38142046,-0.41634235,0.07400777,-0.18834332,0.107778184,-0.34900448,-0.09206673,0.19830538,-0.77270687,-0.16554703,0.3539341,-0.26853323,0.46607873
Nubp1,-0.7077676,0.13357396,-0.3179544,-0.31110427,0.050631244,0.27189767,-0.0365214,0.47972554,-0.3649183,-0.25831524,-0.487926,0.6093061,-0.07344706,-0.045498125,-0.3768072,0.016462142,-0.45248836,-0.11944332,-0.7332971,0.014012475
Nubp2,0.060932685,-0.42101368,0.060932685,-0.42101368,1.10398,2.2836678,1.10398,2.2836678,0.22523358,-0.07789773,0.5755286,1.2034456,0.22523358,-0.07789773,0.22523358,-0.07789773,0.060932685,-0.42101368,0.060932685,-0.42101368
Nubpl,0.044067834,-0.21756968,0.04476613,-0.35946313,0.0076088794,-0.09172703,0.4207413,-0.32372472,0.30053115,-0.0916962,0.18113457,-0.17306702,0.32958823,-0.13127647,0.38314605,-0.24728315,0.4072437,-0.15103133,0.32045364,-0.1341107
Nucb1,-0.60608774,0.38257462,-0.60608774,0.38257462,0.12419002,0.09590069,-0.60608774,0.38257462,-0.60608774,0.38257462,-0.60608774,0.38257462,-0.60608774,0.38257462,-0.60608774,0.38257462,-0.60608774,0.38257462,-0.60608774,0.38257462
Nucb2,0.82016647,0.037844747,0.86972153,-0.11969144,2.20463,-0.38710976,-0.7049136,0.43658403,-0.68189937,-0.024636352,-0.7049136,0.43658403,-0.7049136,0.43658403,-0.7049136,0.43658403,-0.7049136,0.43658403,-0.451866,0.50071406
Nucks1,-0.61146814,0.03402244,-0.51245856,-0.008131024,-0.33362418,-0.17336634,-0.4734249,0.13737185,-0.43829715,-0.032575827,-0.5551803,-0.06289814,-0.33534086,-0.00869389,0.062255852,-0.38135853,-0.2823109,-0.10477644,-0.44299072,-0.10296728
Nudc,-0.12128012,0.42473504,-0.16511668,0.12897801,-0.42405033,-0.16207956,-0.26452535,-0.052966483,-0.2778293,-0.0391747,-0.085490435,-0.2278798,-0.22294085,-0.03825774,0.02283416,-0.15136941,-0.29673558,-0.13878514,-0.38803115,-0.05537477
Nudcd1,-0.48077303,-0.11678284,-0.5082985,-0.12009314,-0.30776513,-0.26700893,-0.06140765,-0.13993327,-0.12963164,0.037801124,-0.65481395,0.12970167,-0.09465848,0.09060138,-0.047284286,0.044412564,-0.220901,0.3005266,-0.1754785,0.17594406
Nudcd2,-0.4309919,-0.07880909,-0.311928,0.046142563,-0.40912962,-0.106609896,-0.34723064,0.10360775,-0.33679822,0.08109273,-0.37902123,-0.025192844,-0.5991843,0.06902818,-0.22131307,-0.11645658,-0.055035148,-0.067441486,-0.18045521,-0.021675076
Nudt1,0.31572473,-0.013587468,-0.5106599,0.09722296,-0.09884538,0.67190015,-0.43967843,0.3223525,0.38372618,-0.10816191,0.29663253,0.68180466,0.46582693,0.05051107,0.58654636,-0.14399593,-0.31917092,0.4610045,-1.0272609,0.51426756
Nudt12,0.16505477,-0.40528765,0.08005351,-0.23675142,0.12984669,-0.39120233,-0.5436264,0.25799802,0.08307482,-0.30075192,-0.0016306229,-0.29612035,-0.090792045,-0.20578851,0.08307482,-0.30075192,-0.23387341,0.014218814,0.17860058,-0.42845517
Nudt18,0.07736109,-0.39631382,0.098860964,-0.2894546,-0.31513733,0.3626436,0.16746718,-0.32945052,0.16746718,-0.32945052,0.16746718,-0.32945052,0.16746718,-0.32945052,0.16746718,-0.32945052,0.16746718,-0.32945052,0.07736109,-0.39631382
Nudt19,0.06684147,-0.30205658,0.06684147,-0.30205658,0.06684147,-0.30205658,0.45034674,1.1148005,0.06684147,-0.30205658,0.01162396,0.3355452,0.06684147,-0.30205658,0.10897897,0.12254606,0.06684147,-0.30205658,0.06684147,-0.30205658
Nudt2,-0.36949635,-0.093582034,0.009121146,-0.22777233,0.09534635,0.0066701686,-0.31433797,0.5742752,-0.35061353,0.33167976,-0.37829414,0.40543607,-0.3842971,0.4148758,-0.44235528,0.3813231,0.250695,-0.41980726,0.250695,-0.41980726
Nudt3,-0.014845151,-0.28589085,-0.014845151,-0.28589085,-0.00025716051,-0.2976252,0.24500401,-0.2746918,-0.5961343,0.18060009,-0.36395538,0.103905715,-0.24392332,0.13185652,0.28386262,-0.34886044,-0.6375574,0.34007043,-0.6375574,0.34007043
Nudt6,0.11648902,-0.3420032,0.04939539,-0.39334723,0.12472072,0.07219202,0.19293141,0.34213445,0.19293141,0.34213445,0.040900934,-0.48564747,0.040900934,-0.48564747,0.040900934,-0.48564747,0.040900934,-0.48564747,0.045560244,-0.1353641
Nudt7,0.7306643,-0.19363119,0.46988344,-0.054668527,-0.06943351,0.45144156,-0.032782104,0.23067664,-0.027725395,0.11839217,-0.13167642,0.20990488,0.43126523,0.015588439,0.018727738,0.16796702,0.03606385,0.24337338,0.35581002,-0.023587475
Nudt8,0.9017478,-0.04105312,-0.7816798,0.3160148,0.29486674,-0.3074786,-0.7816798,0.3160148,0.8047739,-0.0686206,0.8047739,-0.0686206,0.8047739,-0.0686206,0.8047739,-0.0686206,0.9017478,-0.04105312,-0.91749704,0.34045357
Nudt9,-0.18609254,-0.16367072,-0.11150268,-0.39844146,0.19284983,-0.16146904,-0.21747498,-0.053314086,0.16256857,-0.09989865,-0.21747498,-0.053314086,0.09919383,0.03494425,0.16256857,-0.09989865,0.16256857,-0.09989865,0.16256857,-0.09989865
Nufip1,-1.0566627,0.31403798,-0.8132776,-0.03731066,-0.70395666,-0.08828505,-0.23712762,-0.026701888,-0.6818736,0.079121806,-0.7979931,0.32895318,-0.55564725,0.41274613,-0.44960162,0.03364643,-0.6431073,-0.07440791,-0.88676214,0.053046048
Numb,0.24886782,-0.4413095,-0.24438997,-0.1816039,-0.3056127,0.79227096,-0.13348646,-0.05472243,-0.018234886,-0.60462594,-0.17920524,-0.1830327,-0.5136271,0.037373878,-0.16514751,-0.24885355,0.30039442,-0.28735045,0.22424178,-0.23482424
Nup107,-0.7911282,0.08375232,-1.0244516,0.14379293,-1.0890529,0.4125249,-0.6287752,0.26160517,-1.2261328,0.28557837,-0.81507564,0.6184759,-0.9359068,0.6978072,-0.6749559,0.32259473,-0.7296246,-0.2605612,-0.8730949,0.05724056
Nup133,-0.7934455,0.37256587,-0.63887864,0.4962354,-0.5508847,-0.42892325,-0.4108184,-0.06844336,-0.73316044,0.17928097,-0.69637024,0.057684403,-0.5442918,0.08073386,-0.43616733,-0.071428575,-0.61098355,-0.1466507,-0.80113304,0.020158133
