GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
Nup153,-0.40340418,-1.04175,-0.30089092,-0.6737606,-0.41579297,-0.3157396,0.25612125,-0.68128365,0.5252128,-0.8247484,-0.49702513,-0.33577156,-0.044935707,-0.5724729,0.15010561,-0.8000967,0.30454132,-0.6739014,0.37339652,-0.3773118
Nup155,-1.2770689,0.1426939,-1.2196393,-0.07234797,-0.96556306,-0.35523722,-0.3915879,-0.028113114,-0.8488721,0.12376207,-1.3172715,0.47839323,-0.7011653,0.45339507,-0.31728804,-0.052713208,-1.0228238,0.009042908,-1.1936706,0.12848689
Nup160,-1.2226841,0.24799836,-1.0662398,-0.23745812,-0.9587577,-0.6951197,-0.44044638,-0.45726076,-0.6396069,-0.44933385,-1.0349423,0.061329313,-0.1251707,-0.54245836,0.025223773,-0.7292054,-0.8404238,-0.009933249,-0.94201535,0.2322534
Nup188,-0.6418438,0.33811995,-0.27590176,0.37632197,-0.016630638,-0.5789182,-0.27359438,-0.17143711,-0.26919794,-0.4174942,-0.43363032,-0.3366062,-0.2674408,-0.32425144,-0.068878576,-0.43504047,-0.51393414,-0.21307012,-0.4981953,-0.11587551
Nup205,-0.5559736,-0.107485466,-0.658056,0.1311862,-0.4052451,0.7271087,-0.38715348,0.1683895,-0.9563323,0.20647252,-0.5164292,0.29513258,-0.60797715,0.25424868,-0.13895229,0.15030424,-0.5835502,-0.035457272,-0.6891346,0.19585991
Nup214,-0.4123819,-0.059029616,0.05136599,-0.3320781,-0.21603937,-0.21604654,0.05613142,0.05863131,0.095761396,-0.060804524,0.03782082,-0.033244915,-0.03928153,0.042925276,0.11130205,-0.17941886,0.111952946,-0.041274227,0.13079603,-0.07958749
Nup35,-0.119138524,0.11453941,-0.11114554,0.0068046143,-0.27219468,-0.1268133,-0.142078,-0.013137561,-0.3254509,0.24180703,-0.12625442,-0.1676557,-0.28203204,0.030336628,-0.061236646,0.009790554,0.05861647,-0.0153977955,-0.14959122,-0.013129712
Nup37,-1.0586529,0.19218601,-0.89113504,0.07988533,-0.8775253,-0.13955314,-0.33447045,-0.09053049,-0.8642656,0.3902468,-1.0806503,0.47864187,-0.6825051,0.4555128,-0.4091061,0.07832177,-0.6039585,0.1141698,-0.8331354,0.091416955
Nup43,-0.74949324,0.15605415,-0.80568326,0.2083979,-0.88571966,0.30922458,-0.74665976,0.34170777,-1.023518,0.39366046,-0.82835263,0.46701795,-0.9831567,0.5097977,-0.4243357,0.1632603,-0.71207154,0.09942129,-0.94460905,0.19007659
Nup50,-0.48383284,-0.09312258,-0.48322022,-0.023701964,-0.27861482,0.47289443,-0.031882424,0.5713924,-0.5479104,0.15767668,-0.2816704,0.3783269,0.08931568,-0.09806578,0.005012678,0.038233154,-0.7388628,0.24608514,-0.8310579,0.40693712
Nup54,-0.42369887,-0.11594762,-0.23231222,-0.05623123,-0.20253284,-0.22192587,-0.10266599,0.02575969,-0.19447884,0.24961041,-0.46413952,0.16363707,-0.27698743,0.025319833,-0.06963335,-0.032743774,-0.112988904,0.05979951,-0.31033385,0.25996366
Nup62,-0.44983295,0.54042643,-0.36653057,0.3695486,-0.5620022,0.05405988,-0.4612222,0.036407843,-0.8070216,0.24534501,-0.56120557,0.09057063,-0.75872284,0.40413022,-0.2999431,-0.058780655,-0.68090475,0.012833673,-0.84821206,0.03940431
Nup85,-0.90176946,0.07451177,-1.0136162,0.48028377,-0.538705,-0.24742328,-0.748897,0.18162371,-0.9939883,0.2862848,-0.91950035,0.2667154,-0.82897586,0.37465534,-0.88455945,0.32804677,-0.5754169,-0.064286456,-0.74494267,-0.0073494585
Nup88,-0.5758047,0.5471423,-0.31214,0.23447861,-0.22872408,0.040620103,-0.0047731884,0.041016724,-0.3929856,0.32683682,-0.26783067,-0.069675796,-0.33022505,0.088744685,-0.3344673,0.22648533,-0.5215425,0.40641567,-0.49082124,0.43064323
Nup93,-0.49343902,0.36913183,-0.5711662,0.16220635,-0.7326633,-0.32466462,-0.55902636,-0.0023341489,-0.7987961,0.085172415,-0.45607153,-0.010938164,-0.5227546,0.3588411,-0.46084017,-0.08868246,-0.46764028,-0.19274278,-0.6178784,-0.052033763
Nupl1,-0.8109234,0.39695862,-0.6827358,0.12103065,-0.2828278,-0.43973574,-0.6124527,0.11684584,-0.6479691,0.06541355,-1.0923597,0.3263035,-0.3529922,-0.29711857,0.015123472,-0.38697293,-0.64243615,-0.08929988,-0.669269,0.021562574
Nvl,-0.74626607,0.049770687,-0.7908363,-0.25910553,-0.36603582,-0.5650598,-0.21051411,-0.056284253,-0.42287642,0.039550513,-0.8681457,0.25370336,-0.46033296,-0.027745834,-0.3677888,0.028151883,-0.79196984,0.166797,-0.57147044,-0.0063452413
Nxf1,-0.2806239,-0.1216486,-0.07981525,-0.2368034,-0.48508072,-0.025198566,0.00011362508,-0.3118088,0.05874083,-0.37737405,-0.6047952,0.1632498,-0.110909656,-0.08074943,0.18018685,-0.34816384,0.08401063,-0.28618193,0.042909358,0.15145588
Nxt1,-0.1504811,-0.089020304,-0.4927677,0.5088901,-0.21300858,0.12929393,-0.0044804327,-0.36036354,-0.6636416,-0.017037587,0.03794535,-0.36184943,-0.05682305,-0.488452,0.15546255,-0.28691152,0.16484462,-0.3471076,0.09551749,-0.32663003
Nxt2,-0.08126883,-0.17905246,-0.31794617,-0.23838079,0.036831576,0.2529798,0.13747148,-0.4177586,0.1603106,-0.45642433,-0.17118286,-0.5081962,0.13947722,-0.49279854,0.105008826,-0.44592658,0.1532501,-0.35714635,0.1532501,-0.35714635
ORF61,-0.118805274,-0.31162164,0.07624483,-0.4721476,0.043507542,-0.4142201,-0.07790193,-0.21975394,-0.3240905,-0.03525491,-0.25908682,-0.009632082,0.02644594,-0.11000095,0.12732023,-0.43986878,-0.0011350363,-0.27218854,-0.40822607,0.05281406
Oaf,-0.06880522,0.5449459,0.45902732,-0.1068483,0.10040818,-0.10288531,-0.06880522,0.5449459,-0.06880522,0.5449459,0.17399523,0.31787553,-0.06880522,0.5449459,0.17399523,0.31787553,-0.06880522,0.5449459,-0.06880522,0.5449459
Oasl1,-0.33588707,0.3151052,-0.15296961,0.3931385,-0.046543997,-0.13822386,-0.08097404,0.53753865,-0.39102736,0.3817497,-0.12352449,0.5866649,-0.22381459,0.5881769,-0.16378771,0.55920315,0.015322849,-0.007661932,-0.15975995,0.121036984
Oat,1.002511,0.0028058824,0.30530775,0.13582648,-0.13219734,0.41880646,-0.14192857,0.39721468,0.029594932,0.39341035,0.05919339,-0.16194972,0.1058369,0.006308063,0.1608219,-0.041506372,0.029594932,0.39341035,0.029594932,0.39341035
Oaz1,-0.034813825,0.08335357,0.49060622,-0.25093222,-0.3355635,0.3996884,-0.014617424,0.14285514,0.058587436,0.00015923637,-0.36536062,0.2865447,-0.04141168,0.19175957,-0.297926,0.32594594,0.54004717,-0.30405962,0.5310261,-0.29708284
Ociad2,-0.0074798986,-0.40602568,0.23225598,0.26962835,-0.21721424,-0.27934375,0.28458726,0.34767258,-0.78476334,0.3747748,0.29127595,0.4178492,0.3670825,-0.41967687,0.47928742,-0.09691006,0.5299531,-0.19992761,0.5299531,-0.19992761
Ocln,0.13221376,-0.13000609,0.774517,-0.2728849,0.14096001,0.5191925,-0.30038127,0.2718189,0.38377494,0.077311896,0.7811817,0.26966113,0.17723316,0.30142793,0.4928388,0.2225763,0.08719243,-0.038465094,-0.06747757,0.1543753
Odc1,-0.2548567,0.10043159,-0.15740052,0.07805682,0.34316778,0.91884285,-0.15694551,-0.08249893,-0.033019792,-0.22372144,-0.012712453,0.03669955,-0.12549096,0.19420178,0.007442493,-0.2324057,-0.33540487,-0.10284893,-0.34930837,-0.09326676
Odf2l,-0.18980259,-0.4311647,0.15598351,0.7001512,-0.028588165,0.42337063,0.11719477,-0.40983245,0.3374619,0.41371134,0.33802164,0.47278848,0.27005583,-0.45923376,0.16202398,-0.41972545,0.13444701,-0.41792217,0.13908319,-0.4372109
Odf3b,-0.08083384,0.28121936,-0.7129222,0.2779618,-0.05976818,0.15940133,0.20807832,-0.3790223,0.30443728,0.08828042,0.20388155,0.23711865,0.016284335,0.33666196,-0.14056931,0.54441166,0.0826851,0.033354267,0.0826851,0.033354267
Odz3,0.050338138,-0.34862438,-0.3553471,0.057795763,-0.087126225,0.85777915,0.07677834,0.87052447,0.048409637,-0.25793377,0.14710766,0.9005383,-0.123111844,-0.14698802,0.015188068,-0.1604117,0.2079581,-0.23926705,0.012973789,-0.2726522
Ogdh,-0.10457729,-0.18049388,0.0059446134,0.0020607475,0.014640521,0.25811797,0.045417864,0.1122245,-0.18295841,-0.16980663,0.3506456,-0.35763273,0.43230954,0.13749722,0.39986068,-0.4455004,0.524479,-0.33507064,0.037978042,-0.25294432
Ogfr,-0.07440549,-0.17352834,0.023495656,-0.2346836,0.27858096,-0.31451076,0.20783979,-0.32575372,0.18724094,-0.30008453,0.16646172,-0.27629173,0.2655922,-0.22651187,0.18724094,-0.30008453,0.023495656,-0.2346836,0.023495656,-0.2346836
Ogfrl1,0.17798029,0.6129506,0.17798029,0.6129506,0.17798029,0.6129506,0.55348814,-0.279316,0.17798029,0.6129506,0.17798029,0.6129506,0.17798029,0.6129506,0.17798029,0.6129506,0.17798029,0.6129506,0.17798029,0.6129506
Ogt,-0.3419569,0.17455022,-0.3419569,0.17455022,-0.15686367,-0.101151615,0.19273746,-0.19398107,-0.4185583,0.23261903,0.10560484,-0.13664384,-0.15686367,-0.101151615,-0.12487444,-0.13530348,-0.3419569,0.17455022,0.007644225,0.08172078
Oit3,0.63637584,-0.0064448947,0.4224239,0.039422832,-0.79796875,-0.06001652,0.82855785,0.16817603,1.0114743,0.6862962,0.8237959,-0.2034878,0.30948275,0.795732,0.8458761,-0.038233154,0.45243442,0.5288647,0.89349425,-0.24551903
Ola1,-0.43942708,0.13440417,-0.20661655,-0.44625705,0.1207567,-0.37131727,0.022733618,-0.27682087,0.017400745,-0.17437729,-0.23048688,-0.19686672,0.19380896,-0.31466997,0.45502886,-0.4401562,-0.37384272,-0.08449631,-0.51644486,-0.13673936
Olfml1,0.11820938,0.2883074,0.2146609,-0.14739674,-0.29768193,0.5473902,0.23647882,-0.07641484,-0.028977718,0.49230698,0.15438958,-0.022985378,0.14799698,0.56034714,0.4652246,-0.037781976,0.03597431,0.17636144,0.065346494,0.28859383
Omd,0.29157266,-0.35682562,0.21411708,-0.08106425,0.108515665,1.0684079,-0.19218315,0.2569088,-0.19218315,0.2569088,0.2254289,-0.48180586,-0.18880895,0.26457617,0.5250893,-0.1483392,-0.2517019,0.056847543,-0.3516392,0.07080728
Opa1,-0.08730608,0.17959541,-0.08730608,0.17959541,0.16820824,-0.52498925,0.11666328,-0.44709015,-0.15765765,0.2290145,0.1700929,-0.53051937,-0.074517146,0.14215061,0.16394047,-0.035908543,0.008898269,0.07575642,0.008898269,0.07575642
Opa3,0.33916903,-0.013130852,-0.27054763,0.058964707,0.23286478,-0.4493808,-0.27054763,0.058964707,0.54438496,-0.25174955,0.54438496,-0.25174955,0.54438496,-0.25174955,0.54438496,-0.25174955,0.33916903,-0.013130852,-0.27054763,0.058964707
Oplah,0.26675892,-0.31793943,0.15673941,-0.15158068,-0.49419266,0.11202334,-0.020843536,-0.16191715,-0.21222001,0.42656502,0.10050732,-0.3739783,-0.19652586,0.104673885,0.3910532,-0.36304304,0.104348734,0.12772669,-0.1380915,0.36193264
Optn,-0.27021766,-0.03174156,0.09108023,0.24489634,-0.52936006,0.20369376,-0.01116918,0.12656242,-0.22241862,0.1554114,-0.16470107,-0.0941651,-0.2091992,0.25103936,-0.2660874,0.147736,-0.24349321,0.29934672,-0.24349321,0.29934672
Orai3,0.16746718,-0.32945052,0.18896705,-0.22259133,0.0037628375,0.46219862,0.16746718,-0.32945052,0.2702646,-0.23453741,0.16746718,-0.32945052,0.16746718,-0.32945052,0.16746718,-0.32945052,0.2702646,-0.23453741,0.2702646,-0.23453741
Orc2,-0.8019883,0.11367,-0.65890527,-0.06428542,-0.408904,-0.4474373,-0.5493518,0.020725878,-0.6836703,0.03607125,-0.7743111,-0.028332124,-0.27795812,-0.23685344,-0.35008064,-0.25216618,-0.73724365,0.17867377,-0.7245809,0.19554095
Orc3,-0.2831657,-0.22842132,-0.30097234,0.4276326,0.290488,0.41774666,0.102850676,-0.36856595,0.115377635,-0.4346075,-0.18024595,-0.33112758,0.0559596,-0.42539087,0.12199561,-0.34500974,-0.02048624,-0.31387776,-0.05845158,-0.27319375
Orc4,-0.9572235,-0.7445364,-0.7635083,-0.31400916,-0.2702687,-0.37222052,0.0064586364,-0.5585669,0.36497283,-0.47600755,-0.29250708,-0.30415618,0.21690027,-0.6198423,0.3141334,-0.48096862,0.123933926,-0.5081912,0.10285702,-0.425381
Orc5,-0.25360227,0.023381835,-0.37625372,-0.1303453,0.15761055,-0.12271986,-0.35940042,0.28765061,-0.22563301,0.24836488,-0.546544,0.2215386,-0.20600364,0.12690125,0.06009096,0.16330384,-0.22436161,0.28302082,-0.15362991,0.15643004
Orc6,-0.714116,0.1545028,-1.0509106,0.033737667,-1.0249318,-0.07888886,-0.8182283,0.16686144,-1.1907094,0.39795732,-1.0445303,0.25150576,-0.9792751,0.43161035,-0.83852303,0.13230065,-0.74682164,-0.028692389,-0.7926315,0.051791877
Orm1,0.54366815,0.6301458,0.2138104,0.68251425,-0.77304155,0.056910735,1.0647904,0.24535502,0.81017065,0.4567788,0.7405726,0.0031369913,0.22376631,0.7629916,0.8295858,0.28483626,0.3622784,0.72481275,0.5109738,0.63336176
Orm2,0.4506595,0.3865608,0.72943234,0.24899007,-0.41489813,-0.14643078,0.70104885,0.40921384,0.6093267,0.5302005,0.6108713,-0.11113266,0.1664592,0.7593656,0.63800746,0.3121167,0.33072796,0.6673904,0.8931724,-0.022506295
Ormdl1,-0.3532036,0.110852174,-0.18520491,0.19648698,0.3185629,0.31695297,-0.3059109,0.15540823,-0.3048864,0.2916936,-0.3379441,0.22054079,0.54812896,-0.21461652,0.6176932,-0.2524548,-0.16452582,0.19311063,-0.39439404,0.15862949
Ormdl2,-0.65009403,0.43716213,0.060932685,-0.42101368,0.63073635,-0.06839563,0.064292565,0.23780107,-0.65009403,0.43716213,0.064292565,0.23780107,0.5786274,-0.11047097,0.5786274,-0.11047097,-0.65009403,0.43716213,-0.65009403,0.43716213
Os9,0.391368,0.062285498,0.391368,0.062285498,0.47755492,-0.08489407,0.391368,0.062285498,0.391368,0.062285498,0.391368,0.062285498,0.391368,0.062285498,0.391368,0.062285498,0.391368,0.062285498,0.391368,0.062285498
Osbp,-0.5885912,0.32506484,-0.57426274,0.23440136,-0.32859457,0.1470584,-0.48792112,0.36970928,-0.56186223,0.19829659,-0.58385074,0.3421028,0.33772647,0.1770033,0.32281724,0.1587184,0.16927743,-0.07791465,-0.5310128,0.11795555
Osbpl1a,0.087143615,0.14658454,0.28003985,-0.083236836,-0.39265734,0.3039318,-0.033859473,-0.34655118,-0.26695597,0.06543275,0.06072423,-0.14960706,0.33528405,-0.13740999,0.26312548,-0.047965232,-0.0390328,-0.0039271126,0.04075401,-0.17489415
Osbpl2,0.18442744,0.25273123,0.32334733,0.30905005,-0.35302028,0.32530743,-0.5446178,0.17747869,0.047634516,0.56663394,0.13221799,-0.036540575,0.17886148,0.13171719,0.17886148,0.13171719,0.047634516,0.56663394,0.047634516,0.56663394
Osbpl8,0.1541015,0.53062546,0.1541015,0.53062546,0.38075787,0.032901064,0.3309583,0.19727512,0.1541015,0.53062546,0.1541015,0.53062546,0.1541015,0.53062546,0.1541015,0.53062546,-0.105235055,0.52335775,0.1541015,0.53062546
Osbpl9,-0.4488542,0.4882551,0.07548922,-0.34091863,0.25995132,-0.11805672,-0.018343356,0.9204393,-0.1833287,0.3159608,0.26107532,0.7178804,-0.31459498,0.2840254,0.11292294,0.9523747,0.25948843,-0.17736536,0.21212615,-0.10754177
Osgep,0.12389015,-0.31162184,0.09605338,-0.2760489,-0.04153948,-0.31010637,0.07313849,-0.2474937,0.07313849,-0.2474937,0.10937001,-0.2926435,0.10160138,-0.27612934,0.07313849,-0.2474937,0.124516144,-0.3046846,0.09605338,-0.2760489
Osgepl1,0.8894954,0.29010102,0.06856133,0.6207275,-0.331814,0.33928582,0.43690714,-0.066135354,0.28119326,0.24853124,0.116083086,0.17600979,0.053378228,0.46678716,0.6614324,-0.07448278,0.60682434,-5.7229074e-05,0.5271619,0.02222191
Ostb,-0.2121531,0.4471551,0.82228994,0.31496653,0.3329108,0.29054764,-0.37542313,0.64534783,-0.10582602,0.3167709,0.99785984,0.31806764,0.04039603,0.68875784,0.28877813,0.4190651,-0.08770728,-0.2864323,-0.4731089,0.6796372
Ostf1,-0.21617554,0.11767159,-0.47038382,0.18187976,-0.24972816,-0.13963354,-0.32910603,0.39905524,-0.4247809,0.15872575,-0.4445324,0.30259475,-0.57034093,0.31965563,-0.6108211,0.33848473,-0.067094356,0.047442995,-0.26323313,0.21518949
Ostm1,-0.114915475,0.37518355,0.0745371,-0.21118054,-0.24426772,0.30334473,-0.0010794289,0.04376495,-0.0010794289,0.04376495,-0.24426772,0.30334473,-0.0010794289,0.04376495,-0.24426772,0.30334473,0.08880061,-0.22221182,0.0745371,-0.21118054
Otc,-0.26286954,0.08164556,1.0939773,-0.30919394,-0.012456376,0.8799405,0.2507464,0.24317889,0.6582713,0.27318153,1.2273757,0.09109344,0.24049939,0.6010383,0.45969355,0.1804669,-0.2885844,0.27909824,-0.46912503,0.35661364
Otud1,0.32244456,-0.460965,-0.06031878,0.22036636,-0.555642,-0.20418544,-0.38160473,0.6414215,-0.38604325,0.63325214,0.2270333,-0.06450502,-0.4757756,0.41564986,0.5141002,-0.47322088,-0.3381653,0.5440316,-0.52397376,0.67928416
Otud4,-0.5561076,0.38055107,-0.14751403,0.23117504,-0.082472995,0.35643157,-0.046741966,0.217806,-0.1499946,0.29489765,-0.1499946,0.29489765,0.5566407,0.07111741,-0.12347381,0.42917743,-0.1499946,0.29489765,-0.1499946,0.29489765
Otud5,0.0931301,-0.35196707,-0.006638836,0.37143925,0.2488371,-0.31827822,0.23397876,-0.30906168,0.23397876,-0.30906168,0.20157082,-0.2663277,0.23397876,-0.30906168,0.21656589,-0.2915431,0.21656589,-0.2915431,0.21656589,-0.2915431
Oxnad1,-0.13889153,0.009316674,-0.19070159,0.026423207,0.18724793,-0.28535149,0.10543841,0.026071845,-0.19555025,0.018746307,0.05506791,-0.15411441,0.014914364,0.122044295,0.032658737,0.15244089,-0.11526437,-0.04491266,-0.19137038,-0.010650673
Oxr1,-0.24460529,-0.067401215,0.16866796,0.21373528,0.27449805,0.21964982,0.089520365,-0.08815398,-0.028798927,0.09626507,-0.1645443,-0.044442624,0.089520365,-0.08815398,0.1430368,-0.13765559,0.25415,-0.35943493,-0.08776617,0.060031965
Oxsm,0.34516397,-0.3260772,-0.2936591,0.24041514,0.1421549,0.012412895,0.35057583,-0.34434214,0.13482787,0.0474054,-0.18632409,0.21570934,0.06909747,0.093828835,-0.6540252,0.5810399,0.45802063,-0.26121053,0.45802063,-0.26121053
P2rx4,-0.82452756,0.13120367,-0.8795319,0.6369898,-0.0815026,0.15704931,-0.44490704,0.23591001,-0.40166318,-0.06205859,-0.6073205,0.16581438,-0.6786977,0.16791444,-0.29807016,-0.031596825,-0.32712784,-0.19875737,-0.903409,0.25892186
P2ry2,0.60571414,-0.006805488,0.694953,0.28238598,-0.018509116,0.30818686,0.694953,0.28238598,-0.018509116,0.30818686,-0.018509116,0.30818686,0.60571414,-0.006805488,-0.107662305,0.57068413,0.60571414,-0.006805488,0.60571414,-0.006805488
Pabpc1,-0.46797574,-0.06343769,-0.39849693,-0.021325449,-0.2958983,0.07185794,-0.031505782,-0.27529708,0.25608158,-0.42811686,-0.13589583,-0.083786376,0.3672005,-0.44959193,0.32617092,-0.40831316,0.246082,-0.49312386,0.060550835,-0.25301787
Pabpc4,-0.28651386,0.26704568,-0.093636736,-0.1691779,0.22049789,-0.27240765,0.15315047,-0.153558,-0.014878649,0.03793863,-0.056296784,0.06443494,-0.0031630583,0.051193852,0.00584751,-0.015125577,-0.04116522,-0.00058682007,-0.04116522,-0.00058682007
Pabpn1,-0.17394684,-0.5064446,-0.11447556,-0.37367958,-0.28348744,-0.32058787,-0.02504554,-0.30510682,-0.023609813,-0.42467153,-0.29864612,0.16033103,0.10919759,-0.05998703,0.13463458,-0.42581794,-0.1539026,-0.28097263,-0.06766367,-0.43293345
Pacrgl,-0.23166622,-0.043220267,-0.3722905,-0.0043584714,-0.38748598,-0.03218808,-0.0009886585,0.047388464,0.06741305,0.095331565,-0.3720671,0.06364797,-0.39187503,0.20465717,0.15714353,0.036364652,0.05362361,0.31435654,0.046170745,0.26573968
Pacs2,-0.39698777,-0.36372304,-0.19075103,-0.56840694,-0.06900093,-0.4739368,0.08298293,-0.65810823,-0.2010908,-0.31107345,-0.5999179,0.16533749,0.027644042,-0.459973,0.022439364,-0.5013592,-0.09805362,-0.44507572,-0.26558647,-0.34803042
Pacsin3,0.8811329,0.14693256,0.08402623,0.6579444,-0.6945822,0.6294003,0.4804484,0.053856723,-0.046515238,0.43997845,-0.19877158,0.38550857,0.18967302,0.44549,0.52194333,-0.022360722,0.55421627,0.010794974,0.30315548,0.30516747
Pah,0.047966987,0.68242425,1.0539242,-0.25571576,0.1303208,0.40806395,0.16882496,0.13378249,0.08475493,0.37375113,0.5919384,-0.08708754,0.110654116,0.39437893,0.17398019,0.054194547,0.12727748,0.4558183,0.23546389,-0.09086108
Paics,-0.29440612,0.13547565,0.11450975,-0.079920806,0.09969054,-0.1303478,-0.2859834,0.26079282,0.05637983,-0.29313523,-0.027069684,-0.2937323,-0.12725946,-0.01464554,-0.12657323,-0.210972,-0.04811955,-0.12306372,-0.09897207,-0.08095094
Paip2,0.11901213,0.041983083,0.255996,-0.109497495,0.23955925,0.6621349,0.5753969,-0.18764551,0.54918504,-0.14374973,0.20603625,0.124061175,0.595701,-0.18532316,0.54918504,-0.14374973,0.11901213,0.041983083,0.11901213,0.041983083
Paip2b,0.7186405,-0.023540007,0.6018083,-0.028695779,0.6018083,-0.028695779,0.8917006,-0.24042554,0.7748684,-0.24558131,0.8917006,-0.24042554,0.8917006,-0.24042554,-0.2592111,0.24691708,0.8917006,-0.24042554,0.8917006,-0.24042554
Pak2,-0.5627475,-0.22931166,-0.2643463,-0.15077029,-0.18727084,-0.011017538,0.16823505,-0.17918141,-0.032659363,-0.17339551,0.11485118,-0.23404609,0.13944182,-0.23761405,0.011532746,-0.14913358,0.21308692,-0.26373735,0.19743294,-0.22983022
Palld,0.0732916,0.21186152,-0.10052957,-0.46965364,-0.011541802,0.4042431,-0.27315137,0.048551172,-0.717436,0.26010606,-0.22453867,0.047458492,0.13584849,-0.50619423,-0.053831693,-0.31282827,-0.03312571,-0.3333346,0.0732916,0.21186152
Palmd,0.48593834,-0.4698187,0.5906998,0.24820581,-0.4938851,0.69276285,-0.23395188,0.2639435,-0.3097121,0.56441325,0.43541434,0.107294835,0.04702781,-0.2792478,0.38728485,-0.1645128,0.3389056,-0.31339407,0.19804153,-0.17194793
Pan2,-0.07526618,0.4052094,5.0850213e-05,0.25699183,-0.17091997,0.106081136,0.1592554,-0.14945275,0.06654983,-0.11453634,0.15102787,0.19920541,-0.124733895,0.52749753,0.07151157,0.2780802,-0.15954627,0.49915192,0.013939064,0.15358408
Pan3,-0.28191414,-0.40319926,-0.2714889,-0.42756063,-0.6859846,0.1155099,0.28418118,-0.13596098,0.37891853,-0.31906223,-0.63201034,0.15112601,0.3535713,-0.2198213,0.30745742,-0.40070334,0.2602165,-0.3150515,0.29786748,0.11617882
Pank2,-0.27169952,-0.1717255,0.19386956,0.04876002,0.19386956,0.04876002,-0.08948237,0.44078523,-0.08948237,0.44078523,0.03353478,0.16927503,-0.08948237,0.44078523,-0.08948237,0.44078523,0.03353478,0.16927503,0.03353478,0.16927503
Pank3,-0.27472284,-0.16047439,0.109239385,-0.3186488,-0.27977723,-0.19174539,0.1030743,-0.15869525,0.1864164,-0.30663413,0.10637374,-0.2627423,0.060043845,-0.28538233,0.1824838,-0.36452827,0.16270782,-0.24365461,0.16270782,-0.24365461
Papd4,-0.35025474,-0.37827793,-0.31878254,-0.23881148,-0.473549,-0.31359977,0.17980558,-0.28271398,0.2593754,-0.27736577,0.1999796,-0.21385048,0.16429397,-0.12651834,0.2149095,-0.16821563,0.28432572,-0.19164747,0.1943039,-0.10456383
Papd5,-0.17391524,-0.24082045,-0.28897563,-0.29435682,-0.062552646,-0.44534132,0.14872542,-0.45704445,0.1441212,-0.39845422,-0.04559065,-0.15617825,0.10917303,-0.3527886,-0.031925563,-0.22105373,0.23170719,-0.41323477,-0.039583717,-0.18326975
