Source,Target
Ddx1,Taf9
Ddx1,Tcp1
Ddx1,Tex10
Ddx1,Tsr1
Ddx1,Uba3
Ddx1,Uchl5
Ddx1,Vdac3
Ddx1,Wdr3
Ddx1,Wdr43
Ddx1,Xpo1
Ddx1,Zbtb41
Ddx1,Zfp330
Ddx1,Zfp955a
Ddx1,Znhit6
Ddx1,Zrsr2
Ddx1,Dnajc2
Ddx1,Taf13
Ddx11,Med1
Ddx11,Stat3
Ddx11,Ahctf1
Ddx11,Sin3a
Ddx11,Rfc1
Ddx11,App
Ddx11,Zfp384
Ddx11,Nfx1
Ddx11,Xrcc6
Ddx11,Zfp593
Ddx11,Trim27
Ddx11,Prdx5
Ddx11,Pa2g4
Ddx11,Srrt
Ddx11,Dnmt1
Ddx11,E2f8
Ddx11,Dhx33
Ddx11,Gtf2e1
Ddx11,Taf1d
Ddx11,Dnajc2
Ddx11,Taf5
Ddx39,Med1
Ddx39,Sox18
Ddx39,Nfia
Ddx39,Klf9
Ddx39,Hmgb2
Ddx39,Calcoco1
Ddx39,Zfp593
Ddx39,Klf15
Ddx39,Trim27
Ddx39,Pa2g4
Ddx39,Thoc1
Ddx39,Sap30
Ddx39,Rora
Ddx39,Hnrnpab
Ddx39,Epas1
Ddx39,Hdac1
Ddx39,Tfdp1
Ddx39,Smarca5
Ddx39,Rbbp8
Ddx39,E2f8
Ddx39,Taf1d
Ddx39,Zbtb16
Ddx39,Ldb1
Ddx39,Dnajc2
Ddx39,Taf9
Ddx39,Taf5
Dis3,Ash2l
Dis3,Stat3
Dis3,Ilf3
Dis3,Rfc1
Dis3,Smarce1
Dis3,Ruvbl2
Dis3,Nr1d1
Dis3,Trim28
Dis3,Trim27
Dis3,Rbmx
Dis3,Ssrp1
Dis3,Sarnp
Dis3,Pa2g4
Dis3,Set
Dis3,Nolc1
Dis3,Hnrnpab
Dis3,Tfdp1
Dis3,Smarca5
Dis3,Smarcc1
Dis3,Dhx33
Dis3,Tmpo
Dis3,Npm1
Dis3,Tardbp
Dis3,Gtf2f1
Dis3,Gtf2e2
Dis3,Tada2a
Dis3,Dnajc2
Dis3,Taf9
Dis3,Ddx20
Dis3,Taf5
Dis3,Taf2
Dkc1,Stat3
Dkc1,Ilf2
Dkc1,Gtf3a
Dkc1,Mybbp1a
Dkc1,Rfc1
Dkc1,Suz12
Dkc1,Nfyb
Dkc1,Zfp280c
Dkc1,Nkap
Dkc1,Zfp553
Dkc1,Hmgb1
Dkc1,Ssrp1
Dkc1,Sarnp
Dkc1,Pa2g4
Dkc1,Set
