source,target,p-value,model
Nr2f6,Bcar1,5.727098578101249e-20,1
Yy1,Actr3,9.789864393109051e-20,-1
Tbl1xr1,Cog5,1.584858522311655e-19,-1
Med26,Pelp1,3.147887633586103e-19,1
Irf9,Parp14,3.6023547697145677e-19,-1
Taf6,Bap1,4.1868182850933976e-19,-1
Tead3,Snx32,7.014560273725034e-19,-1
Gatad1,Cdh1,7.794063758419429e-19,-1
Fosl2,Ick,1.4432477446814552e-18,-1
Mafg,Sfmbt1,1.8942757813152056e-18,-1
Tcf21,Pecam1,2.257594122685725e-18,-1
Zfp292,Phip,2.7802377245015982e-18,-1
Zfp523,Acot9,3.654826449368862e-18,-1
Lrrfip1,Cept1,3.778802146609159e-18,-1
Mafg,Myl12b,4.7898991729831256e-18,-1
Rxrg,Sqle,4.8527337232736064e-18,-1
Srebf2,Adrbk1,5.1451953848613575e-18,-1
Taf6,Ampd2,9.190113550635658e-18,-1
Nr2f6,Yap1,9.48653744317644e-18,1
Med26,Nup205,1.5294901718292544e-17,1
Mysm1,Dmtf1,1.5483782807239707e-17,-1
Dmtf1,Mysm1,1.5483782807245016e-17,-1
Foxo4,4930444A02Rik,1.680335786460362e-17,-1
Gmeb2,Arid5b,1.9021690321385624e-17,1
Hdac4,Foxj2,1.9021690321385624e-17,-1
Arid5b,Gmeb2,1.9021690321385624e-17,1
Foxj2,Hdac4,1.9021690321385624e-17,-1
Zfp36,Casp8,2.5914187087939288e-17,-1
Fosl2,Pdlim1,3.494141700822987e-17,-1
Zscan21,D030056L22Rik,3.953386950662226e-17,-1
Arid4b,Polr3f,4.220811506833625e-17,1
Ptges2,Golt1a,4.75055377678075e-17,-1
Kdm5a,Ankrd11,5.745855693345439e-17,-1
Aebp2,Mina,5.813503781025791e-17,-1
Ets2,Cdh2,6.689250771376725e-17,-1
Ddx58,Tyk2,1.1939757724254183e-16,-1
Phf5a,Mphosph6,1.8448092397092402e-16,-1
Aebp2,Rpusd4,1.9580295577785487e-16,1
Ets2,Shroom3,2.0456773704575474e-16,-1
Dmtf1,Srsf11,2.60608452823878e-16,1
Dmtf1,Tra2b,2.8633528193351326e-16,1
Mysm1,Ranbp2,2.9163139966565897e-16,-1
Msl3,Cct5,3.287385587440255e-16,1
Grlf1,Khdrbs3,3.997696498440539e-16,-1
Mysm1,Itch,4.2294625967076706e-16,-1
Zfp639,Cog4,4.475028834846555e-16,-1
Dmtf1,Chd2,5.531955508485898e-16,1
Nr2f6,Pard3,5.643024324882267e-16,1
Med26,Scp2,6.358031979397269e-16,1
Dmtf1,Sf3b1,7.205196504099428e-16,-1
Zkscan1,Cpeb2,1.0080463072495059e-15,1
Nfib,Gng12,2.3931883720761896e-15,-1
Smarce1,Gtf2e2,2.7846502272664143e-15,-1
Nfya,Rwdd4a,3.1961158473561196e-15,-1
Dmtf1,Mllt10,3.1965798063296657e-15,1
Bdp1,Tra2b,3.5218129899299797e-15,1
Zfp217,Gsn,3.744640324790586e-15,-1
Dmtf1,Zcchc11,3.820659650147887e-15,1
Gtf2f1,Thoc5,5.106321377324034e-15,-1
Nfia,Gpx1,5.7145785812788304e-15,-1
Etv6,Cdk6,6.0833443176099944e-15,1
Med26,Zxdc,6.243885356485021e-15,1
Taf13,Ttc13,6.278651398986645e-15,-1
Zbtb42,Bag4,6.4062828980207085e-15,1
Zfp710,Ahdc1,6.589652003863829e-15,1
Fosl2,Plac8,7.90109983384469e-15,-1
Mysm1,Zw10,9.862768884395934e-15,-1
0610031J06Rik,AI837181,1.093237103911298e-14,1
Lrrfip1,Sypl,1.442842687485127e-14,1
Crebbp,Rlf,1.5192541283218786e-14,1
Nr2f6,Arhgap42,1.8170089596729887e-14,1
Mterfd1,Trmu,1.82920710274017e-14,-1
Fosl2,Tax1bp3,1.9391736212077167e-14,-1
A930001N09Rik,Spc24,2.0614696150031635e-14,-1
Msl3,Glrx3,2.350382713427154e-14,1
Grlf1,Kctd17,3.344228746901168e-14,-1
Med26,Tarbp2,3.822308166922883e-14,1
Mef2d,Ubtd1,4.119239086220789e-14,1
Xrcc5,Ppat,4.343350818602514e-14,1
Mysm1,Cdc40,5.030125401185711e-14,-1
Tada2a,Znfx1,5.3053976773730814e-14,1
Smarcc2,AI837181,5.506512166727807e-14,-1
Snapc4,Nup188,6.250930168534907e-14,-1
Zbtb7b,Trim37,7.133114384664503e-14,-1
Taf12,Ttc1,7.389929977889218e-14,-1
Nr2f6,Sdc2,8.289085965356498e-14,1
Klf12,Cryz,8.414332225848484e-14,-1
Zfp36,Nmi,8.978541139477268e-14,-1
Fubp3,Ahdc1,9.326510266485129e-14,-1
Mysm1,Phc3,1.0536812694766878e-13,-1
Sox18,Itga1,1.1234121671562267e-13,-1
Med26,Nup188,1.2323206766178459e-13,1
Zfp292,Rlf,1.533985765029181e-13,1
Kdm2a,Rprd2,1.7687636047820172e-13,-1
Ets2,Gas2,1.8510385966773148e-13,1
Fosl2,Prkcd,1.8848187256942834e-13,-1
Mynn,Zfp472,1.9166922970344684e-13,-1
Ssrp1,Snrpb,2.028309547942794e-13,-1
Bmi1,Dpy19l4,2.2354917461047754e-13,-1
Med26,Mre11a,2.409228845538044e-13,1
Ctcf,Arid4a,2.7291161763134916e-13,-1
Taf8,Tmem167,3.0357277751030997e-13,1
Tcf7l1,Wfdc2,3.0972768978506363e-13,-1
Xrcc5,Brix1,3.5677056915846064e-13,1
Taf11,Slc9a1,4.3294707248489037e-13,-1
Vps72,Gemin7,4.348860585316991e-13,-1
Ahr,Pros1,8.27487070165715e-13,-1
Ddx20,4933424B01Rik,1.0517708199330685e-12,-1
Rorc,Endog,1.1263093489473746e-12,1
Dmtf1,Kdm5a,1.2322715211315277e-12,1
Kdm5a,Dmtf1,1.2322715211315324e-12,1
Lrrfip1,Itpripl2,1.384256033812852e-12,-1
Zscan21,Actr6,1.719704129153517e-12,1
Irf6,Cyp3a13,1.7578668092296906e-12,1
Zfp292,Bdp1,1.9211816541443225e-12,1
Bdp1,Zfp292,1.92118165414433e-12,1
Kdm5a,Srrm1,2.14963017608724e-12,-1
Irf3,Arhgef1,2.2345991325207363e-12,1
Zfp110,Cpsf3,2.2702322569564425e-12,-1
Nr1i3,Pcyt2,2.285859363806415e-12,-1
Zscan21,Rpain,2.5091080224228793e-12,-1
Crebl2,Prim2,2.5964966468445384e-12,-1
Snai2,Camkk2,2.6954982447988848e-12,-1
Trim28,Cct5,2.7218850392340987e-12,-1
Sub1,Sqrdl,2.923229496466071e-12,1
Atf5,Cdcp1,2.9761406249019305e-12,-1
Fosl2,Dgka,3.1565660647868623e-12,-1
Ets2,Pnkd,4.169867346416622e-12,1
Dmtf1,Rbm27,4.2325927123291636e-12,1
0610031J06Rik,Pef1,4.270778521394615e-12,-1
Med26,Nop14,4.738004232712009e-12,1
Mbd3,Fbxw8,5.08025218709641e-12,-1
Zbtb42,Elavl1,5.2113365654595936e-12,1
Bptf,Rlf,5.422698651056404e-12,-1
Ppara,Fam195a,6.421868044838832e-12,-1
Nr2f6,Gpc4,7.2171767918858775e-12,1
0610031J06Rik,Pcnxl3,8.651279614126932e-12,-1
Klf15,Cttn,9.288989698295403e-12,-1
Fosl2,Gc,1.0470889625409165e-11,-1
Zbtb42,Gab1,1.0490469634542803e-11,-1
Rptor,Gsn,1.0511718109682452e-11,-1
Fubp3,Gnai3,1.1625211609116982e-11,-1
Sox18,Timp3,1.3104790084049712e-11,-1
A930001N09Rik,Tk1,1.3420300239988592e-11,-1
Zfp523,Ranbp3,1.3632273739958355e-11,-1
Nr2f6,Parva,1.3775239958273265e-11,1
Irf7,Trim12c,1.4092371095171506e-11,-1
Fubp3,Denr,1.4499509390749022e-11,1
Sub1,Ikbkap,1.5833745954187422e-11,1
Bptf,Tgs1,2.48158559573928e-11,-1
Mysm1,Fcho2,2.561955509981325e-11,-1
Fosl2,S100a10,2.672556022300709e-11,-1
Med26,Ddx20,2.6842564083944736e-11,1
Ddx20,Med26,2.6842564083944736e-11,1
Nr2f6,Cth,2.7363122386462167e-11,1
Mll3,Ankhd1,2.8961117063148197e-11,-1
Dmtf1,Nemf,2.943377905778666e-11,-1
Zscan21,2700060E02Rik,3.058606593188112e-11,1
Myst4,Tbc1d5,3.337352198342195e-11,-1
Zfp768,Pbld2,3.362580153024444e-11,-1
Ilf3,Efna1,3.4527352234963224e-11,-1
Mysm1,Cwf19l2,3.662467637377608e-11,-1
Msl3,Smarce1,4.629315390759104e-11,1
Ppargc1a,Tesk2,5.0217042490546015e-11,1
Psip1,Coil,5.0772886156051547e-11,1
Set,Snrpb,5.113894788361527e-11,-1
Ctcf,Smg1,5.136543847129936e-11,1
Gtf2e2,Cct5,5.215783752833433e-11,-1
Hnrnpk,1110001J03Rik,5.308222670034269e-11,-1
Ddx41,Ftsj2,5.491007649715817e-11,-1
Med6,Xrcc4,5.949817603399932e-11,1
Atf5,Pgm1,6.127280845849743e-11,-1
Sox18,Mxra8,6.291237277541444e-11,-1
Irf1,Trim12c,7.369091915688809e-11,-1
Msl3,Zdhhc16,7.443746174617353e-11,1
Zfp292,Birc6,7.857805440623033e-11,1
Nr2f6,Efna1,8.693713938594538e-11,1
Gata6,Rnpep,8.933871460628306e-11,-1
Zfp593,Dph5,1.0202012033975706e-10,-1
Ets2,Leprot,1.1376383130406041e-10,1
Fosl2,Tnfrsf1a,1.2822072175694062e-10,-1
Phb,Mrpl22,1.3644442744957654e-10,-1
Phb,Mrps22,1.3644442744957654e-10,-1
Prox1,Fbxo3,1.4472727220662726e-10,-1
Aebp2,Wdr43,1.526165316106994e-10,-1
Nr1i3,Apoa4,1.5479520461539675e-10,-1
Dnmt1,Ncapd2,1.5633173629142481e-10,-1
0610031J06Rik,Tapbp,1.8944371861496749e-10,1
Foxp4,Sf3a2,1.8956958428649836e-10,1
Fosl2,Rhoc,2.115021986134008e-10,-1
0610031J06Rik,Akt1,2.1552719958521185e-10,-1
Nr5a2,Ahcy,2.2091079160354542e-10,-1
Msl3,Cse1l,2.2820306658058703e-10,1
Klf12,Fbxo3,2.838540902124061e-10,-1
Zfp36,Erap1,2.9590875933818926e-10,-1
Dmtf1,Cdk17,3.1243008149723234e-10,1
Nfib,Tspan7,4.569929392882842e-10,-1
Yy1,Aebp2,5.121799855321572e-10,1
Aebp2,Yy1,5.121799855322377e-10,1
Mynn,Prpf39,5.579888727583755e-10,-1
Bptf,Rps6kb1,6.428371197494248e-10,1
Gtf2f1,Nxt1,6.507810232252786e-10,1
Lrrfip1,Ap3s2,6.833451093441058e-10,-1
Irf6,Hsd17b2,6.883936411237767e-10,1
Mterfd1,Supt7l,8.357114677481394e-10,-1
Bdp1,Appl1,9.524066307936224e-10,-1
Xrcc5,Mphosph8,9.574443446529135e-10,1
Ets2,1600002H07Rik,9.882017025072393e-10,1
Foxn2,Dusp16,1.0892256473048376e-09,1
Pias2,Lrp10,1.1047685632869141e-09,-1
Foxk1,Mtor,1.1502183945112498e-09,-1
Mier1,Snx13,1.208760013393645e-09,-1
Nr3c2,Ociad2,1.2447724553524339e-09,1
Kdm2a,Ggnbp2,1.2791845659391102e-09,-1
Zfp292,Rpl30,1.295828323249593e-09,-1
Ssrp1,Ncapd2,1.347507224642764e-09,-1
Xrcc5,Gtf3c4,1.4941289765554221e-09,1
Foxa3,Ahcy,1.495856084704542e-09,-1
Fubp3,Cd82,1.5015963273910974e-09,-1
Mef2d,Gsk3a,1.530313057762933e-09,1
Yap1,Gab1,1.5445266873601064e-09,-1
Sox18,Dpt,1.6172462614564058e-09,-1
Taf9,Nxt1,1.6614828677534042e-09,1
Zbtb42,S100a16,1.6719518006855383e-09,-1
Msl3,Lyar,1.7771010036314818e-09,1
Dmtf1,Sltm,1.9072449056692263e-09,-1
Bdp1,Srsf11,1.9355739749124675e-09,1
Msl3,2700029M09Rik,2.03067029231778e-09,1
Hltf,Herc4,2.047336795247274e-09,-1
Ets2,Synpo,2.127110896655427e-09,1
Men1,Pnkd,2.819016519442736e-09,-1
Zfml,Atrx,2.8796077799732335e-09,-1
Irf1,Tapbp,2.97733588386475e-09,1
Bdp1,B3galnt2,3.0758250139528393e-09,-1
Bptf,Cdc40,3.115912514772888e-09,1
Nfic,Adipor1,3.1447949184892686e-09,-1
Zfp36,Ifi47,3.2179549183655755e-09,-1
Bhlhe40,Plbd1,3.26241350041894e-09,-1
Sox18,Gstm2,3.717431310010214e-09,-1
Maf,Vmac,3.8959856594449966e-09,-1
Zfp36,Parp14,3.903306244247245e-09,-1
0610031J06Rik,Cdc42bpb,3.931832781103863e-09,-1
Nr1h4,Prlr,4.059798802901986e-09,1
Foxn2,Pds5a,4.612555308844277e-09,1
Mysm1,Zfr,4.733274010215794e-09,-1
Gtf2e2,Cacybp,4.755624768174018e-09,-1
Crebl2,Cdca4,4.864879547802364e-09,-1
Gmeb2,Actr3,4.882696225297154e-09,1
Preb,S100a13,6.067020919199789e-09,-1
Psip1,D030056L22Rik,6.129141103664593e-09,-1
Zfp36,Ifi35,6.237699187496219e-09,-1
Onecut2,Gm6484,6.282422417592324e-09,-1
Msl3,Nup85,6.6050354928577015e-09,1
Sox18,Tgm2,6.7979364055250796e-09,-1
Cic,Lypla2,6.852400508117631e-09,-1
Ercc2,Pigs,6.9852282553857185e-09,1
Bdp1,Chd2,7.150193453012129e-09,-1
Taf8,Kat5,7.222941683028941e-09,1
Crebbp,Kdm5a,7.568430700576967e-09,1
Kdm5a,Crebbp,7.568430700578013e-09,1
Hltf,Stk4,8.28227188041332e-09,-1
Rxrg,Ndufb2,8.3195994017918e-09,-1
Sod2,Ndufb2,8.3195994017918e-09,-1
Klf11,Trim3,8.732013844823261e-09,1
Naca,Rps15,9.231744540048271e-09,-1
Smarcc2,Tex261,9.539683897260623e-09,-1
Ppara,Prkaa2,9.848200581580798e-09,-1
Msl3,Rfc2,9.852780700022466e-09,1
Msl3,Tcp1,9.958510899080729e-09,1
Stat1,Zfp36,1.0284394940794099e-08,-1
Zfp36,Stat1,1.0284394940794099e-08,-1
Kdm6b,Mast2,1.1513012189843982e-08,1
Trp53,Nol11,1.177917943438488e-08,-1
Prdm4,Dhtkd1,1.3618834259152042e-08,-1
0610031J06Rik,Znfx1,1.3656466856582807e-08,1
Msl3,Eri2,1.400427496347949e-08,1
Nfib,Zfp36l1,1.510374197229492e-08,-1
Zfp593,Prmt7,1.5404210531503937e-08,1
Gtf2e2,Fkbp3,1.562267872993926e-08,-1
Pa2g4,Zfp828,1.5847572599071182e-08,-1
Irf9,Efna1,1.6100551302769104e-08,-1
Ddx20,Mrto4,1.628881463910715e-08,-1
Ruvbl2,Nup133,1.652073124135642e-08,-1
Msl3,Cct2,1.8455721866221493e-08,1
Med26,Rnaseh2a,1.8508934322479375e-08,1
Mynn,Zfx,1.901605741905762e-08,-1
Zfx,Mynn,1.901605741906191e-08,-1
Zbtb42,Myl12b,1.916099223547234e-08,1
Nr3c2,Tmprss2,1.9280267589417264e-08,-1
Foxo4,Arhgef11,1.9463096038767362e-08,-1
Msl3,Impad1,2.0088743244903708e-08,-1
0610031J06Rik,Dctn2,2.043091158795853e-08,-1
Nr2f2,Pltp,2.0787805304669997e-08,-1
Ppargc1a,Ndufa8,2.2184386620965028e-08,1
Med26,D11Wsu47e,2.22777714603291e-08,1
Ets2,Tagln2,2.2431641275580604e-08,1
Bdp1,Smchd1,2.2712749328811512e-08,-1
Lrrfip1,Plce1,2.3095445624635698e-08,-1
Cry2,Gns,2.3639364105876102e-08,1
Zbtb42,Rufy3,2.3697473080416357e-08,1
Ncor2,Fxr2,2.4828245529797004e-08,-1
Rxrg,Pdhb,2.518584143862461e-08,1
Sod2,Pdhb,2.518584143862461e-08,1
Fosl2,Golm1,2.575820998420346e-08,-1
Ppargc1a,Fahd1,2.6057336864114843e-08,-1
Taf1,Armc10,2.6252069870893986e-08,-1
Fosl2,Cxxc5,2.6258244740968707e-08,-1
Stat5a,Adck4,2.965355508700218e-08,-1
Zfp1,Zfp932,2.9699509668366266e-08,-1
Ppargc1a,Uqcrb,2.986337031404914e-08,1
Fubp3,2310067B10Rik,3.050607372340111e-08,-1
Nr1i2,Abcc3,3.346646801012729e-08,1
Xrcc6,Fancl,3.515574080205814e-08,-1
Ets2,Serpinb6a,3.761500109145487e-08,-1
Sox18,1810011O10Rik,3.789889341189644e-08,-1
Suz12,Chfr,3.8187163360388463e-08,-1
Zfp292,Cdk12,4.0764648371867576e-08,-1
0610031J06Rik,Asf1a,4.105041911591363e-08,1
Sra1,Smcr7l,4.4087654964414204e-08,-1
Sra1,Klhl26,4.430639126422807e-08,-1
Yy1,Chordc1,4.5076371445579765e-08,-1
Nfya,Dhx40,5.1242626226650576e-08,-1
Nfkb1,Samd9l,5.395675287139131e-08,-1
0610031J06Rik,Bsg,5.576578011547746e-08,-1
Ercc2,Uros,5.71303595224285e-08,-1
Bptf,Cdk17,5.7616942744507855e-08,1
Nfix,Prelp,6.127803135926886e-08,-1
Adnp2,Gstm7,6.657310782123128e-08,-1
Thap11,Slc31a1,6.748065734995659e-08,-1
Gtf2f1,8430408G22Rik,7.035542718186659e-08,1
Pias2,0610009B22Rik,7.177945977099077e-08,1
Zbtb42,Abhd4,7.388917653442607e-08,1
Elk4,Ercc2,7.506757217369574e-08,-1
Zbtb6,Enoph1,7.863596803365304e-08,1
Vps72,Dhx40,8.0572922094078e-08,-1
Kdm5a,Zfp292,8.154148752402523e-08,-1
Zfp292,Kdm5a,8.154148752404766e-08,-1
Sox18,Gucy1b3,8.285464959254738e-08,-1
Taf1d,Mettl2,8.620784338266778e-08,-1
Med6,Zfp958,8.811662395317612e-08,-1
Ets2,Zbtb42,8.812187966216283e-08,1
Zbtb42,Ets2,8.812187966216356e-08,1
Stat6,Myh9,9.32962988131342e-08,-1
Ets2,Fads6,9.510711928008756e-08,-1
Irf9,Tyk2,9.523005414120285e-08,-1
Npm1,Lyar,9.720076942223197e-08,-1
Kdm2a,Srcap,1.0670101907255721e-07,-1
Zfp553,Cd2bp2,1.10153309105336e-07,-1
Etv3,Ap1g2,1.1459415509717279e-07,-1
Crebzf,Clk1,1.160348150725444e-07,-1
Foxa2,1810048J11Rik,1.1668383711190934e-07,-1
Fosl2,Rapgef4,1.2191450025555024e-07,-1
Hhex,Cttn,1.234842496121294e-07,-1
Zbtb42,Stard3,1.2785510723165871e-07,1
Ctcf,Phip,1.2845673911028862e-07,1
Creb1,Actr3,1.297373068455635e-07,-1
Zfp592,4930444A02Rik,1.3651880541148356e-07,-1
Smarce1,Zmynd19,1.4106763462829447e-07,-1
Irf3,Arhgef18,1.430057663991892e-07,-1
Irf1,Gbp7,1.4665981794398277e-07,-1
Mbd2,Slx1b,1.4804899957403492e-07,-1
Irf3,Vbp1,1.4999872379290126e-07,1
Nr2f6,Gjb1,1.544270582764683e-07,1
Klf2,Tie1,1.5521688334088582e-07,1
Nr1h4,Rbks,1.5796570800807453e-07,-1
Mll2,Uxt,1.6863509099842061e-07,-1
Ets2,Prodh2,1.7220464778583708e-07,-1
Nfix,Palmd,1.7491493767680443e-07,-1
Dmtf1,Pnpt1,1.7640881175013442e-07,-1
Nfix,Dapk1,1.8080245611273304e-07,-1
Cnbp,Golga7,1.8396563833446513e-07,-1
Ruvbl2,Fam20a,1.8483054629573744e-07,-1
Med26,Nxt1,1.9972707955901765e-07,1
Nr1h4,Cgref1,2.07965686382078e-07,-1
Mysm1,Rps6kb1,2.0825191433977327e-07,-1
Zfp39,2010107H07Rik,2.0984937735528962e-07,1
Msl3,Snrpe,2.1119865809283157e-07,1
Ets2,Myl12b,2.1579416535957348e-07,1
0610031J06Rik,Nup85,2.169606070750328e-07,1
Bdp1,Zcchc11,2.1959610931461911e-07,1
Rcor3,Yap1,2.236291928418346e-07,-1
Lass2,Gstm5,2.251191033721069e-07,1
Sra1,Cic,2.2555042584281878e-07,1
Cic,Sra1,2.2555042584282696e-07,1
Rara,Shc1,2.267364768237239e-07,-1
Pias2,Denr,2.2741105842228758e-07,-1
Zbtb42,Sfmbt1,2.2870831702870094e-07,1
Xrcc5,Pdcd2l,2.3193868240021026e-07,1
Ddx20,Znfx1,2.3277916381350972e-07,1
Hmgb1,Ppp1ca,2.3883743621983867e-07,-1
Med1,Rprd2,2.470019285160328e-07,-1
Nr3c2,Llgl2,2.61067201264046e-07,1
Rbbp5,Nono,2.6699790146033917e-07,-1
Nono,Rbbp5,2.6699790146035733e-07,-1
Hnf1b,Pds5b,2.687842512036635e-07,-1
Irf7,Ifit1,2.6978275145671863e-07,-1
Fubp3,Mgrn1,2.7022979739721706e-07,-1
Zfp639,Papss2,2.7592843590067364e-07,-1
Creb1,Mynn,2.774329785724633e-07,-1
Mynn,Creb1,2.774329785724633e-07,-1
Hnrpdl,Ik,2.881009177253462e-07,-1
Msl3,D19Bwg1357e,2.9494408582240807e-07,1
Zfp292,Snrnp48,2.9555175657756433e-07,-1
Snai2,Abcc9,3.0075715123631826e-07,-1
Ppargc1a,Fam195a,3.052628471073194e-07,-1
Esr1,Ugt2b37,3.123165474474973e-07,-1
Hnrnpd,Skiv2l2,3.293980549274435e-07,-1
Onecut2,5730403B10Rik,3.3189923702868963e-07,-1
Onecut1,Vnn3,3.3588799150939057e-07,-1
Zbtb42,Card10,3.403817939066746e-07,1
Bptf,Phip,3.5011216220601907e-07,-1
Pias1,Ik,3.557382588045272e-07,-1
Sox18,Tinagl1,3.6290848849373564e-07,-1
Taf8,Myo1c,3.6299796039095596e-07,1
Cbx2,Haus4,3.66690198865476e-07,1
Nr1i3,Fabp1,3.7881013949673846e-07,-1
Atf5,Rnd1,3.835335234752575e-07,-1
Xrcc5,E130311K13Rik,3.835981859959483e-07,-1
