GeneSymbol,PValue
Taf6,0.9
Lrrc33,0.9
Xbp1,0.9
Dennd5b,0.9
Dazl,0.9
Gnaz,0.9
Lrrc34,0.9
Noxo1,0.9
Bckdhb,0.9
Gss,0.9
Myl7,0.9
Appbp2,0.9
Six4,0.9
Cenpb,0.9
Scaf1,0.9
Ascl2,0.9
Tdp1,0.9
Msn,0.9
Scand1,0.9
Clip4,0.9
Irx5,0.9
Tradd,0.9
Pcgf1,0.9
Ahnak,0.9
Pfn1,0.9
2010001M06Rik,0.9
Slc25a31,0.9
Zfp691,0.9
Dcp2,0.9
Satb1,0.9
Ythdc1,0.9
Snap91,0.9
Aldh18a1,0.9
AI467606,0.9
Scd1,0.9
Ppan,0.9
Icam1,0.9
D1Pas1,0.9
Nfic,0.9
Brd4,0.9
Acad11,0.9
Grhl1,0.9
Lpgat1,0.9
Atp6v1c2,0.9
Zfp821,0.9
Mmrn2,0.9
Brd7,0.9
Tsr1,0.9
Elk4,1.0
Ldhc,1.0
Chd8,1.0
Rhoc,1.0
Elk3,1.0
Myb,1.0
Ybx1,1.0
Mfsd9,1.0
Phf19,1.0
Dbil5,1.0
1700001G11Rik,1.0
Tfcp2l1,1.0
Klf5,1.0
Zfp654,1.0
Ypel1,1.0
Ubr7,1.0
Car14,1.0
Pcgf2,1.0
Snai3,1.0
Mier1,1.0
Ptpn6,1.0
Bcl3,1.0
Pan3,1.0
Car9,1.0
Nudt8,1.0
Nr3c1,1.0
Mpi,1.0
Shank3,1.0
Uxt,1.0
Rgs19,1.0
1700018B24Rik,1.0
Slc7a7,1.0
Tgfbrap1,1.0
Golph3l,1.0
Phkg2,1.0
Clgn,1.0
Zfp35,1.0
Cnpy3,1.0
Tcf25,1.0
Banp,1.0
Egflam,1.0
Cd59a,1.0
Clybl,1.0
Uba1,1.0
1700019A02Rik,1.0
Klf15,1.0
Mettl5,1.0
Btbd7,1.0
Amph,1.0
Nfe2l3,1.0
Gsg2,1.0
Tram1,1.0
Foxj1,1.0
Taf9b,1.0
Igf2bp2,1.0
1810006K21Rik,1.0
Eprs,1.0
C030006K11Rik,1.0
2410004I01Rik,1.0
Cr1l,1.0
Acacb,1.0
Aldh1l2,1.0
Clock,1.0
Marcksl1,1.0
Zfp354c,1.0
Tbl1xr1,1.0
Fastkd2,1.0
Cd37,1.0
F2r,1.0
E2f4,1.0
Smarca1,1.0
Mesdc2,1.0
Psmb8,1.0
Zfp2,1.0
Olig1,1.0
Ankrd11,1.0
Bmp6,1.0
Arc,1.0
Zfp28,1.0
Rapgef6,1.0
Nr2f6,1.0
Gas2l3,1.0
Phb,1.0
Purb,1.0
Gata4,1.0
Zfp800,1.0
Ubxn8,1.0
Pias4,1.0
Cenpj,1.0
Acd,1.0
Ager,1.0
Tfb1m,1.0
D17Wsu104e,1.0
Stat4,1.0
Chmp4c,1.0
4933411K20Rik,1.0
Dmrta1,1.0
Papss2,1.0
Gm1564,1.0
Jund,1.0
E2f1,1.0
Fam118a,1.0
Ptges2,1.0
B4galnt2,1.0
Nr2f2,1.0
Zfp771,1.0
Rbbp6,1.0
Zfp819,1.0
1700029P11Rik,1.0
Zbtb6,1.0
Zdhhc2,1.0
Mxi1,1.0
Dnlz,1.0
Etv3,1.0
Zfp207,1.0
Ash1l,1.0
Trib2,1.0
Etl4,1.0
Mll3,1.0
Bhlha15,1.0
Dmrtc2,1.0
Taf6l,1.0
4930513N10Rik,1.0
Gtf2b,1.0
Cenpo,1.0
Eno4,1.0
Myst4,1.0
Rfx1,1.0
Sec14l4,1.0
Creb3l2,1.0
Cxcr4,1.0
Pdcl2,1.0
Vamp2,1.0
