TF,Gene,Confidence
Irf5,Batf2,High
Irf5,Bcl2L14,High
Irf5,Cd40,High
Irf5,Cdipt-As1,High
Irf5,Gimap2,High
Irf5,Hoxb13,High
Irf5,Ifi44,High
Irf5,Ifi6,High
Irf5,Ifit3,High
Irf5,Irf9,High
Irf5,Lgals9B,High
Irf5,Mx1,High
Irf5,Rsad2,High
Irf5,Rhebl1,High
Irf5,Aamdc,High
Irf5,Bank1,High
Irf5,Bispr,High
Irf5,C14Orf159,High
Irf5,Cables1,High
Irf5,Camk1G,High
Irf5,Carhsp1,High
Irf5,Cartpt,High
Irf5,Casp1,High
Irf5,Ccl4,High
Irf5,Cxcl10,High
Irf5,Dapp1,High
Irf5,Ddx39B-As1,High
Irf5,Ddx60L,High
Irf5,Dhx58,High
Irf5,Elavl4,High
Irf5,Entpd3,High
Irf5,Epsti1,High
Irf5,Etv4,High
Irf5,Eya1,High
Irf5,Flt3Lg,High
Irf5,Gjd3,High
Irf5,Gzma,High
Irf5,Haus5,High
Irf5,Herc5,High
Irf5,Hla-F,High
Irf5,Ifi44L,High
Irf5,Ifit2,High
Irf5,Igf2Bp3,High
Irf5,Inppl1,High
Irf5,Ints6L-As1,High
Irf5,Jade2,High
Irf5,Kansl1,High
Irf5,Kif6,High
Irf5,L3Mbtl3,High
Irf5,Lalba,High
Irf5,Lef1,High
Irf5,Lgals8-As1,High
Irf5,Linc01158,High
Irf5,Linc01305,High
Irf5,Lzts2,High
Irf5,Mov10,High
Irf5,Myl6B,High
Irf5,Mylpf,High
Irf5,Ncf1B,High
Irf5,Ncf1C,High
Irf5,Nrep,High
Irf5,Oas2,High
Irf5,Oasl,High
Irf5,Parp14,High
Irf5,Patz1,High
Irf5,Pax9,High
Irf5,Pdlim2,High
Irf5,Phka1,High
Irf5,Rhof,High
Irf5,Rmi1,High
Irf5,Sp5,High
Irf5,Tet3,High
Irf5,Tifab,High
Irf5,Tmem106A,High
Irf5,Tnfsf10,High
Irf5,Tnfsf15,High
Irf5,Tor3A,High
Irf5,Ubtf,High
Irf5,Usp18,High
Irf5,Ybx2,High
Irf5,Zadh2,High
Irf5,Zscan2,High
Irf5,Zscan21,High
Irf5,Fundc2P2,High
Irf5,Pmfbp1,High
Irf5,Ucn3,High
Irf5,Bmf,High
Irf5,C2Orf81,High
Irf5,Cc2D1A,High
Irf5,Ccdc34,High
Irf5,Ccdc88B,High
Irf5,Csta,High
Irf5,Ctrc,High
Irf5,Cyth1,High
Irf5,Dapk1,High
Irf5,Ddo,High
Irf5,Def6,High
Irf5,Ell3,High
Irf5,Elovl6,High
Irf5,Ephb1,High
Irf5,Epx,High
Irf5,Ercc5,High
Irf5,Espnl,High
Irf5,Fam117A,High
Irf5,Fgf6,High
Irf5,Fuk,High
Irf5,Gacat3,High
Irf5,Gngt2,High
Irf5,Klhl14,High
Irf5,Naalad2,High
Irf5,Neat1,High
Irf5,Nhlrc4,High
Irf5,Nisch,High
Irf5,Nsmce4A,High
Irf5,Ogfod2,High
Irf5,Ogfr,High
Irf5,Pgap2,High
Irf5,Prkcd,High
Irf5,Rab11Fip4,High
Irf5,Samd9L,High
Irf5,Serpinb9P1,High
Irf5,Sgms1,High
Irf5,Sh2B1,High
Irf5,Slc37A2,High
Irf5,Spag8,High
Irf5,Srgap2,High
Irf5,Tapbpl,High
Irf5,Tas2R10,High
Irf5,Tmem132E,High
Irf5,Tmem5-As1,High
Irf5,Topors-As1,High
Irf5,Traf3Ip3,High
Irf5,Zbtb8B,High
Irf5,Zfyve28,High
Irf5,Arrb2,High
Irf5,C6Orf141,High
Irf5,Cmya5,High
Irf5,Cr1L,High
Irf5,Dst,High
Irf5,Fdxr,High
Irf5,Frmpd2,High
Irf5,Fuz,High
Irf5,Grxcr2,High
Irf5,Homez,High
Irf5,Hrk,High
Irf5,Kcng4,High
Irf5,Klhdc8A,High
Irf5,Mgc16275,High
Irf5,Mrpl28,High
Irf5,Pax8,High
Irf5,Pla2G3,High
Irf5,Pld4,High
Irf5,Pnmal2,High
Irf5,Pou3F2,High
Irf5,Ric3,High
Irf5,Rufy4,High
Irf5,Sfi1,High
Irf5,Slc12A6,High
Irf5,Sox12,High
Irf5,Sprr2C,High
Irf5,Trak1,High
Irf5,Znf839,High
Irf5,Atp2A1,High
Irf5,Bcl11A,High
Irf5,Ccdc77,High
Irf5,Chek2,High
Irf5,Znf32-As2,High
Irf5,Ptpn6,High
Irf5,Lef1-As1,High
Irf5,Mrpl43,High
Irf5,Pak6,High
Irf5,Akap7,High
Irf5,Btn3A3,High
Irf5,C10Orf105,High
Irf5,C1Orf54,High
Irf5,Cd207,High
Irf5,Cd4,High
Irf5,Csmd2,High
Irf5,Cxorf21,High
Irf5,Dennd5B-As1,High
Irf5,Dnase2,High
Irf5,Elmo1,High
Irf5,Frmd4A,High
Irf5,Iqsec1,High
Irf5,Itpkb-It1,High
Irf5,Lims2,High
Irf5,Linc01376,High
Irf5,Lipi,High
Irf5,Mcidas,High
Irf5,Micb,High
Irf5,Nlrc4,High
Irf5,Plcl2,High
Irf5,Prr12,High
Irf5,Rinl,High
Irf5,Scrt2,High
Irf5,Slc13A4,High
Irf5,Triobp,High
Irf5,Wdr49,High
Irf5,Znf646,High
Irf5,Arhgap27,High
Irf5,Ccdc153,High
Irf5,Fchsd1,High
Irf5,Klhl31,High
Irf5,Nfyc,High
Irf5,Tinag,High
Irf5,Kbtbd12,High
Irf5,Linc00528,High
Irf5,Amz2P1,High
Irf5,Ankrd31,High
Irf5,Bahcc1,High
Irf5,Linc01504,High
Irf5,Nfatc2,High
Irf5,Pak1,High
Irf5,Plekhg3,High
Irf5,Rab27B,High
Irf5,Rnaset2,High
Irf5,Ano4,High
Irf5,Arhgap24,High
Irf5,Btn3A2,High
Irf5,C5Orf56,High
Irf5,Cd1A,High
Irf5,Cdx2,High
Irf5,Fam209A,High
Irf5,Fam46B,High
Irf5,Fam72B,High
Irf5,Fam72D,High
Irf5,Fbxo40,High
Irf5,Fcer1A,High
Irf5,Limd1,High
Irf5,Linc00545,High
Irf5,Linc01605,High
Irf5,Mir5188,High
Irf5,Oaz2,High
Irf5,Or11H6,High
Irf5,Paqr9,High
Irf5,Prc1-As1,High
Irf5,Rad51B,High
Irf5,Rgag1,High
Irf5,Rp1,High
Irf5,Sapcd2,High
Irf5,Slc22A8,High
Irf5,Slc24A4,High
Irf5,Snta1,High
Irf5,Sptssb,High
Irf5,Taz,High
Irf5,Tmem202,High
Irf5,A2Ml1,High
Irf5,Adam21,High
Irf5,Atad5,High
Irf5,Erp27,High
Irf5,Fmr1-As1,High
Irf5,Foxn2,High
Irf5,Gal3St4,High
Irf5,Gpr65,High
Irf5,Gpr88,High
Irf5,Ihh,High
Irf5,Il23R,High
Irf5,Klrg1,High
Irf5,Lrrtm4,High
Irf5,Lst1,High
Irf5,Mknk1,High
Irf5,Napsb,High
Irf5,Or6Y1,High
Irf5,Page2,High
Irf5,Pde1B,High
Irf5,Rdh5,High
Irf5,Rnf222,High
Irf5,Samd13,High
Irf5,Scg2,High
Irf5,Slc25A5-As1,High
Irf5,Smg1,High
Irf5,Tal2,High
Irf5,Tas2R50,High
Irf5,Tslp,High
Irf5,Ttc23,High
Irf5,Zfp36L2,High
Irf5,Znf496,High
Irf5,Cacna1G-As1,High
Irf5,Cldn15,High
Irf5,Myl1,High
Irf5,Sds,High
Irf5,Thra1/Btr,High
Irf7,Ifnl3,High
Irf7,Irf7,High
Irf7,Isg15,High
Irf7,Xaf1,High
Irf7,C19Orf66,High
Irf7,Cpt1A,High
Irf7,Dkfzp434L187,High
Irf7,Fam9A,High
Irf7,Linc00158,High
Irf7,Linc00836,High
Irf7,Abcc12,High
Irf7,Cmpk2,High
Irf7,Epsti1,High
Irf7,Ifi6,High
Irf7,Ifnb1,High
Irf7,Irf9,High
Irf7,Mx1,High
Irf7,Rsad2,High
Irf7,Nuak2,High
Irf7,Batf2,High
Irf7,Blnk,High
Irf7,Ddx60,High
Irf7,Ifi44,High
Irf7,Ifi44L,High
Irf7,Ifit1,High
Irf7,Ifit3,High
Irf7,Oas2,High
Irf7,Oasl,High
Irf7,Pcdhb1,High
Irf7,Phf21A,High
Irf7,Socs1,High
Irf7,Trim25,High
Irf7,Cdkn2D,High
Irf7,Ntng2,High
Irf7,Plekha4,High
Irf7,Rara,High
Irf7,Hoxb8,High
Irf7,Vegfa,High
Irf7,Linc01305,High
Irf9,Cd3G,High
Irf9,Clec19A,High
Irf9,Egfem1P,High
Irf9,Gpr65,High
Irf9,Guca1C,High
Irf9,Mb21D1,High
Irf9,Myo3B,High
Irf9,Tmprss11A,High
Irf9,Tuba1C,High
Irf9,Upk3A,High
Irf9,Gpat2,High
Irf9,Mir3681Hg,High
Irf9,Pcdhb16,High
Irf9,Tmed11P,High
Irf9,Gsx1,High
Irf9,Hsh2D,High
Irf9,Adcy7,High
Irf9,C9Orf24,High
Irf9,Ccdc28B,High
Irf9,Cxcl9,High
Irf9,Fchsd1,High
Irf9,Gpr139,High
Irf9,Hla-Dmb,High
Irf9,Ints6L-As1,High
Irf9,Nifk-As1,High
Irf9,Or1N1,High
Irf9,Or2A20P,High
Irf9,Parvg,High
Irf9,Plek,High
Irf9,Pou2F2,High
Irf9,Ppfibp2,High
Irf9,Traf3Ip3,High
Irf9,Xcl2,High
Irf9,Adar,High
Irf9,Adgrf3,High
Irf9,Apol2,High
Irf9,Arhgap30,High
Irf9,Atp1B4,High
Irf9,Bispr,High
Irf9,Bub1B,High
Irf9,Card16,High
Irf9,Casp1P2,High
Irf9,Ccl21,High
Irf9,Cd40,High
Irf9,Ctla4,High
Irf9,Cuedc1,High
Irf9,Def6,High
Irf9,Dtx3L,High
Irf9,Gata3,High
Irf9,Gbp3,High
Irf9,Gngt2,High
Irf9,Ido1,High
Irf9,Ifit5,High
Irf9,Il12A,High
Irf9,Itgal,High
Irf9,Jade2,High
Irf9,Linc00294,High
Irf9,Linc00359,High
Irf9,Linc01358,High
Irf9,Linc01505,High
Irf9,45352,High
Irf9,Mdga1,High
Irf9,Mvb12A,High
Irf9,Ncf1B,High
Irf9,Ncf1C,High
Irf9,Oaf,High
Irf9,Obscn,High
Irf9,Ogfr,High
Irf9,Pigr,High
Irf9,Pkn2-As1,High
Irf9,Pla1A,High
Irf9,Prkd2,High
Irf9,Psmb10,High
Irf9,Psme2,High
Irf9,Rcan2,High
Irf9,Rspo3,High
Irf9,Serpinb9P1,High
Irf9,Slc25A22,High
Irf9,Synj2,High
Irf9,Synpo,High
Irf9,Tagap,High
Irf9,Tapbpl,High
Irf9,Tcp11X2,High
Irf9,Tfap2A-As1,High
Irf9,Tnfsf13B,High
Irf9,Trim21,High
Irf9,Trim34,High
Irf9,Ubd,High
Irf9,Upk1B,High
Irf9,Usp18,High
Irf9,Ap5Z1,High
Irf9,Chst11,High
Irf9,Phka1,High
Irf9,Rfx4,High
Irf9,Sorcs3-As1,High
Irf9,Ankrd12,High
Irf9,Ankrd60,High
Irf9,Apba2,High
Irf9,Arap2,High
Irf9,Arhgap25,High
Irf9,Btk,High
Irf9,C10Orf55,High
Irf9,C19Orf66,High
Irf9,Cdh18,High
Irf9,Cmtr1,High
Irf9,Cnp,High
Irf9,Cxadrp2,High
Irf9,Dennd2D,High
Irf9,Elf4,High
Irf9,Erc2,High
Irf9,Esrrb,High
Irf9,Fam111A,High
Irf9,Fam20A,High
Irf9,Fam26F,High
Irf9,Glis1,High
Irf9,Hdx,High
Irf9,Hla-B,High
Irf9,Hla-J,High
Irf9,Hnrnpkp3,High
Irf9,Hoxb4,High
Irf9,Htr1F,High
Irf9,Iqcf3,High
Irf9,Kirrel3,High
Irf9,Kiz-As1,High
Irf9,Lemd1,High
Irf9,Linc00114,High
Irf9,Linc00558,High
Irf9,Linc01036,High
Irf9,Linc01082,High
Irf9,Linc01121,High
Irf9,Linc01486,High
Irf9,Linc01600,High
Irf9,Lmo1,High
Irf9,Lrrc4C,High
Irf9,Mir3142Hg,High
Irf9,Mir31Hg,High
Irf9,Mov10,High
Irf9,Mst1R,High
Irf9,Ncam1,High
Irf9,Nfkbiz,High
Irf9,Nub1,High
Irf9,Nutm2A-As1,High
Irf9,Pcdh11Y,High
Irf9,Plek2,High
Irf9,Psmb9,High
Irf9,Rasgrp1,High
Irf9,Rhbdf2,High
Irf9,Rnasel,High
Irf9,Rph3A,High
Irf9,Rps16P5,High
Irf9,Runx3,High
Irf9,Scml4,High
Irf9,Setd1B,High
Irf9,Sfta3,High
Irf9,Siglec1,High
Irf9,Ssx2Ip,High
Irf9,St8Sia2,High
Irf9,Stat5A,High
Irf9,Tbkbp1,High
Irf9,Tbr1,High
Irf9,Tdrd7,High
Irf9,Tjap1,High
Irf9,Tmem229B,High
Irf9,Ttn-As1,High
Irf9,Ube2L6,High
Irf9,Unc93B1,High
Irf9,Znf579,High
Irf9,Znfx1,High
Irf9,Cfap99,High
Irf9,Dbx1,High
Irf9,Ube2L3,High
Irf9,Matn3,High
Irf9,Aanat,High
Irf9,Ccdc88B,High
Irf9,Cd1A,High
Irf9,Cd5L,High
Irf9,Cxxc1,High
Irf9,Fam19A3,High
Irf9,Fam46D,High
Irf9,Fbxo41,High
Irf9,Helz2,High
Irf9,Hist1H2Ah,High
Irf9,Igdcc4,High
Irf9,Linc01331,High
Irf9,Micb,High
Irf9,Ms4A18,High
Irf9,Or52N2,High
Irf9,Pdcd1,High
Irf9,Plac8,High
Irf9,Rara,High
Irf9,Rhd,High
Irf9,Scpep1,High
Irf9,Stmn3,High
Irf9,Tnfaip2,High
Irf9,Arhgap27,High
Irf9,Casc20,High
Irf9,Clvs2,High
Irf9,Erp27,High
Irf9,Linc00934,High
Irf9,Linc01117,High
Irf9,Linc01317,High
Irf9,Linc01492,High
Irf9,Npy5R,High
Irf9,Prdm11,High
Irf9,Sbk1,High
Irf9,Zbtb20-As3,High
Irf9,Cxcl12,High
Irf9,Gga1,High
Irf9,Lsp1,High
Irf9,Meikin,High
Irf9,Tktl2,High
Irf9,Alkbh3-As1,High
Irf9,Ccl8,High
Irf9,Dgat2L6,High
Irf9,Dsg1-As1,High
Irf9,Firre,High
Irf9,Gng2,High
Irf9,Gpc6-As1,High
Irf9,Il18,High
Irf9,Klhdc4,High
Irf9,Lax1,High
Irf9,Linc00974,High
Irf9,Lpin1,High
Irf9,Mnda,High
Irf9,Pcdh9-As4,High
Irf9,Rxrg,High
Irf9,Scgb1A1,High
Irf9,Serhl2,High
Irf9,Slc9B1,High
Irf9,Slfn12,High
Irf9,Znf385D-As1,High
Irf9,Kcnk10,High
Irf9,Schip1,High
Irf9,Tmprss11Bnl,High
Irf9,Adamts17,High
Irf9,B3Gnt7,High
Irf9,Blnk,High
Irf9,Camk1G,High
Irf9,Cd40Lg,High
Irf9,Cdipt-As1,High
Irf9,Coro2B,High
Irf9,Dctn1-As1,High
Irf9,Dkfzp434I0714,High
Irf9,Dmrt2,High
Irf9,Dpf1,High
Irf9,Faslg,High
Irf9,Fcgr2C,High
Irf9,Hunk,High
Irf9,Ifnb1,High
Irf9,Itpkb-It1,High
Irf9,Lst1,High
Irf9,Mir155Hg,High
Irf9,Myo1F,High
Irf9,Nlrc4,High
Irf9,Ntm,High
Irf9,Pax3,High
Irf9,Pcdh8,High
Irf9,Plekhb1,High
Irf9,Pou3F3,High
Irf9,Ppp2R2B,High
Irf9,Rgs10,High
Irf9,Salrna1,High
Irf9,Slc13A4,High
Irf9,Slc8A3,High
Irf9,Snx20,High
Irf9,Sp100,High
Irf9,Tmem106A,High
Irf9,Trim25,High
Irf9,Triobp,High
Irf9,Ubtf,High
Irf9,Was,High
Irf9,Apobec3C,High
Irf9,Bpifb3,High
Irf9,C7Orf31,High
Irf9,Carhsp1,High
Irf9,Ccl4,High
Irf9,Cpne7,High
Irf9,Ephb6,High
Irf9,Fezf1,High
Irf9,Gpm6B,High
Irf9,Il16,High
Irf9,Jarid2,High
Irf9,Ltb,High
Irf9,Nalcn-As1,High
Irf9,Or13C4,High
Irf9,Pax8,High
Irf9,Pde1B,High
Irf9,Prr5L,High
Irf9,Rgs4,High
Irf9,St6Galnac5,High
Irf9,Thra1/Btr,High
Irf9,Ube2U,High
Irf9,Zfp90,High
Irf9,Znf385A,High
Irf9,Zscan10,High
Irf9,Ankrd53,High
Irf9,Ctsk,High
Irf9,Gucy2Gp,High
Irf9,Ifnlr1,High
Irf9,Sfrp1,High
Irf9,Casc22,High
Irf9,Cd163L1,High
Irf9,Cnpy1,High
Irf9,Csk,High
Irf9,Hopx,High
Irf9,Kiaa1024,High
Irf9,Linc01206,High
Irf9,Linc01363,High
Irf9,Magi1-As1,High
Irf9,Mllt6,High
Irf9,Nudt4P2,High
Irf9,Pkia,High
Irf9,Tmprss15,High
Irf9,Ubash3A,High
Irf9,Wipf1,High
Irf9,Adgrl1,High
Irf9,Ano4,High
Irf9,Atp8A1,High
Irf9,Bhlhe41,High
Irf9,Emilin1,High
Irf9,Espl1,High
Irf9,Eya1,High
Irf9,Linc00545,High
Irf9,Med4-As1,High
Irf9,Myl6B,High
Irf9,Page2,High
Irf9,Rnf222,High
Irf9,Tal2,High
Irf9,Zc3H12D,High
Irf9,Znf583,High
Irf9,Angptl6,High
Irf9,Btc,High
Irf9,Hhip,High
Irf9,Iqsec2,High
Irf9,Mlkl,High
Irf9,Shisa5,High
Irf9,Smim2,High
Irf9,Sumo1P1,High
Irf9,Or5P3,High
Irf9,Scarna1,High
Irf9,Shank2-As3,High
Irf9,Coro6,High
Irf9,Pacsin2,High
Irf9,Asb2,High
Irf9,Linc00539,High
Irf9,Myb,High
Irf9,Foxn3-As2,High
Irf9,Ikzf3,High
Irf9,Kiaa1324,High
Irf9,Linc01029,High
Irf9,Linc01524,High
Irf9,Tlx2,High
Irf9,Adtrp,High
Irf9,Blid,High
Irf9,Clecl1,High
Irf9,Fcrl5,High
Irf9,Linc00484,High
Irf9,Linc00572,High
Irf9,Lrp1-As,High
Irf9,Mln,High
Irf9,Patl2,High
Irf9,Sash3,High
Irf9,Spink4,High
Irf9,C9Orf135,High
Irf9,Cacng1,High
Irf9,Cdon,High
Irf9,Cftr,High
Irf9,Jdp2,High
Irf9,Ptger4,High
Irf9,Sox3,High
Irf9,Trim2,High
Irf9,Apol3,High
Irf9,Chi3L2,High
Irf9,Jph4,High
Irf9,Lhfpl3-As1,High
Irf9,Linc01031,High
Irf9,Linc01381,High
Irf9,Stxbp5L,High
Irf9,Sult6B1,High
Irf9,Tbc1D3,High
Irf9,Tbc1D3E,High
Irf9,Tmc2,High
Irf9,Zfp57,High
Irf9,Crisp1,High
Irf9,Cryba4,High
Irf9,Fcamr,High
Irf9,G6Pd,High
Irf9,L1Td1,High
Irf9,Linc00602,High
Irf9,Ltbp3,High
Irf9,Mir217Hg,High
Irf9,Rapgef4-As1,High
Irf9,Shox2,High
Irf9,Sprr2C,High
Irf9,Ccdc153,High
Irf9,Chd3,High
Irf9,Gfap,High
Irf9,Hpgds,High
Irf9,Map3K13,High
Irf9,Rnf216-It1,High
Irf9,Kiaa1024L,High
Irf9,C5Orf56,High
Irf9,Cmpk2,High
Irf9,Ddx60,High
Irf9,Eif2Ak2,High
Irf9,Epsti1,High
Irf9,Herc6,High
Irf9,Ifi44L,High
Irf9,Ifi6,High
Irf9,Irf1,High
Irf9,Irf9,High
Irf9,Isg15,High
Irf9,Mx1,High
Irf9,Mx2,High
Irf9,Oas2,High
Irf9,Oasl,High
Irf9,Parp12,High
Irf9,Parp14,High
Irf9,Rsad2,High
Irf9,Samd9L,High
Irf9,Smtnl1,High
Irf9,Xaf1,High
Irf9,Batf2,High
Irf9,Csf1,High
Irf9,Flt3Lg,High
Irf9,Gbp1P1,High
Irf9,Ifi44,High
Irf9,Linc00487,High
Irf9,Samd9,High
Irf9,Cxcl10,High
Irf9,Hla-F,High
Irf9,Ifnl3,High
Irf9,Linc00836,High
Irf9,Megf11,High
Irf9,Oas1,High
Irf9,Parp9,High
Irf9,Ddx58,High
Irf9,Ddx60L,High
Irf9,Mir4725,High
Irf9,Nlrc5,High
Irf9,Pgm5P4-As1,High
Irf9,Pml,High
Irf9,Apol4,High
Irf9,Linc01102,High
Irf9,Ucn3,High
Irf9,Ciita,High
Irf9,Hla-Drb6,High
Irf9,Bach2,High
Irf9,Casp1,High
Irf9,Etv7,High
Irf9,Hivep3,High
Irf9,Ifih1,High
Irf9,Ifit3,High
Irf9,Irf7,High
Irf9,Mdk,High
Irf9,Mir7515Hg,High
Irf9,Parp10,High
Irf9,Rnf213,High
Irf9,Rtp4,High
Irf9,Stat1,High
Irf9,Tap1,High
Irf9,Gbp5,High
Irf9,Irf5,High
Irf9,Kcna3,High
Irf9,Rhoh,High
Irf9,Apol6,High
Irf9,Cxcl11,High
Irf9,Plekhf1,High
Irf9,Herc5,High
Irf9,Linc01548,High
Irf9,Mir3179-1,High
Irf9,Linc01603,High
Irf9,Tmem174,High
Irf9,Btn3A3,High
Irf9,Ifi35,High
Irf9,Il12Rb1,High
Irf9,Snora71D,High
Irf9,Aim2,High
Irf9,Apobec3F,High
Irf9,Btn3A1,High
Irf9,Cd74,High
Irf9,Dapp1,High
Irf9,Gbp4,High
Irf9,Ifitm1,High
Irf9,Lgals3Bp,High
Irf9,Plekha4,High
Irf9,Sp110,High
Irf9,Tfap2E,High
Irf9,Or2K2,High
Irf9,Trim22,High
Irf9,Atp13A4-As1,High
Irf9,Rbp2,High
Irf9,Lgals17A,High
Irf9,Or5B3,High
Irf9,Tgfb2-As1,High
Irf9,Znf197-As1,High
Irf9,Fam74A3,High
Irf9,Hyalp1,High
Irf9,Mir628,High
Irf9,Plekhg7,High
Irf9,Sprr2B,High
Irf9,Cd48,High
Irf9,Cdc25B,High
Irf9,Hla-Dra,High
Irf9,Il21R,High
Irf9,Il2Rg,High
Irf9,Mapre3,High
Irf9,Mir3161,High
Irf9,Napsb,High
Irf9,Nrm,High
Irf9,Ptpn6,High
Irf9,Tmem74B,High
Irf9,Ervv-1,High
Irf9,Hla-Dqb2,High
Irf9,Mir7107,High
Irf9,Mmp25-As1,High
Irf9,Slc16A12-As1,High
Irf9,Zswim8-As1,High
Irf9,Akna,High
Irf9,Ikzf1,High
Irf9,Linc01298,High
Irf9,Mob3C,High
Irf9,Col13A1,High
Irf9,Tex11,High
Irf9,Aa06,High
Irf9,Apobec3G,High
Irf9,Myadml2,High
Irf9,Psd4,High
Irf9,Unc5A,High
Irf9,Sprr2F,High
Irf9,Pmchl1,High
Irf9,Bsx,High
Irf9,C1Orf61,High
Irf9,Card17,High
Irf9,Ccl19,High
Irf9,Cdh3,High
Irf9,Dchs2,High
Irf9,Dhx58,High
Irf9,Erich3-As1,High
Irf9,Fer1L6-As2,High
Irf9,Fyb,High
Irf9,Gbp6,High
Irf9,Gdnf,High
Irf9,Ifit1,High
Irf9,Il19,High
Irf9,Il21-As1,High
Irf9,Jakmip1,High
Irf9,Kcnmb2,High
Irf9,Lcp2,High
Irf9,Linc00397,High
Irf9,Linc01215,High
Irf9,Linc01504,High
Irf9,Lpp,High
Irf9,Mir9-3Hg,High
Irf9,Nos2,High
Irf9,Ntng2,High
Irf9,Nuak2,High
Irf9,Otx2,High
Irf9,Pknox2-As1,High
Irf9,Ptchd1-As,High
Irf9,Rufy4,High
Irf9,Slc15A3,High
Irf9,Slc39A12-As1,High
Irf9,St7-As2,High
Irf9,Stat4,High
Irf9,Tapbp,High
Irf9,Tpte2,High
Irf9,Zbp1,High
Irf9,Zfx-As1,High
Irf9,Znf479,High
Irf9,Usp12-As1,High
Irf9,Crybb2,High
Irf9,Fgf6,High
Irf9,Gzma,High
Irf9,Klhl14,High
Irf9,Neat1,High
Irf9,Rarres3,High
Irf9,Tac1,High
Irf9,Uba7,High
Irf9,Cxcr2P1,High
Irf9,Dapk2,High
Irf9,Linc01509,High
Irf9,Pcat5,High
Irf9,Smad1-As1,High
Irf9,Snora54,High
Irf9,Btn3A2,High
Irf9,Ckmt1A,High
Irf9,Il5,High
Irf9,Krtap26-1,High
Irf9,Ly6E,High
Irf9,Mir3149,High
Irf9,Phf11,High
Irf9,Prkcg,High
Irf9,Scarna5,High
Irf9,Spata21,High
Irf9,Tpo,High
Irf9,Lrrc52,High
Irf9,Stat6,High
Irf9,Wdr49,High
Irf9,Ces5Ap1,High
Irx4,Brwd1-As1,High
Irx4,Clca2,High
Irx4,Serpinb5,High
Irx4,Mir7-3,High
Irx4,Or11A1,High
Irx4,Or2Ag1,High
Irx4,Helt,High
Irx4,Krt35,High
Irx4,Krtap17-1,High
Irx4,Ms4A15,High
Irx4,Irx4,High
Irx4,Or12D2,High
Irx4,Krt16,High
Isl1,Hoxd11,High
Isl1,Opn1Lw,High
Isl1,Or5A1,High
Isl1,Six3-As1,High
Isl1,Or2L13,High
Isl2,C17Orf82,High
Isl2,Linc00305,High
Isl2,Linc01021,High
Isl2,St8Sia2,High
Jun,Atf3,High
Jun,Avpi1,High
Jun,C8Orf4,High
Jun,Gem,High
Jun,Jun,High
Jun,Jund,High
Jun,Klf6,High
Jun,Nr4A3,High
Jun,Osm,High
Jun,Ppp1R15A,High
Jun,Ptprg-As1,High
Jun,Egr2,High
Jun,Trib1,High
Jun,Egr1,High
Jun,Cyr61,High
Jun,Hcar2,High
Jun,Hcar3,High
Jun,Mir7845,High
Jun,Ptgs2,High
Jun,Adrb1,High
Jun,Areg,High
Jun,Bdnf,High
Jun,Bmp10,High
Jun,Cbarp,High
Jun,Celf2-As1,High
Jun,Chac1,High
Jun,Cytip,High
Jun,Ddit4,High
Jun,Dusp2,High
Jun,Ereg,High
Jun,Flj31356,High
Jun,Gadd45B,High
Jun,Ier2,High
Jun,Junb,High
Jun,Linc01089,High
Jun,Lonrf1,High
Jun,Map1Lc3A,High
Jun,Nfil3,High
Jun,Nr4A1,High
Jun,Olr1,High
Jun,Or2A14,High
Jun,Ptp4A1,High
Jun,Rel,High
Jun,Rnf113B,High
Jun,Tiparp,High
Jun,Ubc,High
Jun,Zbtb20,High
Jun,Zfp36,High
Jun,Znf331,High
Jun,Zfp36L1,High
Jun,Adcyap1,High
Jun,Arid5A,High
Jun,Arl4C,High
Jun,Casp9,High
Jun,Cebpb,High
Jun,Cyyr1-As1,High
Jun,Gprc5A,High
Jun,Gucy2Gp,High
Jun,Hdc,High
Jun,Hoxb13,High
Jun,Hoxc13,High
Jun,Itprip,High
Jun,Klhl40,High
Jun,Linc00473,High
Jun,Mir3945Hg,High
Jun,Npas4,High
Jun,Or10A5,High
Jun,Or9G4,High
Jun,Rtbdn,High
Jun,Samd4A,High
Jun,Sema3B,High
Jun,Siah2,High
Jun,Sik1,High
Jun,Stac2,High
Jun,Tmem200C,High
Jun,Xirp2,High
Jun,Rgs2,High
Jun,Abcc13,High
Jun,Alkbh3-As1,High
Jun,Ank1,High
Jun,Ankrd20A9P,High
Jun,Anks1B,High
Jun,Btg1,High
Jun,C10Orf11,High
Jun,C7Orf62,High
Jun,C9Orf3,High
Jun,Cckbr,High
Jun,Cga,High
Jun,Chst8,High
Jun,Cnn1,High
Jun,Coro2B,High
Jun,Creb5,High
Jun,Csnk1E,High
Jun,Dab1,High
Jun,Dkfzp434I0714,High
Jun,Dthd1,High
Jun,Dusp13,High
Jun,Emd,High
Jun,Fam131A,High
Jun,Fam180A,High
Jun,Fbxo3-As1,High
Jun,Fosl2,High
Jun,Gapdhs,High
Jun,Gata6,High
Jun,Gpr20,High
Jun,Gramd3,High
Jun,Grm6,High
Jun,H3F3B,High
Jun,Hoxd3,High
Jun,Il7R,High
Jun,Inpp4B,High
Jun,Itpk1-As1,High
Jun,Kcna5,High
Jun,Klf3-As1,High
Jun,Linc00202-2,High
Jun,Linc00211,High
Jun,Linc00862,High
Jun,Linc00992,High
