training_node.csvsource,target,Input
Mecp2,Akap10,High
Mecp2,Atn1,High
Mecp2,Chmp1A,High
Mecp2,Dip2A,High
Mecp2,Exoc3,High
Mecp2,Gba2,High
Mecp2,Gse1,High
Mecp2,Phrf1,High
Mecp2,Ppp6R3,High
Mecp2,Rnf220,High
Mecp2,Sema4C,High
Mecp2,Tbrg1,High
Mecp2,Tead3,High
Mecp2,Tnrc18,High
Mecp2,Znf276,High
Mecp2,Znf335,High
Mecp2,Znf629,High
Mecp2,Jade1,High
Mef2D,Rnf44,High
Mef2D,Adgre5,High
Mef2D,Arl4C,High
Mef2D,Bcl7A,High
Mef2D,Cnnm2,High
Mef2D,Cpeb4,High
Mef2D,Dact3-As1,High
Mef2D,Foxo3,High
Mef2D,Hbegf,High
Mef2D,Hdac5,High
Mef2D,Junb,High
Mef2D,Kif21B,High
Mef2D,Klf6,High
Mef2D,Klf9,High
Mef2D,Klhl21,High
Mef2D,Lmcd1,High
Mef2D,Nr4A2,High
Mef2D,Per1,High
Mef2D,Rab11B,High
Mef2D,Rasa3,High
Mef2D,Rhob,High
Mef2D,Rnf19A,High
Mef2D,Tsc22D3,High
Mef2D,Ubald2,High
Mef2D,Zfand5,High
Mef2D,Cebpb,High
Mef2D,Egr1,High
Mef2D,Jade1,High
Mef2D,Kank1,High
Mef2D,Lats2,High
Mef2D,Phf13,High
Mef2D,Rbm24,High
Mef2D,Rhou,High
Mef2D,Siah2,High
Mef2D,Srf,High
Mef2D,Tcf7L1,High
Mef2D,Tead1,High
Mef2D,Gdf7,High
Mef2D,Creb5,High
Mef2D,Nfil3,High
Mef2D,Tacc1,High
Meis1,Colca1,High
Meis1,Hydin2,High
Meis1,Or7E12P,High
Meis1,Prtg,High
Meis1,Smad7,High
Meis3,Adgrg1,High
Meis3,Cercam,High
Meis3,Fhl3,High
Meis3,Gpc4,High
Meis3,Hspb2,High
Meis3,Pag1,High
Meis3,Palld,High
Meis3,Ptgis,High
Meis3,Rgma,High
Meis3,Tmem200A,High
Mesp1,Actl8,High
Mesp1,Agpat2,High
Mesp1,Alpk2,High
Mesp1,Ankrd9,High
Mesp1,Arhgef16,High
Mesp1,Bri3,High
Mesp1,C7Orf50,High
Mesp1,Chchd10,High
Mesp1,Cldn3,High
Mesp1,Dmtn,High
Mesp1,Dok7,High
Mesp1,Enpp7,High
Mesp1,Faap20,High
Mesp1,Isoc2,High
Mesp1,Itpka,High
Mesp1,Lamtor4,High
Mesp1,Lgals4,High
Mesp1,Linc01565,High
Mesp1,Ltbp3,High
Mesp1,Metrn,High
Mesp1,Mzt2A,High
Mesp1,Mzt2B,High
Mesp1,Nanos3,High
Mesp1,Nat16,High
Mesp1,Neurod2,High
Mesp1,Or7E47P,High
Mesp1,Pnpla2,High
Mesp1,Ppdpf,High
Mesp1,Rtn4R,High
Mesp1,Sdc1,High
Mesp1,Sdhaf1,High
Mesp1,Slc2A8,High
Mesp1,Smim6,High
Mesp1,Snx21,High
Mesp1,Tmem200B,High
Mesp1,Tpgs1,High
Mesp1,Trpv3,High
Mesp1,Twf2,High
Mesp1,Unc93B1,High
Mixl1,Lhx8,High
Mixl1,Or3A3,High
Mixl1,Dhrs2,High
Mixl1,Frmd8P1,High
Mlx,Crb3,High
Mlx,Igf2R,High
Mlx,Il1R2,High
Mlx,Ninj2,High
Mlx,Zfat,High
Mlx,Arfgef2,High
Mlx,Atg3,High
Mlx,C1Orf43,High
Mlx,Cdk4,High
Mlx,Cltc,High
Mlx,Commd9,High
Mlx,Dnajc8,High
Mlx,Eif3A,High
Mlx,Eif4G1,High
Mlx,Erp29,High
Mlx,Fbxo10,High
Mlx,Gns,High
Mlx,Lamp1,High
Mlx,Laptm4A,High
Mlx,Mfsd5,High
Mlx,Naa50,High
Mlx,Nfatc3,High
Mlx,Pdcd6Ip,High
Mlx,Pip4K2C,High
Mlx,Plbd2,High
Mlx,Rab7A,High
Mlx,Slc35F6,High
Mlx,Slc4A2,High
Mlx,Snap29,High
Mlx,Snx2,High
Mlx,Timm8A,High
Mlx,Ubn1,High
Mlx,Usp32,High
Mlx,Vps33A,High
Mlx,Kat5,High
Mlx,Sae1,High
Mlx,Slc31A2,High
Mlx,Utp18,High
Mlx,Alg3,High
Mlx,Atic,High
Mlx,Atp6V0C,High
Mlx,Atp6V1G1,High
Mlx,Atxn1L,High
Mlx,Cdv3,High
Mlx,Ddb1,High
Mlx,Ece2,High
Mlx,Faf1,High
Mlx,Flvcr2,High
Mlx,Gapdh,High
Mlx,Grn,High
Mlx,Lrpprc,High
Mlx,Napa,High
Mlx,Orai1,High
Mlx,Sdf4,High
Mlx,Emc2,High
Mlx,Ccdc47,High
Mlx,Coa7,High
Mlx,Eftud2,High
Mlx,Snx8,High
Mlx,Tpp1,High
Mlx,Aatf,High
Mlx,Atp6V0E1,High
Mlx,Fam168B,High
Mlx,Fgg,High
Mlx,Gpx1,High
Mlx,Mitd1,High
Mlx,Myl12A,High
Mlx,Ppib,High
Mlx,Rab11Fip1,High
Mlx,Rad23A,High
Mlx,Rpa1,High
Mlx,Sumo3,High
Mlx,Tbx4,High
Mlx,Tpd52L1,High
Mlx,Abracl,High
Mlx,Cfl1,High
Mlx,Ctsa,High
Mlx,Dnaja3,High
Mlx,Efl1,High
Mlx,Extl3,High
Mlx,Fam83H,High
Mlx,Fkbp5,High
Mlx,Galk2,High
Mlx,Letm1,High
Mlx,Mief1,High
Mlx,Mtch2,High
Mlx,Serbp1,High
Mlx,Trub2,High
Mlx,Usp27X,High
Mlx,Klf13,High
Mlx,Pepd,High
Mlx,Plec,High
Mlx,Plin2,High
Mlx,Ptprf,High
Mlx,Uqcrc2,High
Mlx,Ldha,High
Mlx,Bcl9L,High
Mlx,C1Qbp,High
Mlx,Gdi2,High
Mlx,Guf1,High
Mlx,Hbp1,High
Mlx,Hdlbp,High
Mlx,Ipo13,High
Mlx,Knop1,High
Mlx,Lig3,High
Mlx,Mical2,High
Mlx,Mrpl36,High
Mlx,Natd1,High
Mlx,Neu1,High
Mlx,Nln,High
Mlx,Pop1,High
Mlx,Ptdss1,High
Mlx,Sh3Kbp1,High
Mlx,Smg6,High
Mlx,Tjp3,High
Mxd4,Rhebl1,High
Mxi1,Crebrf,High
Mxi1,Epb41L4B,High
Mxi1,Fam117B,High
Mxi1,Fam13A,High
Mxi1,Magi1,High
Mxi1,Nr1D2,High
Mxi1,Rida,High
Mxi1,Tshz1,High
Myb,Azu1,High
Myb,Ctsg,High
Myb,Plppr3,High
Myb,Col17A1,High
Mybl2,Bub1,High
Mybl2,Bub1B,High
Mybl2,Cdc20,High
Mybl2,Cdc45,High
Mybl2,Cdca2,High
Mybl2,E2F8,High
Mybl2,Kif2C,High
Mybl2,Rrm2,High
Mybl2,Wdr62,High
Mybl2,Ckap2L,High
Mybl2,Asf1B,High
Mybl2,Kif18B,High
Mybl2,Kif23,High
Mybl2,Melk,High
Mybl2,Pbk,High
Mybl2,Uhrf1,High
Mybl2,Kif20A,High
Mycn,Adarb2-As1,High
Mycn,Cux2,High
Myf6,Chrnd,High
Myf6,Klhl41,High
Myf6,Dusp13,High
Myf6,Rcan1,High
Myf6,Ttn,High
Myf6,Actn2,High
Myf6,Ckm,High
Myf6,Myh7,High
Myf6,Xirp2,High
Myod1,Mylk2,High
Myod1,Myo18B,High
Myod1,Zdhhc22,High
Mzf1,Acap1,High
Mzf1,Adm5,High
Mzf1,Afg3L1P,High
Mzf1,Ankrd23,High
Mzf1,Anks3,High
Mzf1,Asb3,High
Mzf1,Atat1,High
Mzf1,Baiap2L2,High
Mzf1,Ccdc154,High
Mzf1,Ccdc88B,High
Mzf1,Clk1,High
Mzf1,Clk2,High
Mzf1,Dmpk,High
Mzf1,Dnajc4,High
Mzf1,Efhc1,High
Mzf1,Fam89B,High
Mzf1,Flrt1,High
Mzf1,Foxd4,High
Mzf1,Gdpd3,High
Mzf1,Grik5,High
Mzf1,Hmbox1,High
Mzf1,Ift140,High
Mzf1,Igf2Bp3,High
Mzf1,Kcnd1,High
Mzf1,Kctd13,High
Mzf1,Klk10,High
Mzf1,Kri1,High
Mzf1,Lat,High
Mzf1,Lcn10,High
Mzf1,Linc00482,High
Mzf1,Max,High
Mzf1,Msantd2,High
Mzf1,Mst1,High
Mzf1,Nlgn2,High
Mzf1,Npff,High
Mzf1,Numbl,High
Mzf1,Pan2,High
Mzf1,Paqr6,High
Mzf1,Plin5,High
Mzf1,Podnl1,High
Mzf1,Pou6F1,High
Mzf1,Prss53,High
Mzf1,Pyy2,High
Mzf1,Sh3Bp5L,High
Mzf1,Slc5A11,High
Mzf1,Slc6A16,High
Mzf1,Srpk3,High
Mzf1,St20,High
Mzf1,Tgm1,High
Mzf1,Tmem91,High
Mzf1,Tmprss5,High
Mzf1,Upk1A,High
Mzf1,Wnt16,High
Mzf1,Ypel4,High
Mzf1,Zbtb25,High
Mzf1,Znf558,High
Mzf1,Znf692,High
Mzf1,Arhgef10L,High
Mzf1,Capn10,High
Mzf1,Croccp2,High
Mzf1,Fam193B,High
Mzf1,Rfx1,High
Mzf1,St8Sia5,High
Mzf1,Zdhhc8,High
Mzf1,Cdk10,High
Mzf1,Cflar,High
Mzf1,Cldn9,High
Mzf1,Flt3Lg,High
Mzf1,Haghl,High
Mzf1,Inafm1,High
Mzf1,Itga10,High
Mzf1,Kat2A,High
Mzf1,Klk14,High
Mzf1,Klk4,High
Mzf1,Nat14,High
Mzf1,Pspn,High
Mzf1,Rnf183,High
Mzf1,Tbx19,High
Mzf1,Trim50,High
Mzf1,Vegfa,High
Mzf1,Whrn,High
Mzf1,Znf205,High
Mzf1,Znf580,High
Nelfe,Cystm1,High
Nelfe,Ercc1,High
Nelfe,Hmga1,High
Nelfe,Sh2D5,High
Nelfe,Sptan1,High
Neurod2,Prr35,High
Nfatc2,Nynrin,High
Nfatc2,Syne1,High
Nfatc2,Tnf,High
Nfatc2,Enc1,High
Nfatc2,Matn2,High
Nfatc2,Trhde,High
Nfatc2,Aff3,High
Nfatc2,Amot,High
Nfatc2,Ano4,High
Nfatc2,Bdh1,High
Nfatc2,Ctsh,High
Nfatc2,Elmo1,High
Nfatc2,Fam117A,High
Nfatc2,Palmd,High
Nfatc2,Pbxip1,High
Nfatc2,Rab37,High
Nfatc2,Rnd2,High
Nfatc2,Sema6D,High
Nfatc2,Tespa1,High
Nfatc2,Tigd3,High
Nfatc3,Apobec2,High
Nfatc3,Foxn3,High
Nfatc3,Ndufs1,High
Nfatc3,Smg6,High
Nfatc3,Snx30,High
Nfatc3,Tjp3,High
Nfe2L1,Chst9,High
Nfe2L1,Coq9,High
Nfe2L1,Dennd4C,High
Nfe2L1,Gpr146,High
Nfe2L1,Hnf1A,High
Nfe2L1,Mical2,High
Nfe2L1,Nfatc3,High
Nfe2L1,Ptgr1,High
Nfe2L1,Rora,High
Nfe2L1,Sh3D19,High
Nfe2L1,Shbg,High
Nfe2L1,Stard8,High
Nfe2L1,Thra,High
Nfe2L1,Thtpa,High
Nfe2L1,Usp13,High
Nfe2L2,Hsd17B2,High
Nfe2L2,Kiaa1217,High
Nfe2L2,Lbr,High
Nfe2L2,Spred2,High
Nfe2L2,Tjp2,High
Nfe2L2,Clic4,High
Nfe2L2,Igf2Bp3,High
Nfe2L2,Mob3C,High
Nfe2L2,Cd14,High
Nfe2L2,Rbm47,High
Nfe2L2,Scaper,High
Nfe2L2,Bfsp2,High
Nfe2L2,Hivep3,High
Nfe2L2,Rarb,High
Nfe2L2,Stard4,High
Nfe2L3,Znf428,High
Nfib,Dpf3,High
Nfib,Nr3C1,High
Nfib,Pan3,High
Nfil3,Chac1,High
Nfil3,Gabarapl1,High
Nfil3,Klf6,High
Nfil3,Mxd1,High
Nfil3,Tsc22D2,High
Nfil3,Zbtb21,High
Nfil3,Bhlhe40,High
Nfil3,Ift43,High
Nfil3,Il1Rn,High
Nfil3,Ptp4A1,High
Nfil3,Arg2,High
Nfil3,Btg1,High
Nfil3,Cebpb,High
Nfil3,Chga,High
Nfil3,Josd1,High
Nfil3,Jun,High
Nfil3,Klhl15,High
Nfil3,Lonrf3,High
Nfil3,Tef,High
Nfil3,Trib1,High
Nfil3,Areg,High
Nfil3,Arl5B,High
Nfil3,Bcl6,High
Nfil3,Cited2,High
Nfil3,Fgf23,High
Nfil3,Gadd45G,High
Nfil3,Hal,High
Nfil3,Insig1,High
Nfil3,Itprip,High
Nfil3,Jund,High
Nfil3,Linc00313,High
Nfil3,Linc01348,High
Nfil3,Lox,High
Nfil3,Ppp1R15A,High
Nfil3,Rcan1,High
Nfil3,Zc3H13,High
Nfil3,Znf460,High
Nfil3,Fam167A,High
Nfil3,Map3K8,High
Nfil3,Tfrc,High
Nfil3,Camk2N2,High
Nfil3,Fos,High
Nfil3,Got1,High
Nfil3,Mefv,High
Nfil3,P4Ha1,High
Nfil3,Rhob,High
Nfil3,Srf,High
Nfil3,Tiparp,High
Nfil3,Tm4Sf20,High
Nfil3,Tsc22D1,High
Nfil3,Znf649-As1,High
Nfil3,Adnp2,High
Nfil3,Agpat4-It1,High
Nfil3,Arl4D,High
Nfil3,Bcar3,High
Nfil3,Casc16,High
Nfil3,Cep57,High
Nfil3,Cldn6,High
Nfil3,Cps1-It1,High
Nfil3,Creb5,High
Nfil3,Cst8,High
Nfil3,Cxcl17,High
Nfil3,Cxcl8,High
Nfil3,Dlgap1-As1,High
Nfil3,Dnajb5,High
Nfil3,Dusp10,High
Nfil3,Dusp16,High
Nfil3,Elf2,High
Nfil3,Ell,High
Nfil3,Emd,High
Nfil3,Fbxo34,High
Nfil3,Fmo1,High
Nfil3,Fosb,High
Nfil3,Fut1,High
Nfil3,Gch1,High
Nfil3,Gla,High
Nfil3,Glipr1,High
Nfil3,Glis3,High
Nfil3,Gpt2,High
Nfil3,Herpud1,High
Nfil3,Hipk3,High
Nfil3,Hmgb2,High
Nfil3,Hspa4L,High
Nfil3,Ier3,High
Nfil3,Igfl1,High
Nfil3,Il7R,High
Nfil3,Klf11,High
Nfil3,Krtap3-1,High
Nfil3,Luzp2,High
Nfil3,Mafb,High
Nfil3,Map1B,High
Nfil3,Morf4L2,High
Nfil3,Myf6,High
Nfil3,Narf,High
Nfil3,Nfkbiz,High
Nfil3,Nhlh1,High
Nfil3,Nr1D2,High
Nfil3,Nrbf2,High
Nfil3,Pacsin2,High
Nfil3,Pdlim3,High
Nfil3,Peli2,High
Nfil3,Per1,High
Nfil3,Pinx1,High
Nfil3,Ppp2R5B,High
Nfil3,Rcl1,High
Nfil3,Rnf133,High
Nfil3,Rnf19A,High
Nfil3,Samd4A,High
Nfil3,Slc6A8,High
Nfil3,Snapc1,High
Nfil3,Spry1,High
Nfil3,Srsf3,High
Nfil3,St8Sia6-As1,High
Nfil3,Tagln,High
Nfil3,Tbc1D15,High
Nfil3,Tbc1D22B,High
Nfil3,Tbcc,High
Nfil3,Tmem39A,High
Nfil3,Tpm4,High
Nfil3,Tsc22D3,High
Nfil3,Ttc39C,High
Nfil3,Tubb2A,High
Nfil3,Vegfa,High
Nfil3,Wbp2,High
Nfil3,Ciart,High
Nfil3,Dennd3,High
Nfil3,Fgg,High
Nfil3,Gprc5A,High
Nfil3,Hoxa13,High
Nfil3,Isg20,High
Nfil3,Mmp19,High
Nfil3,Osgin1,High
Nfil3,Pde4D,High
Nfil3,Prss2,High
Nfil3,Stc2,High
Nfil3,Zfp36L2,High
Nfkb1,Cyld,High
Nfkb1,Il1R1,High
Nfkb1,Nfkbie,High
Nfkb1,Rabgef1,High
Nfkb1,Sptbn1,High
Nfkb1,Atp1A1,High
Nfkb1,Etf1,High
Nfkb1,Klhl5,High
Nfkb1,Pgk1,High
Nfkb1,Rffl,High
Nfkb1,Slc41A1,High
Nfkb1,Sys1,High
Nfkb2,Bbc3,High
Nfkb2,Birc3,High
Nfkb2,Dlgap1-As2,High
Nfkb2,Hapln3,High
Nfkb2,Irf1,High
Nfkb2,Neurl3,High
Nfkb2,Pi3,High
Nfkb2,Relb,High
Nfkb2,Ticam1,High
Nfkb2,Tnip1,High
Nfkb2,Il4I1,High
Nfkb2,Ccl20,High
Nfkb2,Elf3,High
Nfkb2,Map3K8,High
Nfkb2,Tgif2,High
Nfkb2,Csf3,High
Nfkb2,Fosl2,High
Nfkb2,Isg20,High
Nfkb2,Lif,High
Nfkb2,Cdkn2D,High
Nfkb2,Dlgap1-As1,High
Nfkb2,Gramd1A,High
Nfkb2,Creb5,High
Nfkb2,Myf6,High
Nfkb2,Nfkbie,High
Nfkb2,Tnfrsf9,High
Nfkb2,C14Orf180,High
Nfkb2,Got1,High
Nfkb2,Josd1,High
Nfkb2,Traf2,High
Nfkb2,Batf,High
Nfkb2,Bcl3,High
Nfkb2,Ccdc107,High
Nfkb2,Ffar2,High
Nfkb2,Itpkc,High
Nfkb2,Stx11,High
Nfkb2,Arl14,High
Nfkb2,Rgsl1,High
Nfkb2,Slc2A6,High
Nfkb2,Dram1,High
Nfkb2,Fosl1,High
Nfkb2,Has1,High
Nfkb2,Irf8,High
Nfkb2,Baiap2L1,High
Nfkb2,Banp,High
Nfkb2,Bcl6,High
Nfkb2,Cdc42Ep1,High
Nfkb2,Dlgap4,High
Nfkb2,Efna1,High
Nfkb2,Fam167A,High
Nfkb2,Fstl3,High
Nfkb2,Gpr37L1,High
Nfkb2,Icam1,High
Nfkb2,Il1Rn,High
Nfkb2,Junb,High
Nfkb2,Kiaa0040,High
Nfkb2,Metrnl,High
Nfkb2,Mxd1,High
Nfkb2,Pld2,High
Nfkb2,Ralgds,High
Nfkb2,Rgs4,High
Nfkb2,Sbno2,High
Nfkb2,Socs3,High
Nfkb2,Tifa,High
Nfkb2,Tle3,High
Nfkb2,Trim8,High
Nfkb2,Wwc1,High
Nfkb2,Cd70,High
Nfkb2,Cd83,High
Nfkb2,Cxcl5,High
Nfkb2,Fam43A,High
Nfkb2,Myb,High
Nfkb2,Nos2,High
Nfkb2,Pde4D,High
Nfkb2,Ptpn2,High
Nfkb2,Stap2,High
Nfkb2,F11R,High
Nfkb2,Frmd6,High
Nfkb2,Phf21A,High
Nfkb2,Socs2,High
Nfkb2,Abtb2,High
Nfkb2,Snora71A,High
Nfkb2,Angpt4,High
Nfkb2,Bach2,High
Nfkb2,Ccng2,High
Nfkb2,Cemip,High
Nfkb2,Csrnp1,High
Nfkb2,Dapk2,High
Nfkb2,Dkk4,High
Nfkb2,Gad1,High
Nfkb2,Gp9,High
Nfkb2,Has2,High
Nfkb2,Ldlrad3,High
Nfkb2,Ptges,High
Nfkb2,Snhg17,High
Nfkb2,St3Gal4,High
Nfkb2,Stc1,High
Nfkb2,Steap1B,High
Nfkb2,Abcc11,High
Nfkb2,Adgra3,High
Nfkb2,Arl5B,High
Nfkb2,Cdc42Ep5,High
Nfkb2,Cdkn1A,High
Nfkb2,Cntnap5,High
Nfkb2,Cxcl10,High
Nfkb2,Cyld,High
Nfkb2,Dennd4A,High
Nfkb2,Dusp22,High
Nfkb2,Glra2,High
Nfkb2,Gnb2,High
Nfkb2,Gypc,High
Nfkb2,Hla-A,High
Nfkb2,Hla-F,High
Nfkb2,Hmga1,High
Nfkb2,Hnf1A,High
Nfkb2,Ifrd1,High
Nfkb2,Ilk,High
Nfkb2,Itga5,High
Nfkb2,Kif21B,High
Nfkb2,Mdk,High
Nfkb2,Ncf2,High
Nfkb2,Nde1,High
Nfkb2,Nfkb1,High
Nfkb2,Nfkbia,High
Nfkb2,Nfkbib,High
Nfkb2,Nfkbid,High
Nfkb2,Nfkbiz,High
Nfkb2,Optn,High
Nfkb2,Pafah1B3,High
Nfkb2,Phf1,High
Nfkb2,Pip4K2A,High
Nfkb2,Pmaip1,High
Nfkb2,Prdm13,High
Nfkb2,Rap1Gap,High
Nfkb2,Rps6Ka1,High
Nfkb2,S100A3,High
Nfkb2,Sema3A,High
Nfkb2,Sirt6,High
Nfkb2,Sla2,High
Nfkb2,Slc6A14,High
Nfkb2,Slc8B1,High
Nfkb2,Tagln2,High
Nfkb2,Tjp2,High
Nfkb2,Trim31,High
Nfkb2,Znf670,High
Nfkb2,Arg2,High
Nfkb2,Calca,High
Nfkb2,Chmp4C,High
Nfkb2,Chsy1,High
Nfkb2,Cyth2,High
Nfkb2,Ern1,High
Nfkb2,Fgf23,High
Nfkb2,Fhl3,High
Nfkb2,Garem1,High
Nfkb2,Gfpt2,High
Nfkb2,Ier3,High
Nfkb2,Ift43,High
Nfkb2,Nr1H2,High
Nfkb2,Plod2,High
Nfkb2,Ppp1R18,High
Nfkb2,Relt,High
Nfkb2,Rhbdf2,High
Nfkb2,Serinc2,High
Nfkb2,Snx33,High
Nfkb2,Sod2,High
Nfkb2,Stc2,High
Nfkb2,Stx4,High
Nfkb2,Trim69,High
Nfkb2,Vcan,High
Nfkb2,Adra2B,High
Nfkb2,Arhgef5,High
Nfkb2,Caln1,High
Nfkb2,Cd9,High
Nfkb2,Cdk16,High
Nfkb2,Ceacam3,High
Nfkb2,Cldn6,High
Nfkb2,Cxcl8,High
Nfkb2,Dio3,High
Nfkb2,Fgf19,High
Nfkb2,Hspa4L,High
Nfkb2,Il17C,High
Nfkb2,Kcnf1,High
Nfkb2,Kdm6B,High
Nfkb2,Nfatc1,High
Nfkb2,Pf4,High
Nfkb2,Pfkp,High
Nfkb2,Pitpnm1,High
Nfkb2,Ptp4A3,High
Nfkb2,Sh2B2,High
Nfkb2,Slc38A5,High
Nfkb2,Sstr3,High
Nfkb2,Steap2,High
Nfkb2,Tmem217,High
Nfkb2,Treml1,High
Nfkb2,Cdc7,High
Nfkb2,Mnt,High
Nfkb2,Abhd16A,High
Nfkb2,Abhd6,High
Nfkb2,Agap2,High
Nfkb2,Agl,High
Nfkb2,Apoa5,High
Nfkb2,Arhgap20,High
Nfkb2,Arhgap21,High
Nfkb2,Arhgef28,High
Nfkb2,Atp12A,High
Nfkb2,Atp2B4,High
Nfkb2,Bach1,High
Nfkb2,Bcl2L11,High
Nfkb2,Bhlhe41,High
Nfkb2,C1Orf198,High
Nfkb2,Cacna1G,High
Nfkb2,Casp4,High
Nfkb2,Ccl19,High
Nfkb2,Cfap45,High
Nfkb2,Chrdl2,High
Nfkb2,Clic1,High
Nfkb2,Dgat2,High
Nfkb2,Dguok,High
Nfkb2,Dusp13,High
Nfkb2,Egln3,High
Nfkb2,Ervw-1,High
Nfkb2,Etnk2,High
Nfkb2,Etv4,High
Nfkb2,Evx1,High
Nfkb2,Ezh2,High
Nfkb2,Fam110A,High
Nfkb2,Fam43B,High
Nfkb2,Fndc4,High
Nfkb2,Folr3,High
Nfkb2,Fry,High
Nfkb2,Galnt18,High
Nfkb2,Gata4,High
Nfkb2,Gatad2A,High
Nfkb2,Gmeb2,High
Nfkb2,Guk1,High
Nfkb2,Hes4,High
Nfkb2,Hivep3,High
Nfkb2,Hoxa10,High
Nfkb2,Hs3St3B1,High
Nfkb2,Hspb1,High
Nfkb2,Icam3,High
Nfkb2,Icam5,High
Nfkb2,Id2,High
Nfkb2,Il1R1,High
Nfkb2,Inf2,High
Nfkb2,Itpr1,High
Nfkb2,Jun,High
Nfkb2,Kifc3,High
Nfkb2,Klf11,High
Nfkb2,Klhdc7A,High
Nfkb2,Klhl5,High
Nfkb2,Lilrb2,High
Nfkb2,Limk2,High
Nfkb2,Lpar2,High
Nfkb2,Lypd5,High
Nfkb2,Mapk11,High
Nfkb2,Mcoln2,High
Nfkb2,Mmp9,High
Nfkb2,Mogat2,High
Nfkb2,Msx1,High
Nfkb2,Mt1E,High
Nfkb2,Mylk-As1,High
Nfkb2,Myrf,High
Nfkb2,Nampt,High
Nfkb2,Neu4,High
Nfkb2,Nlgn2,High
Nfkb2,Or4D1,High
Nfkb2,P4Ha1,High
Nfkb2,Pelo,High
Nfkb2,Phyhd1,High
Nfkb2,Pigr,High
Nfkb2,Pik3R1,High
Nfkb2,Pim2,High
Nfkb2,Pitpnc1,High
Nfkb2,Pld4,High
Nfkb2,Ppp2R5B,High
Nfkb2,Psg9,High
Nfkb2,Ptbp3,High
Nfkb2,Pvt1,High
Nfkb2,Pwwp2B,High
Nfkb2,Rab20,High
Nfkb2,Rhod,High
Nfkb2,Rin1,High
Nfkb2,Rnf122,High
Nfkb2,Rom1,High
Nfkb2,Rufy3,High
Nfkb2,Sat1,High
Nfkb2,Sema4C,High
Nfkb2,Sgms2,High
Nfkb2,Slc16A3,High
Nfkb2,Slc25A48,High
Nfkb2,Slc2A4,High
Nfkb2,Slc7A5,High
Nfkb2,Snrpb,High
Nfkb2,Sp100,High
Nfkb2,Spata13,High
Nfkb2,Specc1L,High
Nfkb2,Srf,High
Nfkb2,St8Sia2,High
Nfkb2,Stat5A,High
Nfkb2,Synj2,High
Nfkb2,Tbcb,High
Nfkb2,Tfeb,High
Nfkb2,Tgfbr3,High
Nfkb2,Thbs1,High
Nfkb2,Tlr2,High
Nfkb2,Tm4Sf1,High
Nfkb2,Tmem158,High
Nfkb2,Tmem54,High
Nfkb2,Tmprss11D,High
Nfkb2,Tnfrsf21,High
Nfkb2,Tp53Tg5,High
Nfkb2,Trpm6,High
Nfkb2,Trpv6,High
Nfkb2,Tsen34,High
Nfkb2,Tspo,High
Nfkb2,Tubb6,High
Nfkb2,Uba6,High
Nfkb2,Vasp,High
Nfkb2,Vdr,High
Nfkb2,Wdr45,High
Nfkb2,Xkr6,High
Nfkb2,Zic5,High
Nfkb2,Zmynd15,High
Nfkb2,Znf385B,High
Nfkb2,Znf446,High
Nfkb2,Aip,High
Nfkb2,Aire,High
Nfkb2,Arhgef2,High
Nfkb2,Bcam,High
Nfkb2,Bik,High
Nfkb2,Bmp2,High
Nfkb2,Bnip3L,High
Nfkb2,C2Orf27A,High
Nfkb2,Ccrl2,High
Nfkb2,Cd44,High
Nfkb2,Cdc37,High
Nfkb2,Cdx4,High
Nfkb2,Chic2,High
Nfkb2,Cx3Cl1,High
Nfkb2,Cxcr1,High
Nfkb2,Cymp,High
Nfkb2,Cyp4B1,High
Nfkb2,Cystm1,High
Nfkb2,Dhrs9,High
Nfkb2,Dmbt1,High
Nfkb2,Dtx2,High
Nfkb2,Dtx4,High
Nfkb2,Dusp23,High
Nfkb2,Efhd2,High
Nfkb2,Fam222A,High
Nfkb2,Fam53C,High
Nfkb2,Fam89A,High
Nfkb2,Fbxw7,High
Nfkb2,Fcho1,High
Nfkb2,Flrt3,High
Nfkb2,Gab2,High
Nfkb2,Gas2L3,High
Nfkb2,Gdf7,High
Nfkb2,Gja1,High
Nfkb2,Glp1R,High
Nfkb2,Gprc5A,High
Nfkb2,Has3,High
Nfkb2,Hivep1,High
Nfkb2,Hla-J,High
Nfkb2,Hook2,High
Nfkb2,Hpcal1,High
Nfkb2,Hs3St1,High
Nfkb2,Hs6St1,High
Nfkb2,Iffo2,High
Nfkb2,Il13,High
Nfkb2,Irf2Bpl,High
Nfkb2,Irf9,High
Nfkb2,Kcnk5,High
Nfkb2,Klhl15,High
Nfkb2,Klhl36,High
Nfkb2,Kremen2,High
Nfkb2,Lamc2,High
Nfkb2,Lhx5,High
Nfkb2,Linc01138,High
Nfkb2,Mef2D,High
Nfkb2,Mid1,High
Nfkb2,Mt2A,High
Nfkb2,Nfil3,High
Nfkb2,Nkx6-1,High
Nfkb2,Nr1I2,High
Nfkb2,Pag1,High
Nfkb2,Parp8,High
Nfkb2,Pi15,High
Nfkb2,Plekha1,High
Nfkb2,Plekha6,High
Nfkb2,Plscr1,High
Nfkb2,Ppp2R2A,High
Nfkb2,Prkab2,High
Nfkb2,Prr7,High
Nfkb2,Rab8B,High
Nfkb2,Rassf5,High
Nfkb2,Rassf6,High
Nfkb2,Rgcc,High
Nfkb2,Rgs8,High
Nfkb2,Rhbdf1,High
Nfkb2,Rhcg,High
