training_node.csvsource,target,Input
Nfkb2,Rnf19A,High
Nfkb2,Sema4B,High
Nfkb2,Sema5B,High
Nfkb2,Serpinh1,High
Nfkb2,Sgk2,High
Nfkb2,Slc41A1,High
Nfkb2,Smim12,High
Nfkb2,Sp6,High
Nfkb2,St6Galnac6,High
Nfkb2,Stk24,High
Nfkb2,Stx6,High
Nfkb2,Tanc1,High
Nfkb2,Tbc1D10A,High
Nfkb2,Tcf15,High
Nfkb2,Tle1,High
Nfkb2,Tmcc2,High
Nfkb2,Tmem200A,High
Nfkb2,Tmem39B,High
Nfkb2,Tnfrsf8,High
Nfkb2,Tnfsf9,High
Nfkb2,Traf3,High
Nfkb2,Trpv3,High
Nfkb2,Tsc22D2,High
Nfkb2,Usp12,High
Nfkb2,Vipr1,High
Nfkb2,Vwa5A,High
Nfkb2,Zbed3,High
Nfkb2,Zdhhc7,High
Nfkb2,Zfas1,High
Nfkb2,Zic2,High
Nfkb2,Baiap2L2,High
Nfkb2,Camk2N2,High
Nfkb2,Ceacam19,High
Nfkb2,Dgkh,High
Nfkb2,Dtnbp1,High
Nfkb2,Ece1,High
Nfkb2,Ero1A,High
Nfkb2,Etv6,High
Nfkb2,Ezr,High
Nfkb2,F2Rl1,High
Nfkb2,Gas8,High
Nfkb2,Hla-G,High
Nfkb2,Klk7,High
Nfkb2,Krba1,High
Nfkb2,Lpin2,High
Nfkb2,Mx1,High
Nfkb2,P2Rx1,High
Nfkb2,Phkg2,High
Nfkb2,Prmt2,High
Nfkb2,Psmb10,High
Nfkb2,Rcc2,High
Nfkb2,Slc25A18,High
Nfkb2,Slc4A7,High
Nfkb2,Spata21,High
Nfkb2,Spata2L,High
Nfkb2,Tmem51,High
Nfkb2,Tmsb10,High
Nfkb2,Tnfsf13B,High
Nfkb2,Anxa11,High
Nfkb2,Baz1A,High
Nfkb2,Cdc25B,High
Nfkb2,Cdipt,High
Nfkb2,Chd1,High
Nfkb2,Cnot9,High
Nfkb2,Creb3,High
Nfkb2,Dcp1A,High
Nfkb2,Dkk1,High
Nfkb2,Erp27,High
Nfkb2,Fam169A,High
Nfkb2,Gabarapl1,High
Nfkb2,Gne,High
Nfkb2,Gpsm1,High
Nfkb2,Gpx3,High
Nfkb2,Gtf3C2-As1,High
Nfkb2,Kdm8,High
Nfkb2,Kiaa0930,High
Nfkb2,Krba2,High
Nfkb2,Ldlr,High
Nfkb2,Lingo1-As2,High
Nfkb2,Mtmr11,High
Nfkb2,Mtrf1L,High
Nfkb2,Myo1E,High
Nfkb2,Olfm3,High
Nfkb2,P2Ry6,High
Nfkb2,Pdlim7,High
Nfkb2,Pid1,High
Nfkb2,Piga,High
Nfkb2,Ppp1R15A,High
Nfkb2,Prr29,High
Nfkb2,Ptprh,High
Nfkb2,S100A16,High
Nfkb2,Sall1,High
Nfkb2,Sav1,High
Nfkb2,Sh2D2A,High
Nfkb2,Spag1,High
Nfkb2,Tesc,High
Nfkb2,Tln2,High
Nfkb2,Wbp2,High
Nfkb2,Whrn,High
Nfkb2,Wnt8B,High
Nfkb2,Ar,High
Nfkb2,Arl4C,High
Nfkb2,Cers5,High
Nfkb2,Csnk1D,High
Nfkb2,Egr1,High
Nfkb2,Hoxb5,High
Nfkb2,Hrh2,High
Nfkb2,Narf,High
Nfkb2,Rnf19B,High
Nfkb2,Slc35D1,High
Nfkb2,Taf4B,High
Nfkb2,Tesk1,High
Nfkb2,Ugcg,High
Nfkb2,Zbtb21,High
Nfkb2,Adam19,High
Nfkb2,Adamts1,High
Nfkb2,Aloxe3,High
Nfkb2,Arrdc2,High
Nfkb2,B4Galt5,High
Nfkb2,Bhlhe40,High
Nfkb2,Btbd8,High
Nfkb2,Ccl13,High
Nfkb2,Cd55,High
Nfkb2,Cebpd,High
Nfkb2,Chpf,High
Nfkb2,Cib2,High
Nfkb2,Clcf1,High
Nfkb2,Dynlt1,High
Nfkb2,Fabp5,High
Nfkb2,Gnb5,High
Nfkb2,Gucy2C,High
Nfkb2,Hey1,High
Nfkb2,Hilpda,High
Nfkb2,Il4R,High
Nfkb2,Inafm1,High
Nfkb2,Krt222,High
Nfkb2,Lilrb1,High
Nfkb2,Lonrf1,High
Nfkb2,Loxl2,High
Nfkb2,Mmachc,High
Nfkb2,Mycl,High
Nfkb2,Myl4,High
Nfkb2,Myo1G,High
Nfkb2,Neto2,High
Nfkb2,Npffr1,High
Nfkb2,Pla2G2A,High
Nfkb2,Pold3,High
Nfkb2,Ppa1,High
Nfkb2,Prkd2,High
Nfkb2,Rax,High
Nfkb2,Rbpms,High
Nfkb2,Rec8,High
Nfkb2,Rela,High
Nfkb2,Senp8,High
Nfkb2,Slc12A7,High
Nfkb2,Spon2,High
Nfkb2,Stat4,High
Nfkb2,Tcirg1,High
Nfkb2,Tec,High
Nfkb2,Tmem74B,High
Nfkb2,Apln,High
Nfkb2,Atp1B3,High
Nfkb2,B4Galt1,High
Nfkb2,Bag3,High
Nfkb2,C1Ql1,High
Nfkb2,C3Orf52,High
Nfkb2,Celsr2,High
Nfkb2,Dennd3,High
Nfkb2,Doc2B,High
Nfkb2,Eno2,High
Nfkb2,Gabrg2,High
Nfkb2,Gcnt3,High
Nfkb2,Gnl2,High
Nfkb2,Hao2,High
Nfkb2,Hormad2,High
Nfkb2,Hsd17B7,High
Nfkb2,Iws1,High
Nfkb2,Lox,High
Nfkb2,Lrrc52,High
Nfkb2,Phc2,High
Nfkb2,Phkg1,High
Nfkb2,Plcb1,High
Nfkb2,Sh2D5,High
Nfkb2,Shb,High
Nfkb2,Slc25A19,High
Nfkb2,Sned1,High
Nfkb2,Spsb1,High
Nfkb2,Stx1A,High
Nfkb2,Tead4,High
Nfkb2,Timm17B,High
Nfkb2,Trabd2A,High
Nfkb2,Trip10,High
Nfkb2,Ube2Z,High
Nfkb2,Vrtn,High
Nfkb2,Wdr59,High
Nfkb2,Cd72,High
Nfkb2,Il15Ra,High
Nfkb2,Gnl1,High
Nfkb2,Ttyh3,High
Nfkb2,Ak1,High
Nfkb2,Ankrd13A,High
Nfkb2,Asphd1,High
Nfkb2,Cd48,High
Nfkb2,Fnbp1,High
Nfkb2,Gata1,High
Nfkb2,Hif1A,High
Nfkb2,Ier5L,High
Nfkb2,Isg15,High
Nfkb2,Kank1,High
Nfkb2,Kdm3A,High
Nfkb2,Lrrc10B,High
Nfkb2,Mapk4,High
Nfkb2,Mir34Ahg,High
Nfkb2,Nr5A2,High
Nfkb2,Osm,High
Nfkb2,Parp12,High
Nfkb2,Ptpn23,High
Nfkb2,Scgn,High
Nfkb2,Slc38A2,High
Nfkb2,Spred3,High
Nfkb2,Tead2,High
Nfkb2,Tmem151A,High
Nfkb2,Vegfa,High
Nfkb2,Znf222,High
Nfya,Wdr89,High
Nfyb,A1Cf,High
Nfyb,Abhd17B,High
Nfyb,Abtb2,High
Nfyb,Acbd4,High
Nfyb,Acsl1,High
Nfyb,Acyp2,High
Nfyb,Adamtsl5,High
Nfyb,Adipor2,High
Nfyb,Adk,High
Nfyb,Agpat1,High
Nfyb,Ankrd9,High
Nfyb,Apc2,High
Nfyb,Arhgap24,High
Nfyb,Arhgap5-As1,High
Nfyb,Arl15,High
Nfyb,Arl5C,High
Nfyb,Arl6Ip1,High
Nfyb,Atf5,High
Nfyb,Atf7,High
Nfyb,B3Gnt2,High
Nfyb,Baiap2,High
Nfyb,Bcat2,High
Nfyb,Bcorl1,High
Nfyb,Bmp4,High
Nfyb,C12Orf76,High
Nfyb,C4Orf46,High
Nfyb,Cab39L,High
Nfyb,Calcoco1,High
Nfyb,Cald1,High
Nfyb,Cartpt,High
Nfyb,Ccdc102A,High
Nfyb,Ccdc115,High
Nfyb,Ccdc148,High
Nfyb,Ccng1,High
Nfyb,Ccr6,High
Nfyb,Cdh1,High
Nfyb,Cdk19,High
Nfyb,Cdkn1C,High
Nfyb,Cep44,High
Nfyb,Cep57,High
Nfyb,Ckb,High
Nfyb,Cnpy3,High
Nfyb,Commd3,High
Nfyb,Cpox,High
Nfyb,Cps1,High
Nfyb,Cptp,High
Nfyb,Crebrf,High
Nfyb,Cry2,High
Nfyb,Ctdsp2,High
Nfyb,Ctif,High
Nfyb,Cyfip2,High
Nfyb,Dcaf8L2,High
Nfyb,Dcun1D4,High
Nfyb,Dgcr2,High
Nfyb,Dixdc1,High
Nfyb,Dleu1,High
Nfyb,Dnajc4,High
Nfyb,Dnal1,High
Nfyb,Dpf3,High
Nfyb,Dyrk1B,High
Nfyb,Ecm2,High
Nfyb,Eid1,High
Nfyb,Epb41L4B,High
Nfyb,Errfi1,High
Nfyb,Esrrg,High
Nfyb,Etaa1,High
Nfyb,Faap24,High
Nfyb,Fam111A,High
Nfyb,Fam117A,High
Nfyb,Fam13A,High
Nfyb,Fam162A,High
Nfyb,Fam185A,High
Nfyb,Fam76B,High
Nfyb,Fbxl20,High
Nfyb,Fbxo3,High
Nfyb,Fbxo8,High
Nfyb,Fgd5-As1,High
Nfyb,Fkbp8,High
Nfyb,Flywch1,High
Nfyb,Fnbp1,High
Nfyb,Gne,High
Nfyb,Gpc4,High
Nfyb,Grb10,High
Nfyb,Gsk3B,High
Nfyb,Gtf2Ird1,High
Nfyb,Hint2,High
Nfyb,Hmgb1,High
Nfyb,Hmgn3,High
Nfyb,Homer2,High
Nfyb,Hoxa2,High
Nfyb,Hpd,High
Nfyb,Iffo1,High
Nfyb,Ift81,High
Nfyb,Il22Ra1,High
Nfyb,Immp1L,High
Nfyb,Insig2,High
Nfyb,Irs1,High
Nfyb,Isoc2,High
Nfyb,Jade1,High
Nfyb,Jmy,High
Nfyb,Kat7,High
Nfyb,Katnal1,High
Nfyb,Kcnab2,High
Nfyb,Kcnj16,High
Nfyb,Kifap3,High
Nfyb,Klf13,High
Nfyb,Klf9,High
Nfyb,Klhl24,High
Nfyb,Lims2,High
Nfyb,Linc00589,High
Nfyb,Linc00865,High
Nfyb,Linc00869,High
Nfyb,Linc01003,High
Nfyb,Linc01010,High
Nfyb,Lrch4,High
Nfyb,Lrp5L,High
Nfyb,Lrrc8D,High
Nfyb,Luc7L2,High
Nfyb,Lypla1,High
Nfyb,Mat2B,High
Nfyb,Mcoln3,High
Nfyb,Mief2,High
Nfyb,Mllt3,High
Nfyb,Mns1,High
Nfyb,Morn4,High
Nfyb,Mospd3,High
Nfyb,Mpc1,High
Nfyb,Mrps36,High
Nfyb,Mterf2,High
Nfyb,Mtmr4,High
Nfyb,Mxd4,High
Nfyb,Mxi1,High
Nfyb,Ndufa5,High
Nfyb,Nedd4L,High
Nfyb,Nek7,High
Nfyb,Net1,High
Nfyb,Nexn,High
Nfyb,Nfe2L1,High
Nfyb,Nfib,High
Nfyb,Nr0B2,High
Nfyb,Nr3C1,High
Nfyb,Nrl,High
Nfyb,Nt5Dc1,High
Nfyb,Nudt13,High
Nfyb,Nudt2,High
Nfyb,Oat,High
Nfyb,Olfm2,High
Nfyb,Pacs2,High
Nfyb,Pbx3,High
Nfyb,Per1,High
Nfyb,Pet100,High
Nfyb,Pex16,High
Nfyb,Phospho1,High
Nfyb,Pigv,High
Nfyb,Pkp4,High
Nfyb,Plcxd2,High
Nfyb,Pmm1,High
Nfyb,Ppfia3,High
Nfyb,Ppm1A,High
Nfyb,Ppm1B,High
Nfyb,Ppp2R5A,High
Nfyb,Ppp2R5D,High
Nfyb,Ppp6R3,High
Nfyb,Pptc7,High
Nfyb,Pradc1,High
Nfyb,Proser2,High
Nfyb,Rab11B,High
Nfyb,Rab40B,High
Nfyb,Rarb,High
Nfyb,Rbm23,High
Nfyb,Rcan3,High
Nfyb,Rccd1,High
Nfyb,Rcl1,High
Nfyb,Rfpl3,High
Nfyb,Rgmb,High
Nfyb,Rimkla,High
Nfyb,Rmnd5A,High
Nfyb,Rnf14,High
Nfyb,Rnf157,High
Nfyb,Rpl13A,High
Nfyb,Rps19,High
Nfyb,Rsbn1L,High
Nfyb,Scnn1G,High
Nfyb,Scoc,High
Nfyb,Scoc-As1,High
Nfyb,Sec1P,High
Nfyb,Sh3Bgr,High
Nfyb,Shroom2,High
Nfyb,Siva1,High
Nfyb,Slc13A4,High
Nfyb,Slc25A27,High
Nfyb,Slc25A30,High
Nfyb,Slc26A3,High
Nfyb,Slc2A8,High
Nfyb,Slc39A11,High
Nfyb,Smap2,High
Nfyb,Smdt1,High
Nfyb,Smim7,High
Nfyb,Sox6,High
Nfyb,Sp5,High
Nfyb,Ssx2Ip,High
Nfyb,Stard7-As1,High
Nfyb,Stk38L,High
Nfyb,Styk1,High
Nfyb,Syndig1L,High
Nfyb,Synm,High
Nfyb,Tab3,High
Nfyb,Tbc1D5,High
Nfyb,Tbcel,High
Nfyb,Tbx15,High
Nfyb,Tbx19,High
Nfyb,Tceal4,High
Nfyb,Tesk2,High
Nfyb,Tgds,High
Nfyb,Thap8,High
Nfyb,Thap9,High
Nfyb,Tle1,High
Nfyb,Tlk1,High
Nfyb,Tm7Sf3,High
Nfyb,Tmem120B,High
Nfyb,Tmem129,High
Nfyb,Tmem143,High
Nfyb,Tmem187,High
Nfyb,Tmem200B,High
Nfyb,Tmem256,High
Nfyb,Tmem38A,High
Nfyb,Tmem60,High
Nfyb,Tmpo,High
Nfyb,Tnrc6B,High
Nfyb,Tnrc6C,High
Nfyb,Tob1,High
Nfyb,Tob1-As1,High
Nfyb,Tob2,High
Nfyb,Tpcn1,High
Nfyb,Trim9,High
Nfyb,Ttc21B,High
Nfyb,Ttc39C,High
Nfyb,Tut1,High
Nfyb,Txnip,High
Nfyb,Ube2E2,High
Nfyb,Ube2H,High
Nfyb,Ulk4,High
Nfyb,Veph1,High
Nfyb,Wnt11,High
Nfyb,Xpo1,High
Nfyb,Xrcc3,High
Nfyb,Yipf4,High
Nfyb,Ypel1,High
Nfyb,Ypel5,High
Nfyb,Zbtb10,High
Nfyb,Zbtb18,High
Nfyb,Zbtb5,High
Nfyb,Zdhhc12,High
Nfyb,Zfyve1,High
Nfyb,Zfyve21,High
Nfyb,Znf32,High
Nfyb,Znf358,High
Nfyb,Znf444,High
Nfyb,Znf519,High
Nfyb,Abca5,High
Nfyb,Arl6Ip5,High
Nfyb,Arr3,High
Nfyb,Atp1B1,High
Nfyb,C19Orf73,High
Nfyb,Cchcr1,High
Nfyb,Cmc1,High
Nfyb,Cryzl1,High
Nfyb,Dapk1,High
Nfyb,Glce,High
Nfyb,Haus4,High
Nfyb,Lmln,High
Nfyb,Mpped1,High
Nfyb,Naa60,High
Nfyb,Pbxip1,High
Nfyb,Pmf1,High
Nfyb,Ppp3Ca,High
Nfyb,Rab11B-As1,High
Nfyb,Rad54B,High
Nfyb,Rora,High
Nfyb,Rrm2B,High
Nfyb,Slc38A4,High
Nfyb,Stx7,High
Nfyb,Tmco4,High
Nfyb,Tmem9,High
Nfyb,Ypel3,High
Nfyb,Znf564,High
Nfyb,Mgrn1,High
Nfyb,Rnf220,High
Nfyb,Rwdd3,High
Nfyb,Slc25A23,High
Nfyb,Srp9,High
Nfyb,Ca5A,High
Nfyb,Cnst,High
Nfyb,Cxadr,High
Nfyb,Fhit,High
Nfyb,Gmnn,High
Nfyb,Pou5F1B,High
Nfyb,Sfxn1,High
Nfyb,Tp53Inp2,High
Nfyb,Wdtc1,High
Nfyb,Zbtb48,High
Nfyb,Znf23,High
Nfyb,Angel1,High
Nfyb,Cth,High
Nfyb,Daam1,High
Nfyb,Kbtbd3,High
Nfyb,Lsm14B,High
Nfyb,Oxnad1,High
Nfyb,Prox1-As1,High
Nfyb,Rassf4,High
Nfyb,Sec22A,High
Nfyb,Ston1,High
Nfyb,Tspan9,High
Nfyb,Zhx3,High
Nfyb,Arid2,High
Nfyb,Atf7Ip2,High
Nfyb,Camk2D,High
Nfyb,Canx,High
Nfyb,Fbxo31,High
Nfyb,Foxp4,High
Nfyb,Gys1,High
Nfyb,Hoxa13,High
Nfyb,Irs2,High
Nfyb,Mical3,High
Nfyb,Mir4458Hg,High
Nfyb,Pofut1,High
Nfyb,Rhebl1,High
Nfyb,Setbp1,High
Nfyb,Slc4A4,High
Nfyb,Ttc23,High
Nfyb,Usp12,High
Nfyb,Znf385C,High
Nfyb,Cldnd1,High
Nfyb,Dok4,High
Nfyb,Entpd3-As1,High
Nfyb,Fst,High
Nfyb,Igfbp4,High
Nfyb,Linc00880,High
Nfyb,Nr2F2-As1,High
Nfyb,Pde4Dip,High
Nfyb,Pign,High
Nfyb,Sumf1,High
Nfyb,Tasp1,High
Nfyb,Tcf7L1,High
Nfyb,Tsc22D3,High
Nfyb,Ubl3,High
Nfyb,Unc5Cl,High
Nfyb,Znf329,High
Nfyb,Znf652,High
Nfyb,Ankrd37,High
Nfyb,Arnt,High
Nfyb,Asl,High
Nfyb,Brinp3,High
Nfyb,Ccnb1Ip1,High
Nfyb,Commd10,High
Nfyb,Deptor,High
Nfyb,Dlx4,High
Nfyb,Erbb2,High
Nfyb,Fgd4,High
Nfyb,Fnip2,High
Nfyb,Hand2,High
Nfyb,Ing1,High
Nfyb,Iqsec1,High
Nfyb,Linc01270,High
Nfyb,Lmbr1L,High
Nfyb,Mfsd13A,High
Nfyb,Nasp,High
Nfyb,Nudt16L1,High
Nfyb,Oip5-As1,High
Nfyb,Ptk2B,High
Nfyb,Rad9A,High
Nfyb,Ranbp10,High
Nfyb,Rundc3B,High
Nfyb,Senp2,High
Nfyb,Slc25A1,High
Nfyb,Slc25A34,High
Nfyb,Sp4,High
Nfyb,Thbs3,High
Nfyb,Tmem245,High
Nfyb,Trmt1L,High
Nfyc,Alkbh6,High
Nfyc,Chtf18,High
Nfyc,Elmo1,High
Nfyc,Glrx5,High
Nfyc,Gsk3B,High
Nfyc,Hint2,High
Nfyc,Hmgb1,High
Nfyc,Myh10,High
Nfyc,Nudt2,High
Nfyc,Sec1P,High
Nfyc,Tpcn1,High
Nfyc,Tut1,High
Nfyc,Zfyve21,High
Nfyc,C20Orf27,High
Nfyc,Ccdc115,High
Nfyc,Chek2,High
Nfyc,Ehbp1,High
Nfyc,Fam98C,High
Nfyc,Fdxr,High
Nfyc,Flj20021,High
Nfyc,Gpalpp1,High
Nfyc,Hhex,High
Nfyc,Immp1L,High
Nfyc,Kif22,High
Nfyc,Pet100,High
Nfyc,Pex16,High
Nfyc,Rhebl1,High
Nfyc,Snrnp25,High
Nfyc,Tmem161A,High
Nfyc,Tmem60,High
Nfyc,Tmpo,High
Nfyc,Hnf4A,High
Nfyc,Abcg2,High
Nfyc,Aff3,High
Nfyc,Agbl5,High
Nfyc,Aig1,High
Nfyc,Aldh3A2,High
Nfyc,Apbb2,High
Nfyc,Arfgap2,High
Nfyc,Arhgap24,High
Nfyc,Arhgap5-As1,High
Nfyc,Arl6Ip1,High
Nfyc,Atf7,High
Nfyc,Bahcc1,High
Nfyc,Baz2B,High
Nfyc,Bcl2L12,High
Nfyc,Ccdc159,High
Nfyc,Ccdc61,High
Nfyc,Ccng1,High
Nfyc,Cdh2,High
Nfyc,Cdkl5,High
Nfyc,Cnnm3,High
Nfyc,Crym,High
Nfyc,Ctf1,High
Nfyc,Cuta,High
Nfyc,Cyb5B,High
Nfyc,Dcaf8,High
Nfyc,Dcun1D4,High
Nfyc,Dennd2C,High
Nfyc,Dleu1,High
Nfyc,Dolpp1,High
Nfyc,Dyrk1B,High
Nfyc,Ecsit,High
Nfyc,Enam,High
Nfyc,Fam117A,High
Nfyc,Fam162A,High
Nfyc,Fam185A,High
Nfyc,Fbxo3,High
Nfyc,Fkbp8,High
Nfyc,Fmo4,High
Nfyc,Galt,High
Nfyc,Gpr137C,High
Nfyc,Gpx4,High
Nfyc,Gstm4,High
Nfyc,Gsto1,High
Nfyc,Gsto2,High
Nfyc,Hexim1,High
Nfyc,Hltf,High
Nfyc,Hlx,High
Nfyc,Hsd17B8,High
Nfyc,Hykk,High
Nfyc,Ift27,High
Nfyc,Kansl1,High
Nfyc,Kat7,High
Nfyc,Kiaa1217,High
Nfyc,Klf3,High
Nfyc,Klhdc10,High
Nfyc,Lbr,High
Nfyc,Ldb1,High
Nfyc,Lims2,High
Nfyc,Lpxn,High
Nfyc,Lrrc28,High
Nfyc,Luc7L2,High
Nfyc,Mat2B,High
Nfyc,Med13,High
Nfyc,Mief2,High
Nfyc,Mlf2,High
Nfyc,Mpdz,High
Nfyc,Ndufa11,High
Nfyc,Nfe2L1,High
Nfyc,Nfib,High
Nfyc,Nr3C1,High
Nfyc,Nsmce4A,High
Nfyc,Nt5Dc1,High
Nfyc,Nudcd2,High
Nfyc,Nup43,High
Nfyc,Ogg1,High
Nfyc,Pgrmc2,High
Nfyc,Pigv,High
Nfyc,Plcl2,High
Nfyc,Pld3,High
Nfyc,Pms2P1,High
Nfyc,Polrmt,High
Nfyc,Ppp2R5D,High
Nfyc,Ppwd1,High
Nfyc,Pradc1,High
Nfyc,Ptpn4,High
Nfyc,Rccd1,High
Nfyc,Reep6,High
Nfyc,Rfc5,High
Nfyc,Rmnd5A,High
Nfyc,Scara3,High
Nfyc,Scoc-As1,High
Nfyc,Sh3Bgr,High
Nfyc,Sh3Glb2,High
Nfyc,Shbg,High
Nfyc,Shroom2,High
Nfyc,Sigmar1,High
Nfyc,Slc25A13,High
Nfyc,Smdt1,High
Nfyc,Smim4,High
Nfyc,Spred2,High
Nfyc,Srsf5,High
Nfyc,Suv39H1,High
Nfyc,Syne3,High
Nfyc,Tarbp2,High
Nfyc,Tesk2,High
Nfyc,Tet2,High
Nfyc,Tlk1,High
Nfyc,Tmem120A,High
Nfyc,Tmem14A,High
Nfyc,Tmem187,High
Nfyc,Tmem205,High
Nfyc,Tmem256,High
Nfyc,Tmem38A,High
Nfyc,Tmem98,High
Nfyc,Tmpo-As1,High
Nfyc,Trim45,High
Nfyc,Ttc21B,High
Nfyc,Ttc8,High
Nfyc,Ube2E2,High
Nfyc,Ugp2,High
Nfyc,Usp18,High
Nfyc,Wdr59,High
Nfyc,Xab2,High
Nfyc,Zbtb18,High
Nfyc,Zbtb22,High
Nfyc,Zdhhc12,High
Nfyc,Zkscan2,High
Nfyc,Znf503-As2,High
Nfyc,Znf768,High
Nfyc,Zscan2,High
Nfyc,Foxa2,High
Nfyc,Rbfox2,High
Nfyc,Rusc1,High
Nfyc,Abhd17B,High
Nfyc,Add1,High
Nfyc,Adh1C,High
Nfyc,Agpat1,High
Nfyc,Aldh1B1,High
Nfyc,Ankrd16,High
Nfyc,Anp32A,High
Nfyc,Arhgap33,High
Nfyc,Arid1B,High
Nfyc,Arrb2,High
Nfyc,Asb7,High
Nfyc,Asb9,High
Nfyc,Asic1,High
Nfyc,Bcas3,High
Nfyc,Bcat2,High
Nfyc,Bdh1,High
Nfyc,Brip1,High
Nfyc,Cables2,High
Nfyc,Ccnb3,High
Nfyc,Cdc14B,High
Nfyc,Cdk19,High
Nfyc,Celf1,High
Nfyc,Cep85,High
Nfyc,Chd6,High
Nfyc,Cit,High
Nfyc,Cry2,High
Nfyc,Csnk1G3,High
Nfyc,Ctif,High
Nfyc,Dnajc4,High
Nfyc,Dpf3,High
Nfyc,Dusp10,High
Nfyc,E4F1,High
Nfyc,Ebp,High
Nfyc,Eef2K,High
Nfyc,Elavl1,High
Nfyc,Elp4,High
Nfyc,Ensa,High
Nfyc,Epc1,High
Nfyc,Epm2Aip1,High
Nfyc,Ermp1,High
Nfyc,Esrp2,High
Nfyc,Etaa1,High
Nfyc,Fam83D,High
Nfyc,Fbxl20,High
Nfyc,Fdft1,High
Nfyc,Fdps,High
Nfyc,Ftl,High
Nfyc,Glul,High
Nfyc,Gnai2,High
Nfyc,Gtf3C5,High
Nfyc,Hagh,High
Nfyc,Hes6,High
Nfyc,Hmg20B,High
Nfyc,Hmgn3,High
Nfyc,Hnrnpul2,High
Nfyc,Homez,High
Nfyc,Hsf2,High
Nfyc,Hspa1L,High
Nfyc,Iffo1,High
Nfyc,Irs1,High
Nfyc,Isca2,High
Nfyc,Isoc2,High
Nfyc,Kbtbd12,High
Nfyc,Kdm4A,High
Nfyc,Kmt2E,High
Nfyc,Lgals1,High
Nfyc,Linc00888,High
Nfyc,Linc01003,High
Nfyc,Linc01607,High
Nfyc,Lrrc45,High
Nfyc,Lss,High
Nfyc,Lypd6,High
Nfyc,Lyrm7,High
Nfyc,Mapk9,High
Nfyc,Mast3,High
Nfyc,Mdm1,High
Nfyc,Mmachc,High
Nfyc,Mns1,High
Nfyc,Mospd3,High
Nfyc,Mpnd,High
Nfyc,Mrps36,High
Nfyc,Mtmr4,High
Nfyc,Mvd,High
Nfyc,Mxd4,High
Nfyc,Nadk2,High
Nfyc,Nbr2,High
Nfyc,Ncam1,High
Nfyc,Ndrg4,High
Nfyc,Ndufa5,High
Nfyc,Ndufb11,High
Nfyc,Net1,High
Nfyc,Nfix,High
Nfyc,Nfya,High
Nfyc,Nid2,High
Nfyc,Nr0B2,High
Nfyc,Nr3C2,High
Nfyc,Nrl,High
Nfyc,Nubp2,High
Nfyc,Osbpl6,High
Nfyc,Oscp1,High
Nfyc,P2Rx6,High
Nfyc,Pabpn1,High
Nfyc,Pak4,High
Nfyc,Pbx1,High
Nfyc,Pck2,High
Nfyc,Pde6D,High
Nfyc,Pdk2,High
Nfyc,Pelp1,High
Nfyc,Pin1,High
Nfyc,Piwil2,High
Nfyc,Pkp4,High
Nfyc,Pla2G15,High
Nfyc,Plcxd2,High
Nfyc,Pmm1,High
Nfyc,Pms2P2,High
Nfyc,Pms2P5,High
Nfyc,Ppm1A,High
Nfyc,Ppp1R10,High
Nfyc,Ppp6R3,High
Nfyc,Prkaca,High
Nfyc,Prr12,High
Nfyc,Prtfdc1,High
Nfyc,Psma3-As1,High
Nfyc,Pxmp4,High
Nfyc,Rbm23,High
Nfyc,Rbp5,High
Nfyc,Rgs3,High
Nfyc,Rhce,High
Nfyc,Rimkla,High
Nfyc,Rogdi,High
Nfyc,Rorc,High
Nfyc,Rpain,High
Nfyc,Sardh,High
Nfyc,Sesn2,High
Nfyc,Setd1B,High
Nfyc,Sfxn5,High
Nfyc,Shh,High
Nfyc,Ska2,High
Nfyc,Slc17A3,High
Nfyc,Slc2A8,High
Nfyc,Slc3A1,High
Nfyc,Sphk2,High
Nfyc,Spsb3,High
Nfyc,Srgap2B,High
Nfyc,Stag3L4,High
Nfyc,Stard4,High
Nfyc,Stard7-As1,High
Nfyc,Stk38L,High
Nfyc,Syp,High
Nfyc,Tbc1D5,High
Nfyc,Tbcc,High
Nfyc,Thap7-As1,High
Nfyc,Tle2,High
Nfyc,Tle4,High
Nfyc,Tmem129,High
Nfyc,Tnrc6B,High
Nfyc,Tprg1L,High
Nfyc,Tspan33,High
Nfyc,Ttn,High
Nfyc,Tulp3,High
Nfyc,Ubp1,High
Nfyc,Ung,High
Nfyc,Unk,High
Nfyc,Xpo1,High
Nfyc,Xrcc3,High
Nfyc,Ypel1,High
Nfyc,Zbtb20,High
Nfyc,Zfand6,High
Nfyc,Znf330,High
Nfyc,Znf358,High
Nfyc,Znf385A,High
Nfyc,Znf77,High
Nfyc,Znf775,High
Nfyc,Arnt,High
Nfyc,B3Gntl1,High
Nfyc,Cryzl1,High
Nfyc,Dcaf6,High
Nfyc,Hexim2,High
Nfyc,Hmgn2,High
Nfyc,Lrig3,High
Nfyc,Nemp1,High
Nfyc,Nucks1,High
Nfyc,Pbxip1,High
Nfyc,Poll,High
Nfyc,Tmed1,High
Nfyc,Tmem8B,High
Nfyc,Tpra1,High
Nfyc,Polr3Gl,High
Nfyc,Sorbs3,High
Nfyc,A1Cf,High
Nfyc,Add3,High
Nfyc,Ahnak,High
Nfyc,Arhgef28,High
Nfyc,Atp7B,High
Nfyc,Bcl7C,High
Nfyc,C1Orf174,High
Nfyc,C21Orf62,High
Nfyc,Cd4,High
Nfyc,Ecm2,High
