GeneSymbol,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11
Grap,-0.056734756,-0.9682059,-0.41309342,-1.1004709,-0.12748617,-1.099465,-0.30106783,-0.2701574,-0.646782,0.42449874,0.04091625,0.89315486
Grasp,0.18384802,0.087958135,-0.0049843956,0.35009015,0.14712077,-0.2620303,0.26330033,-0.4180488,0.19165811,0.55570465,0.4419091,0.19127141
Grb10,-0.43170536,-0.70878994,-0.3968218,-0.72491074,-0.40787202,-0.68793213,-0.47684765,-0.6086699,-0.13611102,-0.79100186,0.26932684,0.6458568
Grb14,-0.25981328,-0.19531877,-0.40903443,-0.0045641847,-0.49499106,-0.0076713637,0.14820312,0.34943557,0.28922227,0.18609895,-0.39142704,0.30113363
Grb2,-0.3303724,-0.04134983,-0.3303724,-0.04134983,-0.30776525,0.038157515,-0.28351903,-0.101666495,-0.14709508,-0.18041064,-0.044643477,0.2291993
Grhpr,-0.24299046,0.10796643,-0.24299046,0.10796643,-0.6448654,-0.3727141,-0.6448654,-0.3727141,-0.658308,-0.888736,0.5967813,0.058652945
Grk5,0.42274207,-0.83081704,0.60810834,-0.34664625,0.5850386,-1.257021,0.09116442,0.56729674,-0.5858908,0.26585603,-1.4876107,0.584644
Grk6,0.5207486,0.5751586,0.04631842,-0.026134,0.30775064,0.2393199,-0.065125145,-0.2494552,0.14283973,0.12963144,0.16217434,0.47807622
Grpel1,0.059606515,0.11891076,0.016434504,-0.19844194,-0.13416667,-0.33063614,0.1888101,-0.14391205,0.09051848,-0.10778405,-0.3763643,0.13141543
Grrp1,-0.39454812,-0.069164604,-0.9530018,-0.17820035,0.32779917,-0.71703434,-0.36435372,0.1176547,-0.46108097,0.47759968,-0.8001314,0.34368765
Grsf1,-0.30595124,-0.28510255,0.16263863,0.017363265,0.28747982,0.2582467,-0.20141497,0.20631993,0.29829246,0.29976034,-0.5028057,-0.7858206
Grwd1,-0.10768499,0.62428254,-0.2562073,0.84567106,-0.010910602,0.3829863,-0.19189897,0.032176584,-0.48835564,-0.73629254,-0.5470816,-0.61447203
Gsdmd,0.11199542,-0.32067084,0.0070734043,-0.69383276,-0.61504066,-0.11181967,0.10723303,-0.3758192,0.79210144,0.47178024,0.6261368,0.81896603
Gsk3a,0.07120983,-0.024195664,-0.019979736,0.12742123,-0.16203576,0.078292646,0.15440956,-0.35746998,0.073768936,0.6024116,0.30041182,-0.072647676
Gsk3b,-0.08572719,-0.2628922,0.11249197,0.44763356,-0.036524035,-0.10211544,0.04781121,0.26748502,0.19848119,0.17965764,0.16012426,0.11243602
Gsn,-0.120799206,-0.26391113,-0.03707958,0.23365174,-0.07997959,-0.65104663,-0.059542127,-0.34193814,-0.18415003,0.5833366,-0.08277012,0.829844
Gspt1,-0.28147393,0.34414423,0.15666904,0.61931056,0.00018730946,0.41924542,0.42881906,0.3758989,-0.22349972,-0.10014744,-0.21873921,0.51040834
Gsr,0.24609897,0.38943052,0.22451885,0.29853782,0.55318505,0.85218203,-0.31965154,0.35507393,0.10038222,0.20182942,-0.001729453,-0.49461174
Gsta3,-0.11874574,0.322155,-0.64472485,-0.4968021,-0.23496825,0.04323542,0.54169995,0.54766464,-0.4496249,0.24978283,-0.38925788,-0.38355565
Gsta4,0.077537455,-0.55020046,-0.120928414,-0.2860756,0.023199717,-0.08443099,-0.13114192,0.17386925,0.059715807,-0.25208038,0.0643414,0.25124133
Gstk1,0.2853279,0.047177687,-0.11663831,0.1642352,0.3462715,0.029278858,-0.8252486,0.029250495,0.102955095,0.31435645,-1.0404292,-0.08470775
Gstm1,-0.31572524,-0.28396827,-0.7385449,-0.31897384,-0.7221205,-0.20808746,-0.48833233,0.12678188,-0.08788174,0.18963538,-0.2960327,-0.011715665
Gstm2,-0.43419257,-0.07347512,-0.44609952,-0.02037102,0.5299387,-0.59243315,-0.08608752,0.05392315,-0.36601028,0.26984382,-0.040017366,0.2119356
Gstm5,-0.055056714,-0.4905122,0.07128067,-0.34860885,-0.4372662,-0.524706,0.028969785,-0.4982128,0.4642809,0.43666202,0.3521044,0.580985
Gstm7,-0.2437715,-0.21689068,-0.25498956,0.26899788,-0.12647103,-0.030301854,0.022886759,0.13044988,-0.17466566,0.2364249,0.7207584,-0.6375402
Gsto1,-0.11122241,-0.35865688,-0.032227717,0.16024019,-0.24593416,-0.5710599,-0.09050212,-0.00042626262,0.08545208,0.63916475,-0.3068512,0.4488752
Gstt1,-0.41077495,0.35897404,-0.7382701,0.47976297,-0.5739365,0.45669472,-0.8676263,0.5627255,-0.5622424,0.2032243,-0.50613153,0.7011543
Gstz1,0.5446957,-0.19689648,0.042789474,0.25324613,-0.0482374,-0.012517303,-0.11239498,-0.18971254,0.33849907,0.051366568,-0.096348174,0.5964341
Gtf2h1,-0.30831257,0.37632084,-0.14975142,0.5054199,0.549318,-0.094985545,-0.13375382,0.29003307,-0.16436978,0.15349877,0.7330591,0.3552084
Gtf2h4,0.18770309,0.13229915,0.18770309,0.13229915,-0.6586124,-1.0507361,-0.68571687,-1.0438627,-0.6586124,-1.0507361,0.44148517,-0.21803062
Gtf3c5,-0.7311761,-0.42476994,-0.4917907,-0.67334855,-0.7311761,-0.42476994,-0.7311761,-0.42476994,-0.25421134,-0.4614312,0.12690715,0.162144
Gtf3c6,0.6291222,-0.010170475,0.6291222,-0.010170475,0.6291222,-0.010170475,0.6291222,-0.010170475,-0.2513313,-0.8652556,-0.66744334,0.77487767
Gtpbp4,0.19980925,0.679915,0.2074475,0.7240792,0.33659774,0.66162086,0.017616434,0.4431985,0.2045731,-0.24417566,0.46678767,0.8589323
Gtpbp8,-0.16351916,-0.09076178,0.29286447,-0.0024721697,-0.5080844,-0.061036117,0.5931215,0.66762406,-0.15872435,-0.10685411,0.06409807,0.38184565
Gtse1,-0.4135299,0.848074,-0.40394044,0.9063256,-0.11680234,0.88562727,-0.25216833,0.474468,-0.5844717,-0.18692805,-0.16575842,0.40776664
Gulp1,-0.12013879,-0.8155668,-0.18944313,-0.5934702,-0.34996703,-0.8706378,-0.1290629,-0.5831443,-0.19006786,-0.6722551,0.2734979,0.1349747
Gxylt1,-0.2928298,-0.116748944,-0.30071235,0.12986398,-0.35244897,-0.03612923,-0.1749735,0.09074047,0.2840476,0.27877235,-0.7489981,0.25151792
Gxylt2,-0.35630018,-0.64890313,-0.3344642,-0.6589942,-0.41465777,-0.6397164,-0.2587386,0.09373398,-0.37358427,-0.7371084,-0.07498514,0.041490696
Gyg,0.69506115,-0.5191497,0.69506115,-0.5191497,0.2676128,0.44000703,-0.61084217,-0.7813455,1.0480142,-0.4315738,-0.17158496,0.28331596
Gypc,-0.2149152,-0.2567163,-0.37143293,-0.3257367,-0.30533808,-0.31998473,-0.42598987,-0.5220548,-0.40458274,-0.20088734,0.67143464,0.18228315
Gys1,-0.24223307,0.28140056,-0.23299882,0.20774709,-0.38357705,0.16134624,0.5686394,-0.41364324,-0.06892055,0.5468737,0.26828304,-1.6610376
H1fx,-0.0829872,-0.3426394,0.14433667,0.44455945,0.10605229,-0.049051642,-0.26243865,-0.24389504,-0.18390436,0.3353125,-0.2777465,0.073349625
H2-Aa,-0.08231642,0.20154981,-0.049278207,-0.093116954,-0.3691344,0.041843787,-0.3897911,-0.33643496,0.57566994,0.27627844,0.24241522,0.28261995
H2-Ab1,-0.06969919,0.21634209,-0.061259612,-0.12938741,-0.40450323,-0.061566144,-0.39688542,-0.31366485,0.5709979,0.25714725,0.35838285,0.5100869
H2-D1,-0.07014569,-0.105773464,-0.16118509,-0.47288322,-0.66478825,-0.14159015,-0.060280733,-0.1944174,0.4779998,0.3129021,0.5606132,0.89344126
H2-DMa,-0.39205545,-0.41756427,-0.475434,-0.8485846,-1.1577814,-0.37259954,-0.20614569,-0.13979417,0.44288617,0.66963863,0.6052542,0.8892201
H2-DMb2,-0.4328425,-0.226523,-0.3904372,-0.44969612,-0.7947319,-0.307176,-0.42232108,-0.34378433,0.19891809,-0.021040522,0.05987034,0.4817732
H2-Eb1,-0.34023657,-0.21635325,-0.3878803,-0.40794343,-0.50181955,-0.31905997,-0.47862816,-0.3528725,0.07060313,0.092274666,0.3969905,0.4427799
H2-K1,0.29433867,0.20146322,0.22139263,-0.21418102,-0.42412576,0.16234964,-0.19433758,-0.7641807,0.8157977,0.6973485,0.54372185,0.6018981
H2-M3,-0.37994084,-0.475165,-0.44122887,-0.948315,-1.0983002,-0.4234808,-0.33203208,-0.503561,0.5582191,0.89156395,0.6443082,1.0358725
H2-Q7,-0.33119258,-0.38845682,-0.36337194,-0.6969917,-0.6813762,-0.41203594,-0.09973963,-0.384668,0.35194436,0.7481239,0.6510628,0.87829065
H2-T24,-0.30711287,-0.38941795,-0.31624386,-0.73991483,-0.8089724,-0.48476005,-0.07963771,-0.4320835,0.4158933,0.7084964,0.48534968,0.85524464
H2afx,-0.57305956,1.0426717,-0.70241696,1.3461144,-0.41317236,0.9434037,-0.89653546,0.6644944,-0.85470366,-0.32347012,-0.47366208,0.50332755
H2afy,0.34517652,-0.35085917,0.56119615,0.55226195,0.5830193,-0.05567728,0.2695111,-0.24995391,0.35685438,0.15100482,-0.10783263,0.31717634
H2afy2,0.33393452,-0.1981631,0.59499115,0.041874878,0.8414678,0.28929907,-0.25240248,-0.2907439,0.20887753,0.96364856,0.5137857,0.1308994
H2afz,-0.18588418,0.47806507,-0.46449333,0.47629982,-0.34431416,0.49754244,-1.1326677,0.2109413,-0.021324558,-0.39059168,-0.23672903,0.41535974
H3f3b,0.47116423,-0.08260749,0.47116423,-0.08260749,0.08869597,-0.32898873,-0.4276926,-0.6419361,-0.16437206,-0.75420326,0.010879641,-0.66826415
H6pd,-0.38346213,0.24166027,-0.5881093,-0.10092045,-1.2732034,0.06787203,0.81523234,0.16621569,0.777083,0.00518037,-0.5967782,0.124582976
Habp4,-0.42150715,-0.27912915,-0.42150715,-0.27912915,-0.38614509,-0.17184563,-0.42150715,-0.27912915,-0.38932374,-0.38921958,0.16955261,-0.438859
Hadh,-0.39630878,0.23756135,-0.39630878,0.23756135,-0.3676228,0.25645053,-0.32399303,0.27507994,-0.6651848,-0.43293786,-0.13414848,-0.36271358
Hadha,0.095533796,0.264445,0.14446093,0.22995637,0.77167886,0.60540545,-0.057876766,0.504882,0.40272403,-0.8499587,0.7888699,-1.5765665
Hagh,-0.09107068,0.161493,-0.511656,0.21756943,0.21945512,0.53203255,-0.69367397,0.1099726,-0.08933029,-0.028679475,-1.0652523,0.27865577
Hamp,0.0815633,0.27484006,-0.28329697,-0.07117541,0.052646883,0.30327278,0.5219884,0.38585234,-0.6602924,0.36455673,0.14044034,-0.8383311
Hars,0.4736564,1.0727125,0.25670144,0.70535773,0.09836011,1.0023227,0.1469866,-0.23277946,0.253831,0.15991789,0.70259833,0.6728867
Hat1,-0.15451626,1.3183622,-0.3563553,1.2799351,-0.07786082,1.0211266,-0.6200524,0.24907225,-0.40208128,-0.080198616,-0.015403276,1.0323272
Haus1,0.05384621,1.0061828,-0.116872676,0.83426726,0.029701877,0.871081,-0.46313846,-0.25592357,-0.31895638,0.03520719,-0.22446528,0.5189585
Haus3,-0.18180522,0.8247849,-0.29765147,0.8288232,-0.32023495,0.7590372,-0.39837417,-0.06227047,0.022871098,0.20312683,0.4955738,0.7032526
Haus4,-0.2494199,0.4420389,-0.2643356,0.47356576,-0.17476338,0.40315926,-0.25547263,0.4032287,-0.28356296,-0.048851267,0.04276163,0.33661896
Hax1,-0.10446466,0.20890209,0.44810143,-0.5324601,0.44810143,-0.5324601,-0.10446466,0.20890209,0.56858975,-0.19785027,0.5063993,0.83471036
Hbegf,-0.34570035,-0.70152223,-0.031291433,-0.27122277,-0.26801938,0.0061563365,-0.7027914,-0.5066889,-0.093454,0.7679293,-0.032987095,-0.1801695
Hccs,-0.066873305,-0.082773104,-0.018659795,-0.15078886,-0.041977607,0.42157274,0.083247356,0.019277632,0.13076976,0.01204662,0.109171234,0.32324708
Hcfc1,0.36968005,0.5868638,0.53572893,0.5488687,0.72111464,0.89290863,0.7246073,0.9618478,-0.14073628,0.028748281,0.0019881763,-0.0847723
Hck,-0.14875999,-0.12287091,-0.30404937,-0.5931921,-0.74993354,-0.5681158,-0.21763515,-0.32096803,0.14011878,0.040813614,0.25204715,0.5614606
Hcls1,-0.4699872,-0.8042655,-0.5471649,-1.1473653,-1.1476592,-0.5694247,-0.34168956,-0.6424326,0.53993416,0.8577879,0.79873484,1.2484847
Hcst,-0.4816128,-0.8504402,-0.52128756,-0.92718136,-0.6165955,-0.7140834,-0.18327726,-0.53715694,0.22413167,0.3189957,0.90131104,1.0261134
Hdac5,0.1339948,-0.12034464,0.021073049,-0.050685525,0.10773548,-0.04061742,0.096740656,-0.17593709,0.08711039,-0.01801797,-0.2728451,-0.23395719
Hdac7,-0.42547408,-0.50542945,-0.6991653,-0.21002544,0.2728648,-0.92188644,0.06795797,0.36973113,-0.3934026,0.47749865,0.012600696,-0.38345176
Hdc,0.81867105,-0.7168278,-0.52978396,-0.6932249,-0.10867398,-0.72778404,-0.4837793,0.58775234,-1.3137172,0.7417753,-0.67213297,0.6247067
Hdhd2,-0.20941715,0.020564355,-0.1418829,-0.31071806,-0.20941715,0.020564355,-0.16329852,0.19475178,0.7023319,0.35197508,-0.13824904,0.13683695
Heatr1,-0.38138148,0.47316426,-0.11036404,0.75818247,0.25633675,0.6562882,0.052606426,0.44108105,-0.18717676,0.19892652,0.29422578,0.6485334
Hebp1,-0.27351773,-0.43362844,0.34556144,0.86653066,-0.7042266,-0.70550424,-0.25600863,-0.59937435,0.4600535,0.3490101,-0.31337976,0.16481444
Hectd3,0.25399718,0.3727163,0.2146635,0.036001876,0.25399718,0.3727163,-0.4240927,0.18216883,0.3303595,0.1167054,-0.14306802,0.459297
Heg1,0.44810143,-0.5324601,0.3093357,-0.5450517,0.3093357,-0.5450517,-0.17282096,-0.37606472,-0.17282096,-0.37606472,0.38251644,0.25390536
Helb,-0.012970557,-0.07697517,0.5957173,0.32815516,-0.24336806,0.32219714,0.44402906,0.0123424865,0.9270593,0.19230516,0.5378451,-0.017202944
Herc4,-0.82515985,-0.027372837,-0.6610686,0.19787672,-0.58455867,0.16157971,0.06903664,0.12840809,0.17329505,0.29525545,-0.028136397,-0.118122205
Herpud1,-0.26058704,-0.01894749,-0.6973823,0.16297442,-0.69060177,0.15466715,-0.93279034,0.4172634,-0.7336863,0.05125861,-0.61315423,0.014306601
Hfe,-0.44274002,0.009262189,-0.92151654,0.43930376,-0.8848979,0.40398133,-0.9307349,0.49598533,-0.51175,0.18382238,-0.32569194,0.67607874
Hfe2,-0.027718658,-0.5925498,-0.3259794,-0.32451367,-0.434942,-0.32325286,-0.4220063,-0.4335068,-0.20629154,0.7158787,-0.5452522,-1.2276419
Hgs,-0.12677717,0.35690987,-0.075339,0.4553032,-0.04408469,0.48985875,0.21527159,0.33412278,0.40544373,0.70104057,0.32234815,0.16425939
Hhatl,-0.36427563,0.13077934,-0.36427563,0.13077934,-0.36427563,0.13077934,0.029139554,-0.5994507,-0.21918873,0.42754954,-0.14695363,-1.1425166
Hibadh,-0.19178718,0.05972375,-0.667361,0.14011623,-0.5472198,0.2757969,-0.30828944,0.4166153,-0.389605,-0.34175682,-1.3007846,-0.20592113
Hibch,0.2827365,-0.25884455,0.5318865,0.039059952,0.2827365,-0.25884455,0.74686116,0.065605745,0.22703105,-0.09694305,-0.4823805,0.47303146
Higd1b,-0.053901494,-0.9089114,-1.2860752,-0.6553589,-0.11703602,-1.1512555,-0.43140388,0.87294495,-1.1778239,0.9450367,-1.1403285,0.71210825
Higd2a,-0.41949105,-0.016313434,-0.2418733,-0.27757162,-0.2418733,-0.27757162,-0.29061082,-0.0027448684,-0.11278535,1.0667907,-0.6830347,-0.868767
Hilpda,0.7490268,-0.54458416,-0.31213441,-0.47744322,-0.22727656,-0.32440877,-0.2791978,-0.063977,-1.0554912,0.6360063,-0.5387695,-0.19963638
Hint1,-0.54785335,0.38926136,-0.51497656,0.39370787,-0.25903487,0.33199126,-0.12843688,0.39824086,0.050423138,0.011995785,0.15213695,0.24860407
Hint2,-0.28222948,-0.37627876,-0.37625304,-0.19011493,0.0386614,-0.058994673,-1.4900143,-0.53855604,0.12979606,-0.24807613,-0.12993813,0.04370615
Hint3,-0.008705402,0.305349,-0.034604944,0.09144618,0.5268981,0.28760087,-0.5552471,-0.22224163,0.5203005,0.25442368,-0.55314124,-0.6490813
Hip1,0.12910688,-0.2467146,-0.44622844,-0.047993302,0.38866732,-0.15790187,-0.1133224,-0.9140428,-0.31629875,-0.76823235,-0.5674165,0.061234415
Hipk1,-0.43891189,0.29780763,-0.044811793,-0.32432306,-0.1902206,0.5273795,0.28311628,-0.12651183,-0.075482585,0.3198555,-0.2567436,0.09754881
Hipk2,-0.463168,-0.111728,-0.37533724,-0.005439859,-0.073566765,-0.22092842,0.5605976,0.46331537,-0.117698036,0.18657224,0.2851313,-0.016689062
Hipk3,-0.17278306,0.25075942,-0.13198099,0.3165459,-0.32637662,0.2566427,0.35856873,-0.11363673,-0.2596795,0.24406824,0.72679,-1.3293036
Hirip3,0.05514849,1.070313,-0.3247329,0.9369654,-0.037488535,0.5818529,-0.6225635,0.18212268,0.08205708,-0.35908324,-0.5330679,0.44258457
Hist1h2bc,0.56450576,-0.68705106,0.12780279,0.05590172,0.6687264,-0.7070108,0.27532864,-0.0746447,0.026596626,-0.5422965,-0.342481,-0.13342872
Hist1h4h,-0.0032950658,0.73300356,-0.0032950658,0.73300356,-0.0032950658,0.73300356,5.2085146e-05,-0.6256745,0.10164892,0.32023382,-0.0676392,-0.64284843
Hk2,-0.756031,0.022877231,-0.56035936,0.5818221,-0.33587843,-0.35118157,-0.39981076,-0.7558395,0.17368042,0.8722064,0.21573287,1.228
Hmbs,0.19009973,0.16725993,0.19009973,0.16725993,-0.6054828,-0.7112115,-0.6408005,-0.48625165,-0.4093211,-1.2512153,0.5144755,-0.13904303
Hmgb3,-0.45285952,0.4601422,-0.6913616,1.0936934,-0.4572177,0.8850764,-1.1066473,0.5061921,-0.69378996,0.20987536,-0.4208425,0.52457756
Hmgcl,-0.24395874,0.19432749,-0.24395874,0.19432749,-0.24395874,0.19432749,-0.24395874,0.19432749,0.6559139,-0.8187452,-0.18231463,0.14611943
Hmgcr,-0.15732919,-0.28103757,-0.29514506,-0.22869585,0.08444946,-0.6012056,0.01602531,-0.25642747,-0.0836573,-0.1523555,-0.43390244,-0.1358744
Hmgn1,-0.10188283,-0.29093826,0.06110701,0.44232368,0.3622473,0.31222314,0.40212804,-0.08411424,2.0620482,-1.2992494,-1.2347798,0.28636009
Hmgn2,-0.2129992,0.08668313,0.12859394,0.8475373,0.33782342,0.56166005,-0.15534514,0.11755955,0.04755135,-0.46636778,-0.82673275,0.54352856
Hmgxb4,0.11024175,0.51422423,0.27282426,0.4088928,0.42806265,0.58130044,0.07402965,0.41308844,0.48061192,-0.02263344,-0.32110226,0.5346175
Hmmr,-0.81285983,0.86818385,-1.0056577,1.0380188,-0.52887124,1.0452037,-1.079493,0.76640964,-0.9046659,-0.22038104,-0.44169086,1.0160536
Hn1,-0.6080987,-0.20616965,-0.68813586,0.024678543,-1.0338775,0.08517825,-0.9056473,0.33451468,-0.2926005,-0.0012962073,-0.39976472,0.65030354
Hnmt,-0.4578316,0.11272825,-0.7217829,0.4618609,-0.726463,0.39269608,-0.733865,0.2996658,-0.1814638,0.2201748,-0.3973292,0.6702287
Hnrnpa0,0.4463489,0.5194765,0.4070182,0.9051609,0.31932417,0.8084291,0.29482347,0.023808757,1.023346,-0.41624057,-0.6330649,0.4039526
Hnrnpa1,-0.25372294,0.76703763,-0.3346983,1.1285241,0.22578366,0.6146904,-0.58407885,0.33637357,-0.078054376,-0.64379144,0.053845093,0.9340339
Hnrnpa2b1,0.06812547,-0.038477227,0.13561393,0.65888995,0.21441135,0.44236076,0.15550497,0.46241277,0.56666857,-0.43254465,-0.06962421,0.6527425
Hnrnpa3,0.15807575,-0.23746525,0.39368194,0.756974,0.48391107,0.546187,0.41513908,0.31455928,1.4931655,-0.6551063,-0.6459403,-0.13355449
Hnrnpc,-0.651622,-0.09343244,-0.6612761,0.20860545,-0.72464025,0.0053061396,-0.5072781,0.16068915,0.13953163,0.026517771,-0.9630063,0.45350486
Hnrnpf,0.032251395,0.31575733,0.28683466,0.75752443,0.39882982,0.8992989,0.22881663,0.6302065,-0.2876183,0.27058107,-0.075488575,0.38300985
Hnrnph1,-0.36300346,-0.5734499,0.084011935,0.85935736,0.0047292206,0.30229566,-0.035057344,-0.2798546,1.2166169,-0.63893294,-0.9012172,0.013966646
Hnrnph2,-0.3039375,-0.22987802,-0.23646793,0.29017055,-0.23646793,0.29017055,0.21355507,0.2585439,0.29655528,-0.8437471,-0.24394444,0.20478223
Hnrnph3,0.13239665,0.3348893,0.078322135,0.20866655,-0.05659975,0.20958385,0.16273756,-0.28688437,0.6693818,-0.65831137,0.25490254,-0.21186386
Hnrnpm,0.18339027,0.6172175,0.08561761,1.1103083,0.35075703,0.6340652,0.07311383,0.19749513,1.0149381,-0.71119434,-0.43542212,0.41842717
Hnrnpu,-0.415525,0.7992191,-0.49146605,0.92367417,0.28173786,0.85759264,-0.58364373,0.75471646,-0.7010533,-0.19920202,-0.55865026,0.99940526
Hnrnpul2,-0.1740294,-0.050785765,0.048639253,0.15797234,-0.1740294,-0.050785765,0.048639253,0.15797234,0.13493699,0.17941414,0.20699087,-0.51014155
Homer3,-0.1384792,-0.26034772,-0.44802636,-0.051694095,-0.376146,-0.1665064,0.15793014,0.63020545,-0.4691172,0.014375091,-0.16885208,0.033877842
Hp,-0.3160957,0.12358326,-0.49864095,0.10368466,-1.3036798,0.35885602,0.8260037,0.5848033,0.62627697,0.59814274,-0.66652805,-0.13652906
Hp1bp3,0.44053096,-0.05685942,0.33310825,0.05099818,0.41217282,-0.031328395,0.33310825,0.05099818,0.4086699,0.063253,0.08250657,0.03799711
Hpcal1,0.18942548,-0.10237034,0.11676691,-0.085162506,-0.04818239,0.22892648,0.37343055,0.17875865,-0.035138227,0.17127806,-0.6012369,0.46792018
Hpgd,-0.05651679,0.18197598,0.08609461,0.11227739,-1.0633514,0.3196056,-0.13927114,0.0883483,-0.013639415,-0.40634018,-0.1633729,0.22853793
Hprt,0.10993261,-0.59775424,0.024689918,-0.5958381,0.16127932,-0.62843066,-0.6111637,-0.23124059,0.789415,-0.5344297,-0.4921102,-0.047986314
Hps1,0.1342901,-0.11051898,0.1342901,-0.11051898,-0.1863876,0.1350971,-0.1863876,0.1350971,-0.21379688,-0.6825336,-0.39317703,0.17581624
Hpse,-0.40768814,-0.32979387,-0.32664102,-0.25049156,-0.6773599,-0.20542784,-0.19054413,-0.4082198,0.20891148,-0.0098680705,-0.12915331,-0.075018376
Hrasls,-0.5590883,-0.020944022,-0.5590883,-0.020944022,-0.5590883,-0.020944022,0.17121238,-0.7427841,0.13829634,0.3757776,-0.27069524,-1.3208758
Hrc,-0.09557412,-0.05919555,-0.5751054,-0.10283096,-0.4958424,-0.056291997,0.36250257,-1.1629717,-0.7693119,0.40992355,-0.58299285,-1.7282772
Hs2st1,0.6916736,-0.24246214,0.84771675,-0.49463087,0.23403752,-0.26014608,0.5515358,0.05087027,-0.36881247,0.4624272,-0.017386133,0.65228707
Hsd11b1,-0.5253605,-0.0053357333,-1.1708498,0.24634175,-1.5464473,0.3252527,-0.295031,0.7702602,-0.06569469,0.6086039,-0.40892854,0.09607771
Hsd17b10,0.89460266,-0.15034403,0.89460266,-0.15034403,-0.08792632,-1.0411773,0.765545,-2.6623335,-0.08792632,-1.0411773,-0.4757949,-0.29401743
Hsd17b11,0.07322963,0.17913632,0.24486761,0.29701754,-0.50930697,0.13603936,-0.36118633,-0.38985997,-0.032296427,-0.168999,0.21899068,0.26257336
Hsd17b12,0.3732446,-0.17458218,-1.479239,0.023724422,0.3732446,-0.17458218,0.3093357,-0.5450517,-0.10446466,0.20890209,0.07649433,0.040747788
Hsdl2,-0.65489477,-0.4846655,-0.43989462,0.6599818,-0.65489477,-0.4846655,-0.21323344,0.014217768,-0.39157596,-0.051093996,-0.4548044,-0.19077095
Hsp90aa1,-0.5846912,0.22269394,-0.28529996,0.8188522,-0.5846912,0.22269394,-0.23274359,0.21593843,-0.43492815,-0.39620763,-0.60579574,0.10727477
Hsp90ab1,-0.14874645,0.059890613,-0.13614906,0.18225205,0.042095833,0.10929857,-0.09190741,0.04155071,-0.6426558,-0.23028125,-0.18343452,0.26138765
Hspa12a,-0.29834422,0.5413525,-0.55400836,-0.0015317127,-0.29834422,0.5413525,-0.32017425,-0.15341283,-0.28240326,-0.4238664,-0.35694444,-0.071195796
Hspa12b,-0.09563615,-0.09626171,-1.4111449,0.026626438,0.04816886,-0.5761703,0.1526175,0.23674552,-1.0090592,0.88238406,-1.0922792,0.50974035
Hspa14,-0.111561455,-0.047356114,0.14103511,0.45918518,0.066401415,0.42295206,0.3081427,-0.12013389,1.150373,-1.4072814,-1.0305095,0.2826544
Hspa1a,-0.50983804,0.06042078,0.23980102,-0.18492429,-0.10712436,-0.2541924,-0.086964704,0.6052834,-0.19309011,-0.23154636,0.5257086,0.34029722
Hspa4,-0.3372668,0.7825841,-0.34412012,0.7425187,-0.34412012,0.7425187,-0.32308468,0.86549354,-0.11074773,-0.06449702,0.45474428,-0.21946712
Hspa5,0.046704173,-0.24016659,0.3425425,0.39000762,-0.12849657,-0.32095015,-0.38550758,-0.27994996,0.04759664,-0.03063713,-0.5937171,-0.20270191
Hspa9,0.4048085,0.095592365,0.4048085,0.095592365,-0.40113145,-1.0503153,0.20633666,-1.3755444,-0.15271792,-1.4496765,0.51605237,0.26139957
Hspb1,-0.2444937,-0.36775392,-0.3759782,-0.37028438,0.25516143,-0.6701759,-0.2685165,-0.17972676,-0.2526858,0.043187857,0.013813471,0.2710681
Hspb2,-0.043747485,-0.20431651,-0.8431829,0.053781047,-0.42282096,-0.124627024,-0.11841943,-0.6201199,-1.1838571,0.8956437,-1.0541222,-1.2212254
Hspb3,-0.31104463,0.023037031,-0.37469348,0.15904449,-0.3812586,-0.0260624,0.31363398,-0.75235224,-0.020828897,0.46462166,-0.0620149,-1.1558735
Hspb6,-0.1632545,-0.11356412,-0.9051723,0.18938269,-0.4975962,0.116008386,0.46377692,-0.7329416,-1.1075433,0.46809828,-0.6385327,-1.8847845
Hspb7,-0.035601787,0.14541115,-1.2319324,-0.3901615,-0.7114266,0.02088482,0.4181042,-0.29945582,-1.2587351,0.60567003,-0.5874025,-1.2304621
Hspb8,-0.5058498,0.15194222,-0.47494596,0.22045712,-1.1816658,0.29104626,0.51308745,-0.16745082,-0.11550417,0.490386,-0.01833717,-1.3956754
Hspbp1,0.20094909,-0.079201624,0.22535498,-0.1962745,0.07147704,-0.06834595,0.06241162,-0.039065346,-0.63880235,-0.9031848,-0.5022697,0.4331085
Hspe1,-0.25672904,0.16452767,-0.23101392,0.2771691,-0.022995954,0.22503982,-0.34655857,-0.13180597,-0.647562,0.018288303,-0.4431336,-0.043309867
Hspg2,-0.33111253,-0.6302361,0.6114021,-0.34191692,-0.22707327,-0.21892916,-0.34261233,-0.19033028,-0.1945287,-0.21039973,-0.13406363,-0.04789859
Htatip2,-0.041776784,0.4687506,-0.041776784,0.4687506,-0.041776784,0.4687506,0.37452477,-0.78363085,-0.041776784,0.4687506,0.057159767,0.1851846
Htra1,0.20329663,-0.74297935,-0.16249225,-0.18260236,-0.04884872,-0.50968945,0.054524258,-0.18008627,-0.028091507,-0.3310563,0.36312452,0.012927696
